tweet_id	name	text	mined_at	created_at	retweets	favorites	hashtags	mentions	location
1190052620200624128	thathagengrrl	Say what you must about WeWork, but I have heard Skinny Puppy + Throbbing Gristle in their Halloween muzak mix today.	2019-11-11 16:21:50.103348	2019-10-31 23:47:09+00:00	0	5			
1190052503230013452	GenoEu	WeWork’s Ousted C.E.O. Adam Neumann Is Accused of Pregnancy Discrimination https://nyti.ms/36ln0AX	2019-11-11 16:21:50.103349	2019-10-31 23:46:41+00:00	0	0			
1190052133330178048	fatechwap	WeWork’s ex-CEO faces new pregnancy discrimination complaint https://fatech.in/weworks-ex-ceo-faces-new-pregnancy-discrimination-complaint/ …pic.twitter.com/gdJq0itH8W	2019-11-11 16:21:50.103350	2019-10-31 23:45:13+00:00	0	0			
1190052088044281863	PSBJ	WeWork has a new home on the Seattle waterfront. https://bit.ly/2IqFy8q	2019-11-11 16:21:50.103350	2019-10-31 23:45:02+00:00	1	0			
1190051953767780353	MacroViewpoints	So where is the clip Maria? Her interview might even be more important today after the Fed & Chicago PMI	2019-11-11 16:21:50.103351	2019-10-31 23:44:30+00:00	0	0			
1190051949456117760	coworking__news	Boston Properties CEO: WeWork Will Cause A 'Pause' In #Coworking Sector - Bisnow https://www.bisnow.com/boston/news/office/boston-properties-ceo-wework-causes-pause-on-coworking-sector-us-economy-is-moderating-101575?rt=72516 …pic.twitter.com/2kjX7KZjB5	2019-11-11 16:21:50.103352	2019-10-31 23:44:29+00:00	0	0	#Coworking		
1190051838155988992	JoeMenninger	WeWork Founder Adam Neumann’s Trove of Pricey Properties https://buff.ly/35YxciJ pic.twitter.com/rqIsagMYsm	2019-11-11 16:21:50.103353	2019-10-31 23:44:02+00:00	0	0			
1190051585545637888	observer	WeWork Is Getting Into Esports Amid SoftBank Takeover http://bit.ly/2Nt2ndl pic.twitter.com/SNQ16GGwl2	2019-11-11 16:21:50.103354	2019-10-31 23:43:02+00:00	0	0			
1190051462564311042	Technepedia	WeWork, Former CEO Adam Neumann Accused of Rampant Pregnancy and Gender Discrimination http://dlvr.it/RHN9K8 pic.twitter.com/1w7QEO3Vjz	2019-11-11 16:21:50.103354	2019-10-31 23:42:33+00:00	0	0			
1190051243240103936	movetosydney	Fixing a ‘problem’: WeWork chief accused of sidelining pregnant worker https://www.movetosydney.com/fixing-a-problem-wework-chief-accused-of-sidelining-pregnant-worker/ …	2019-11-11 16:21:50.103355	2019-10-31 23:41:41+00:00	0	0			
1190051174482882561	MomentaryReview	Former WeWork employee accuses co-founder of pregnancy discimination https://goo.gl/fb/Vt4Kty	2019-11-11 16:21:50.103356	2019-10-31 23:41:24+00:00	0	0			
1190050954063831043	Impeach_Today	"The WeWork whose mission is to ""elevate the global consciousness""? Pregnancy discrimination ain't it."	2019-11-11 16:21:50.103357	2019-10-31 23:40:32+00:00	1	3			
1190050820747739136	suilee	WeWork’s Ousted C.E.O. Adam Neumann Is Accused of Pregnancy Discrimination https://nyti.ms/36ln0AX	2019-11-11 16:21:50.103357	2019-10-31 23:40:00+00:00	0	0			
1190050583358705665	AugustEve2012	WeWork’s Ousted C.E.O. Is Accused of Pregnancy Discrimination https://www.nytimes.com/2019/10/31/business/wework-neumann-discrimination-complaint.html …	2019-11-11 16:21:50.103358	2019-10-31 23:39:03+00:00	0	0			
1190050270828519424	SethGoldstein13	Adam’s discriminatory behavior towards pregnant women isn’t surprising. He has consistently mistreated WeWork employees (i.e. wage theft, NLRA violations, and sexual harassment)	2019-11-11 16:21:50.103359	2019-10-31 23:37:49+00:00	0	2			
1190049885275353088	BusTrav	WeWork's ex-CEO faces pregnancy discrimination complaint : https://businesstravel.com.au/feed/show_entry/468325/_weworks_ex-ceo_faces_pregnancy_discrimination_complaint … #businesstravel #travel	2019-11-11 16:21:50.103360	2019-10-31 23:36:17+00:00	0	0	#businesstravel #travel		
1190049856376754176	marknyt	WeWork’s Ousted C.E.O. Adam Neumann Is Accused of Pregnancy Discrimination https://nyti.ms/36ln0AX	2019-11-11 16:21:50.103361	2019-10-31 23:36:10+00:00	24	54			
1190049680530591744	Scienceya_com	WeWork’s toxic phone booths were created by WeWork https://www.scienceya.com/weworks-toxic-phone-booths-were-created-by-wework/ …	2019-11-11 16:21:50.103362	2019-10-31 23:35:28+00:00	0	0			
1190049459981307904	NicksEdwards	. @WeWork costumes on point pic.twitter.com/SUEm7LNVLX	2019-11-11 16:21:50.103362	2019-10-31 23:34:35+00:00	1	12		@WeWork	
1190049450187558912	lexnfx	About those formaldehyde phone booths at WeWork... WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10 …	2019-11-11 16:21:50.103363	2019-10-31 23:34:33+00:00	0	1			
1190048854290382852	CoachWatsonRHIT	SR RB @gwight2 got stung by a at practice tonight, but we think he’ll be ready to rock this weekend. @Coach_Stanton1 @RoseHulmanFB #WeWork pic.twitter.com/grz1lv5K1P	2019-11-11 16:21:50.103364	2019-10-31 23:32:11+00:00	11	84	#WeWork	@gwight2 @Coach_Stanton1 @RoseHulmanFB	
1190048800691277824	alex_x_xu	Hahahahahahahaha How Is WeWork Real Hahahaha Just Use Your Own Garage Like Store Your Bionicle Collection At Your Mom's Haha	2019-11-11 16:21:50.103365	2019-10-31 23:31:58+00:00	0	9			
1190048504120373248	ZaqsTech	WeWork's ex-CEO faces pregnancy discrimination complaint https://apnews.com/2d0e43aac734423f9672a4c095240f79 …	2019-11-11 16:21:50.103366	2019-10-31 23:30:48+00:00	0	0			
1190048076280606720	carlosdomingo	Popular WeWork Halloween custom. Scary entrepreneurs pic.twitter.com/vJwzXw6i2a	2019-11-11 16:21:50.103367	2019-10-31 23:29:06+00:00	0	1			
1190047915558854656	MenendezRand	#WeWork CEO Adam Neumann's chief of staff was fired after he 'called her maternity leave a vacation and she stopped traveling on his plane because he smoked marijuana' https://www-dailymail-co-uk.cdn.ampproject.org/v/s/www.dailymail.co.uk/news/article-7636705/amp/WeWorks-Adam-Neumann-accused-pregnancy-discrimination.html?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCKAE%3D#aoh=15725643029149&referrer=https%3A%2F%2Fwww.google.com&amp_tf=From …	2019-11-11 16:21:50.103367	2019-10-31 23:28:27+00:00	0	0	#WeWork #aoh		
1190047788366811136	Pfro	WeWork's Adam Neumann is accused of pregnancy discrimination - Neumann also made derisive public and private comments to her in the workplace that disparaged her maternity leave as 'retirement' and 'vacation'. https://mol.im/a/7636705	2019-11-11 16:21:50.103368	2019-10-31 23:27:57+00:00	1	4			
1190047783132127234	dearsarah	WeWork, Former CEO Adam Neumann Accused of Rampant Pregnancy and Gender Discrimination https://gizmodo.com/wework-former-ceo-adam-neumann-accused-of-rampant-preg-1839513939 … weird—it’s almost as if when VCs fund unqualified dudes without any experience, qualified women & PoC are excluded by design & intention.	2019-11-11 16:21:50.103369	2019-10-31 23:27:56+00:00	3	4			
1190047743466586119	al_khudair	A young lion. #letsgo #wework #lionscall #clublionfitness #prideofthepack #holla @24 Hour Fitness - Wayne Town Center, NJ https://www.instagram.com/p/B4TQ6y9BM-4/?igshid=8cfmz5f3iv0f …	2019-11-11 16:21:50.103370	2019-10-31 23:27:46+00:00	0	0	#letsgo #wework #lionscall #clublionfitness #prideofthepack #holla	@24	
1190047572100108289	Pfro	Seriously... What a jerk: WeWork's Adam Neumann is accused of pregnancy discrimination (he demoted his staffer after she came back from maternity leave and fired her when she didn't fly w him because he smoked pot on the plane) https://mol.im/a/7636705	2019-11-11 16:21:50.103371	2019-10-31 23:27:05+00:00	0	4			
1190047487853309958	danielsunread	WeWork’s Ousted C.E.O. Adam Neumann Sidelined a Pregnant Employee, She Claims https://ift.tt/36lEOvQ	2019-11-11 16:21:50.103372	2019-10-31 23:26:45+00:00	0	0			
1190047441711706113	tahir1978	Just read this I don’t know what hinge or WeWork are!	2019-11-11 16:21:50.103373	2019-10-31 23:26:34+00:00	0	0			
1190047306147647488	wessovis	Adam Neumann’s Era of Excess and Eccentricity Is Over at WeWork #business #tech #technology #wework https://buff.ly/336n0CK pic.twitter.com/6qzqOhtDw1	2019-11-11 16:21:50.103373	2019-10-31 23:26:02+00:00	0	1	#business #tech #technology #wework		
1190046949199757314	Primal_Digest	Top business stories this week: Austin, WeWork, #BankOfAmerica https://www.businessinsider.com/top-business-stories-this-week-austin-wework-bank-of-america-2019-10 …pic.twitter.com/h2mYuC5ZDw	2019-11-11 16:21:50.103374	2019-10-31 23:24:37+00:00	0	0	#BankOfAmerica		
1190046630784880641	DTrain	My thirst for WeWork content will never be slaked http://nymag.com/intelligencer/2019/10/a-new-lawsuit-accuses-adam-neumann-of-gender-discrimnination.html …	2019-11-11 16:21:50.103375	2019-10-31 23:23:21+00:00	0	1			
1190046611147243520	FastCompany	"""Wow, you're getting big,"" one WeWork employee allegedly said. http://f-st.co/uyJa1FQ"	2019-11-11 16:21:50.103376	2019-10-31 23:23:16+00:00	3	2			
1190046311044780032	thenonconsensus	On this pt I agree that unit economics must be proven before they get a higher multiple. But they're already close to break even on that front. Not as egregious as wework, and v diff situation IMO pic.twitter.com/nJNf8wb71L	2019-11-11 16:21:50.103377	2019-10-31 23:22:05+00:00	0	0			
1190045394249625601	C_Stihler	WeWork’s Ousted C.E.O. Is Accused of Pregnancy Discrimination https://www.nytimes.com/2019/10/31/business/wework-neumann-discrimination-complaint.html …	2019-11-11 16:21:50.103378	2019-10-31 23:18:26+00:00	0	0			
1190045285990449152	ApadanaFreedom	WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://apadanafreedomfoundation.org/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination/ …pic.twitter.com/vkL2nEljwB	2019-11-11 16:21:50.103379	2019-10-31 23:18:00+00:00	0	0			
1190045194101706753	BIPrime	New @BIPrime story: WeWork's toxic phone booths were created in-house by its 'Powered by We' business by @Julie188https://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10?r=prmtwtr …	2019-11-11 16:21:50.103379	2019-10-31 23:17:38+00:00	2	0		@BIPrime @Julie188https	
1190044965197549570	TimesEurope	REFILE-UPDATE 1-WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://uk.timesofnews.com/business-economy/refile-update-1-wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination …	2019-11-11 16:21:50.103380	2019-10-31 23:16:44+00:00	0	0			
1190044556575805440	Ranzware	WeWork, Former CEO Adam Neumann Accused of Rampant Pregnancy and Gender Discrimination https://www.ranzware.com/2019/11/01/wework-former-ceo-adam-neumann-accused-of-rampant-pregnancy-and-gender-discrimination … #Tech #Technews #Ranzware	2019-11-11 16:21:50.103381	2019-10-31 23:15:06+00:00	0	0	#Tech #Technews #Ranzware		
1190044499017453574	TALK1370	HEADLINES: WeWork's ex-CEO faces pregnancy discrimination complaint https://talk1370.radio.com/articles/ap-news/weworks-ex-ceo-faces-pregnancy-discrimination-complaint …	2019-11-11 16:21:50.103382	2019-10-31 23:14:53+00:00	0	0			
1190043892948897800	PotIsRad	"""WeWork's Ex-CEO Faces Pregnancy Discrimination Complaint"" by The Associated Press via NYT https://ift.tt/2C2Avrb"	2019-11-11 16:21:50.103383	2019-10-31 23:12:28+00:00	0	0			
1190043776099717120	MrIvanJohnson	@jimmy_dore @SenSchumer @QTRResearch @profgalloway IT'S A BIG CLUB AND YOU'RE NOT IN IT. -- #GeorgeCarlin Oh, my bad -- Chuck Schumer, you and your brother Bob are indeed in it. #WeWork #kleptocracyhttps://twitter.com/felixsalmon/status/1189888375999926272 …	2019-11-11 16:21:50.103384	2019-10-31 23:12:00+00:00	0	0	#GeorgeCarlin #WeWork #kleptocracyhttps	@jimmy_dore @SenSchumer @QTRResearch @profgalloway	
1190043769997053954	intelligencer	It really does not sound like ousted WeWork CEO Adam Neumann was a good boss, and now he faces a lawsuit for pregnancy and gender discrimination https://nym.ag/2BWL1QZ	2019-11-11 16:21:50.103385	2019-10-31 23:11:59+00:00	1	0			
1190043640141205506	bridges2italy	WeWork Woes Could Hit LA | Los Angeles Business Journal http://www.labusinessjournal.com//news/2019/oct/25/wework-woes-could-hit-la/ …	2019-11-11 16:21:50.103386	2019-10-31 23:11:28+00:00	0	0			
1190043603646607360	starbizmy	WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://www.thestar.com.my/business/business-news/2019/11/01/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination …https://www.thestar.com.my/business/business-news/2019/11/01/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination …	2019-11-11 16:21:50.103386	2019-10-31 23:11:19+00:00	1	2			
1190043580750028802	ellenhuet	"Adam Neumann derided his former chief of staff's maternity leave as ""vacation,"" per complaint https://www.bloomberg.com/news/articles/2019-10-31/wework-ex-ceo-neumann-accused-of-pregnancy-discrimination … meanwhile, WeWork's board added another guy! and isn't adding the woman they had announced (her joining was contingent on going public) https://www.bloomberg.com/news/articles/2019-10-31/wework-executive-chairman-claure-promises-more-board-diversity …"	2019-11-11 16:21:50.103387	2019-10-31 23:11:14+00:00	20	34			
1190043566221021184	canoe21	"""WeWork's Ex-CEO Faces Pregnancy Discrimination Complaint"" by The Associated Press via NYT https://ift.tt/2C2Avrb"	2019-11-11 16:21:50.103388	2019-10-31 23:11:10+00:00	0	0			
1190043352068059136	BastilleGlobal	WeWork&#039;s ex-CEO faces pregnancy discrimination complaint https://www.bastillepost.com/global/article/2929953 …pic.twitter.com/JCbLBQccnB	2019-11-11 16:21:50.103389	2019-10-31 23:10:19+00:00	0	0	#039		
1190043337186828288	statuptechindia	WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2JEsqNT https://ift.tt/eA8V8J	2019-11-11 16:21:50.103389	2019-10-31 23:10:16+00:00	0	0			
1190042856683196416	Jeannette_Bot	10 Things To Know. WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2Nx3msW	2019-11-11 16:21:50.103390	2019-10-31 23:08:21+00:00	0	0			
1190042651497816064	HPTarget	WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://dlvr.it/RHN5Nq #success #ideapic.twitter.com/4Twogg5BtH	2019-11-11 16:21:50.103391	2019-10-31 23:07:32+00:00	0	0	#success #ideapic		
1190042372232466432	Julie188	Latest WeWork scoop from me & @aaronpholmes WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10 …	2019-11-11 16:21:50.103392	2019-10-31 23:06:26+00:00	0	6		@aaronpholmes	
1190042147891957764	K_p_Otte	"""WeWork's Ex-CEO Faces Pregnancy Discrimination Complaint"" by The Associated Press via NYT https://ift.tt/2C2Avrb"	2019-11-11 16:21:50.103393	2019-10-31 23:05:32+00:00	0	0			
1190041925698629632	wwwizards	WeWork and Ex-CEO Adam Neumann Accused of Pregnancy and Gender Discrimination https://ift.tt/3352Wki	2019-11-11 16:21:50.103393	2019-10-31 23:04:39+00:00	0	0			
1190041913296138240	Primal_Digest	#EverythingYouNeed to know about Softbank’s $10 billion WeWork buyout https://themilsource.com/softbank-wework-buyout/ …pic.twitter.com/rSSs7ip1WQ	2019-11-11 16:21:50.103394	2019-10-31 23:04:36+00:00	0	0	#EverythingYouNeed		
1190041832459264001	jazzdrummer420	WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2Nx3msW	2019-11-11 16:21:50.103395	2019-10-31 23:04:17+00:00	0	0			
1190041807083778051	stateofpress	WeWork, former CEO Adam Neumann accused of pregnancy discrimination By Reuters https://stateofpress.com/2019/10/31/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination-by-reuters/ …pic.twitter.com/oM6yeXbAdz	2019-11-11 16:21:50.103396	2019-10-31 23:04:11+00:00	0	0			
1190041717392756736	JohnAngel1977	WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2Nx3msW johnangel1977	2019-11-11 16:21:50.103397	2019-10-31 23:03:49+00:00	0	0			
1190041667891552256	marshawright	WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://reut.rs/327G95T #news #business #socialpic.twitter.com/sEKuh2xnqL	2019-11-11 16:21:50.103398	2019-10-31 23:03:38+00:00	0	2	#news #business #socialpic		
1190041568604020737	NikGalatis	Check this out! WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://bit.ly/2JDiELP pic.twitter.com/5qx8VV2Cld	2019-11-11 16:21:50.103399	2019-10-31 23:03:14+00:00	0	0			
1190041537075458049	TimesEurope	WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://france.timesofnews.com/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination …	2019-11-11 16:21:50.103400	2019-10-31 23:03:06+00:00	0	0			
1190041435455860736	TopTwts	RT businessinsider: WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10 …	2019-11-11 16:21:50.103400	2019-10-31 23:02:42+00:00	0	0			
1190041063496601601	Robin_Keith	Uber and wework, Closer and closer to crypto companies. Its coming. @APompliano @JWilliamsFstmed @MarkYusko Incredibly Stable Company WeWork Appears To Be Investing In Incredibly Stable Industry: Esports https://kotaku.com/incredibly-stable-company-wework-appears-to-be-investin-1839503664/amp …pic.twitter.com/qAurploBvu	2019-11-11 16:21:50.103401	2019-10-31 23:01:14+00:00	3	9		@APompliano @JWilliamsFstmed @MarkYusko	
1190040974904442882	ZAQSBusiness	WeWork's ex-CEO accused of pregnancy discrimination by former chief of staff https://www.theguardian.com/business/2019/oct/31/wework-ceo-adam-neumann-pregnancy-discrimination-lawsuit …	2019-11-11 16:21:50.103402	2019-10-31 23:00:52+00:00	0	0			
1190040901621600257	qwerty__red	WeWork, Former CEO Adam Neumann Accused of Rampant Pregnancy and Gender Discrimination https://qwerty.red/wework-former-ceo-adam-neumann-accused-of-rampant-pregnancy-and-gender-discrimination/ …pic.twitter.com/7xFKEshIZH	2019-11-11 16:21:50.103403	2019-10-31 23:00:35+00:00	0	0			
1190040887352537090	techjunkiejh	Opinion | #WeWork and #Uber's struggles show how venture capital-backed-tech giants fail workers — NBC News http://bit.ly/2Ww7GwN #TechJunkieNewspic.twitter.com/BZQ75el15L	2019-11-11 16:21:50.103403	2019-10-31 23:00:32+00:00	0	0	#WeWork #Uber #TechJunkieNewspic		
1190040786919919616	Ivoryfinancial	Lol all of this stuff was ok and none of the employees cared when they thought they were going to get rich on the wework ipo.... only now do they care Ex-WeWork CEO accused of gender discrimination, smoking pot in front of pregnant staffer https://cnb.cx/324mpQO	2019-11-11 16:21:50.103404	2019-10-31 23:00:08+00:00	0	1			
1190040780716564480	LexisNexis	Will #WeWork's CEO buyout debacle be the end of multi-class shares? https://bit.ly/2MZF4sP The latest from @Intelligize	2019-11-11 16:21:50.103405	2019-10-31 23:00:06+00:00	0	1	#WeWork	@Intelligize	
1190040687099727879	UniverseOfBetty	Can you please come and open a place in Sydney! I need somewhere female focused to host events for @HstlandHrt	2019-11-11 16:21:50.103406	2019-10-31 22:59:44+00:00	0	4		@HstlandHrt	
1190040634469388288	KHurrikans	WeWork’s Ousted C.E.O. Adam Neumann Is Accused of Pregnancy Discrimination https://business-center-zug.ch/weworks-ousted-c-e-o-adam-neumann-is-accused-of-pregnancy-discrimination/ …	2019-11-11 16:21:50.103407	2019-10-31 22:59:31+00:00	0	0			
1190040625481211906	ZugBcz	WeWork’s Ousted C.E.O. Adam Neumann Is Accused of Pregnancy Discrimination https://business-center-zug.ch/weworks-ousted-c-e-o-adam-neumann-is-accused-of-pregnancy-discrimination/ …	2019-11-11 16:21:50.103408	2019-10-31 22:59:29+00:00	0	0			
1190040594829250561	easytradingsign	WeWork, former CEO Adam Neumann accused of pregnancy discrimination By Reuters https://easytradingsignals.com/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination-by-reuters/ …pic.twitter.com/YfivpSfTS2	2019-11-11 16:21:50.103408	2019-10-31 22:59:22+00:00	0	0			
1190040424871845888	Robin_Keith	Incredibly Stable Company WeWork Appears To Be Investing In Incredibly Stable Industry: Esports https://kotaku.com/incredibly-stable-company-wework-appears-to-be-investin-1839503664/amp … Lol everything is flirting w btc They will all wish they allocated 1 %.	2019-11-11 16:21:50.103409	2019-10-31 22:58:41+00:00	0	0			
1190040283519602689	CJMcKinney	On the 41st anniversary of the Pregnancy Discrimination Act, #WeWork faces allegations that it discriminates against female employees who become pregnant or take maternity leave. #ProtectPregnantWorkers https://www.cnbc.com/2019/10/31/ex-wework-ceo-accused-of-gender-discrimination-in-new-lawsuit.html …	2019-11-11 16:21:50.103410	2019-10-31 22:58:08+00:00	0	0	#WeWork #ProtectPregnantWorkers		
1190040126459719681	businessinsider	WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10 …	2019-11-11 16:21:50.103411	2019-10-31 22:57:30+00:00	14	23			
1190039960704995328	stevengberman	The media equivalent of WeWork?	2019-11-11 16:21:50.103412	2019-10-31 22:56:51+00:00	0	1			
1190038559786459136	Reuters	WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://reut.rs/36n0veO pic.twitter.com/AqvmiB8ti3	2019-11-11 16:21:50.103413	2019-10-31 22:51:17+00:00	12	30			
1190038375387955200	EntStrategyGuy	"I did. So again, should WeWork be one of their ""other bets""?"	2019-11-11 16:21:50.103413	2019-10-31 22:50:33+00:00	0	0			
1190038246396452864	techjunkiejh	Adam Neumann demoted his chief of staff for being pregnant, according to a new complaint against the ousted CEO and #WeWork — Business Insider http://bit.ly/2qf8bz9 #TechJunkieNewspic.twitter.com/qnk4nglHXY	2019-11-11 16:21:50.103414	2019-10-31 22:50:02+00:00	0	0	#WeWork #TechJunkieNewspic		
1190037734779498496	antalindisguise	And this is why WeWork is going down	2019-11-11 16:21:50.103415	2019-10-31 22:48:00+00:00	0	0			
1190037662356385793	ByeByeBynum	The chief of staff at WeWork was prevented from attending events while pregnant partly due to the CEO’s penchant for bringing marijuana on their barter flights.	2019-11-11 16:21:50.103416	2019-10-31 22:47:43+00:00	0	0			
1190037437285830656	high_forex	REFILE-UPDATE 1-WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://www.highleverageforex.com/refile-update-1-wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination/ …	2019-11-11 16:21:50.103417	2019-10-31 22:46:49+00:00	0	0			
1190036933134692353	FinanzDK	Former chief of staff to WeWork founder claims discrimination - https://finanz.dk/former-chief-of-staff-to-wework-founder-claims-discrimination/ …	2019-11-11 16:21:50.103418	2019-10-31 22:44:49+00:00	0	0			
1190036921294020608	robaeprice	which segment does wework fit into? pic.twitter.com/hoXZc4a20i	2019-11-11 16:21:50.103418	2019-10-31 22:44:46+00:00	1	5			
1190036821746634753	cindykellyassoc	We're feeling the spooky spirit of Halloween at work today! . . . #halloween #halloween2019 #costumeparty #greekgoddess #harrypotter #cowgirl #wework #bellevueplace #bellevue #teamckpic.twitter.com/9U15MV8Wax	2019-11-11 16:21:50.103419	2019-10-31 22:44:22+00:00	0	0	#halloween #halloween2019 #costumeparty #greekgoddess #harrypotter #cowgirl #wework #bellevueplace #bellevue #teamckpic		
1190036373333577730	FoodDevotion	#RT @Forbes: Adam Neumann, the former CEO of WeWork, is being sued by his former chief of staff for pregnancy discrimination http://on.forbes.com/60121Jhf0 by @rachsandlpic.twitter.com/s4jy6PWXTJ	2019-11-11 16:21:50.103420	2019-10-31 22:42:35+00:00	0	0	#RT	@Forbes @rachsandlpic	
1190036308183470081	boosbazaar	85 percent of WeWork’s white-collar employees don’t think Adam Neumann’s $1.7 billion exit package is fair https://www.vox.com/recode/2019/10/28/20932657/wework-blind-survey-layoffs-exit-package-adam-neumann-softbank?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter … via @voxdotcom	2019-11-11 16:21:50.103421	2019-10-31 22:42:20+00:00	0	0		@voxdotcom	
1190035993094770688	DSMWcom	In WeWork’s Wake, Stock Investors Demand Profits Over Growth https://www.dontspreadmywealth.com/in-weworks-wake-stock-investors-demand-profits-over-growth/ …	2019-11-11 16:21:50.103422	2019-10-31 22:41:05+00:00	0	0			
