created_at	favourite_count	hashtags	location	mined_at	name	retweet_count	screen_name	source_device	status_count	text	tweet_id
2019-11-04 21:25:33.000000	0	[]		2019-11-04 15:57:52.779670	Dividend Bob	0	DividendBob	Twitter Web App	79	Companies like Uber, Smile Direct, WeWork (thank god that didn't happen) who don't know how to make money should not be allowed to IPO.	1191466537342947328
2019-11-04 21:06:49.000000	2	[]		2019-11-04 15:57:52.779671	Mark Hogan	0	markasaurus	Twitter Web App	77418	Interesting tale of how your retirement account may have ended up invested in pre IPO unicorns https://t.co/t8vpwt4qUE	1191461823721000960
2019-11-04 20:28:21.000000	0	[]		2019-11-04 15:57:52.779673	Glenn van der Graacht  :D	0	IfranStallet	Twitter Web Client	1550	"""Unprofitable company IPOs are raising money at the fastest pace since the dot-com bubble"".https://t.co/a9nfI89jZK via @BBGVisualData"	1191452143183642626
2019-11-04 20:00:31.000000	1	[{'text': 'IPOs', 'indices': [33, 38]}]		2019-11-04 15:57:52.779678	Sentieo	0	Sentieo	Buffer	4035	Lessons Learned from this Year's #IPOs &gt; our ~30-min webinar with @Jannarone from @IPOEdge is available free, on de… https://t.co/vg5fTUcj8o	1191445138796621824
2019-11-04 19:11:11.000000	0	[]		2019-11-04 15:57:52.779680	RichardRoberts	335	IMsuccess_blog	T7 App	18304	RT @ajs: The absolute best telling of how WeWork spiraled from a $47 billion valuation to talk of bankruptcy in just 6 weeks that you will…	1191432723765874690
2019-11-04 19:04:27.000000	0	[]		2019-11-04 15:57:52.779682	Business Insider Prime	0	BIPrime	Zapier.com	5044	WeWork, the $47 billion co-working company, is gearing up for a huge IPO this year. Here's everything we know about… https://t.co/KgL7GYKBMR	1191431029292187649
2019-11-04 18:19:09.000000	0	[]		2019-11-04 15:57:52.779683	Wealth Financial	0	wealth_tax	AdvisorStream v2	141	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/CW5HSb9acG	1191419626569289730
2019-11-04 18:15:02.000000	0	[{'text': 'WeWork', 'indices': [55, 62]}]		2019-11-04 15:57:52.779685	Tech Junkie	0	techjunkiejh	Buffer	214057	Tequila, private jets, and Run-DMC: Adam Neumann built #WeWork in his own unique way, and is struggling to translat… https://t.co/oyhTpPJ7bQ	1191418591549251588
2019-11-04 18:14:18.000000	0	[{'text': 'WeWork', 'indices': [0, 7]}, {'text': 'ChristmasCheer', 'indices': [18, 33]}, {'text': 'onbudget', 'indices': [35, 44]}, {'text': 'IPO', 'indices': [45, 49]}, {'text': 'hohoho', 'indices': [50, 57]}]		2019-11-04 15:57:52.779686	Nayela Wickramasuriya	0	nayelawick	Twitter Web App	98	"#WeWork spreading #ChristmasCheer.
#onbudget #IPO #hohoho 🎄 https://t.co/xihebvAv7N"	1191418408316870658
2019-11-04 18:10:14.000000	0	[]		2019-11-04 15:57:52.779688	Colin Marcus	0	YourLifeFin	AdvisorStream v2	450	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/9JHKEBcyYo	1191417385309351936
2019-11-04 18:09:45.000000	0	[]		2019-11-04 15:57:52.779692	Laval Dubeau	0	lavaldubeau	AdvisorStream v2	791	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/H9r0hN6m3K	1191417262856650753
2019-11-04 17:07:10.000000	0	[{'text': 'IPO', 'indices': [66, 70]}]		2019-11-04 15:57:52.779693	MediaRadar	0	MediaRadar	HubSpot	7791	Shared workspace company, @WeWork, is rescued after their botched #IPO by Japanese conglomerate, @SoftBank. 😅… https://t.co/rQF5qbJuqC	1191401513152856066
2019-11-04 16:43:01.000000	0	[]		2019-11-04 15:57:52.779695	Brian Salle	4	brian_salle	GroupTweet	413	RT @BW: Unprofitable company IPOs are raising money at the fastest pace since the dot-com bubble. Here’s why https://t.co/idiT777sSv	1191395436352946177
2019-11-04 16:35:09.000000	0	[{'text': 'IPO', 'indices': [39, 43]}, {'text': 'WeWork', 'indices': [60, 67]}, {'text': 'Uber', 'indices': [68, 73]}, {'text': 'Peloton', 'indices': [78, 86]}]		2019-11-04 15:57:52.779697	JasminLoerchner	0	JasminLoerchner	Hootsuite Inc.	3714	Smart piece by @DKThomp explaining why #IPO disappointments #WeWork #Uber and #Peloton are not to be mistaken for a… https://t.co/M9jjuarj5O	1191393454544375810
2019-11-04 16:00:59.000000	0	[]		2019-11-04 15:57:52.779698	Jason Bergen	61	mryahbut	Twitter for iPhone	34823	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191384855919104000
2019-11-04 15:58:19.000000	0	[{'text': 'WeWork', 'indices': [0, 7]}, {'text': 'IPO', 'indices': [52, 56]}]		2019-11-04 15:57:52.779699	StrategicGuy	0	StrategicGuy	Twitter Web App	12151	#WeWork was riding high and on a path to successful #IPO.  Then, the realities of a flawed business model and quirk… https://t.co/vhPl9ZQHFE	1191384187883999233
2019-11-04 14:12:16.000000	0	[]		2019-11-04 15:57:52.779701	Hindsight2020	0	2020HomeOffice	Twitter Web App	1404	@ReformedBroker This IPO is every bit as wrong as WeWork's, for very different reasons. I'm pulling my business from the leads.	1191357497300287493
2019-11-04 14:10:08.000000	0	[{'text': 'WeWork', 'indices': [23, 30]}, {'text': 'IPO', 'indices': [39, 43]}, {'text': 'Cloud', 'indices': [71, 77]}, {'text': 'startup', 'indices': [114, 122]}, {'text': 'vc', 'indices': [123, 126]}]		2019-11-04 15:57:52.779702	Craig Milroy	0	CraigMilroy	Hootsuite Inc.	45948	Looking to Shake Those #WeWork-Induced #IPO Doldrums? Look Up—Into the #Cloud via @forbes https://t.co/SVZWi0WDj4 #startup #vc	1191356960194596868
2019-11-04 13:37:51.000000	0	[{'text': 'WeWork', 'indices': [46, 53]}, {'text': 'neumann', 'indices': [61, 69]}]		2019-11-04 15:57:52.779703	Paul sweeney	0	paulsweeneyman	Twitter for iPhone	1922	Is Capitalism imploding under a sea of greed? #WeWork’s boss #neumann grabs $1.7 billion exit package as 4000 emplo… https://t.co/5CBFCtdTqq	1191348836339535872
2019-11-04 13:35:53.000000	0	[{'text': 'WeWork', 'indices': [50, 57]}, {'text': 'stockoptions', 'indices': [116, 129]}]		2019-11-04 15:57:52.779705	Charter Advisory Group	2	CharterAG1	Twitter Web App	157	RT @StockCompGuru: Most employee stock options at #WeWork are Worthless https://t.co/YYA7Z2EFVs highlights risks in #stockoptions at pre-#I…	1191348343177388032
2019-11-04 12:56:50.000000	0	[]		2019-11-04 15:57:52.779706	Tony Valente	0	tvalentenc	Smarp.	2639	WeWork has acquired more than 20 companies in the run-up to its IPO https://t.co/E2YRn9cCrC	1191338514111176704
2019-11-04 11:18:41.000000	0	[]		2019-11-04 15:57:52.779708	gary cozin	0	garycozin	Smarp.	8346	WeWork has acquired more than 20 companies in the run-up to its IPO https://t.co/dPl61pxH5s	1191313814110822400
2019-11-04 10:48:02.000000	2	[]		2019-11-04 15:57:52.779709	Vasu Guigan	0	JustVasu1	Twitter Web App	751	One of the best articles I've read last week, this is a hugely insightful piece on WeWork and answers a lot of ques… https://t.co/yOA4FPr1p1	1191306098797613056
2019-11-04 10:11:29.000000	0	[{'text': 'coworking', 'indices': [36, 46]}]		2019-11-04 15:57:52.779711	SamDBPR	0	SamDBPR	Twitter Web App	90	More precarious times ahead for the #coworking sector? Sad to see the news re: Central Working which follows on fro… https://t.co/ERrZUap6zr	1191296904610623488
2019-11-04 10:06:46.000000	0	[]		2019-11-04 15:57:52.779712	William Rapfogel	0	WRapfogel	Twitter for iPad	4508	Adam Neumann and the Art of Failing Up   via @NYTimes Banks enabled a massive IPO fraud harming investors and the r… https://t.co/7RnWB9QEuk	1191295716800552960
2019-11-04 09:09:55.000000	0	[]		2019-11-04 15:57:52.779713	The N 🎭	4	AubreySwan_	Twitter for Android	32394	"RT @iamkoshiek: There's a ton of different role players on an IPO but simply put, banks facilitate filling the order book ""bookbuilding"", h…"	1191281407680811008
2019-11-04 09:05:21.000000	0	[]		2019-11-04 15:57:52.779714	Arth Tiwari	0	ArthTiwari98	IFTTT	7401	RT YourStoryCo: Read Shradha Sharma's in-depth, data-led take on why SoftBank's massive bets may just be what's nee… https://t.co/1t3lfvLBax	1191280261033578496
2019-11-04 08:59:49.000000	4	[]		2019-11-04 15:57:52.779716	YourStory	0	YourStoryCo	Twitter Web App	90813	Read Shradha Sharma's in-depth, data-led take on why @SoftBank's massive bets may just be what's needed to help dis… https://t.co/vdw9T3ra29	1191278868755300352
2019-11-04 08:55:32.000000	0	[]		2019-11-04 15:57:52.779717	Yotam Gutman	0	GutmanYotam	Quora	37477	My answer to In light of the IPO issues, will WeWork open any additional locations? https://t.co/0B4vVJaNiZ	1191277787375656960
2019-11-04 07:20:04.000000	0	[]		2019-11-04 15:57:52.779718	Sanele Nkosi	4	SirBoiz_Arnold	Twitter for Android	1320	"RT @iamkoshiek: There's a ton of different role players on an IPO but simply put, banks facilitate filling the order book ""bookbuilding"", h…"	1191253764054880256
2019-11-04 06:42:39.000000	0	[]		2019-11-04 15:57:52.779720	Slam Deal Shop	194	ShopSlam	T7 App	13920	"RT @polina_marinova: THIS JUST IN: WeWork is filing to withdraw its S-1 registration statement

From WeWork Co-CEOs: ""We have decided to po…"	1191244349167853568
2019-11-04 06:24:44.000000	0	[]		2019-11-04 15:57:52.779721	Mathews Phetogo Sebonego	4	mathe260	Twitter for Android	40877	"RT @iamkoshiek: There's a ton of different role players on an IPO but simply put, banks facilitate filling the order book ""bookbuilding"", h…"	1191239839758405632
2019-11-04 06:20:03.000000	1	[]		2019-11-04 15:57:52.779722	Avi Gavai	0	Rantaramic	Twitter Web App	54823	"The world's most eagerly awaited IPO process (well, after WeWork 😏  ) has now begun. 

Saudi Aramco has now officia… https://t.co/DN66rp47BJ"	1191238660814827520
2019-11-04 05:51:24.000000	0	[{'text': 'Fitbit', 'indices': [0, 7]}, {'text': 'Wework', 'indices': [27, 34]}, {'text': 'IPO', 'indices': [107, 111]}]		2019-11-04 15:57:52.779724	AlphaOmegaEnergyVCcoms	0	AlphaVCcoms	Twitter Web App	1079	#Fitbit yet another of the #Wework style Vaporware/Shtware category that never should have been allowed an #IPO. Li… https://t.co/6wn9ZgmxDh	1191231451192102913
2019-11-04 05:32:34.000000	0	[]		2019-11-04 15:57:52.779725	RUSMAN	0	QOMPUTER	Twitter Web App	1277	WeWork IPO: Timeline of events since company's failed IPO attempt https://t.co/mK7rzpjGPd	1191226710961770497
2019-11-04 04:13:32.000000	0	[]		2019-11-04 15:57:52.779726	BODEGA BOY	4	_T_V_T	Twitter for Android	77648	"RT @iamkoshiek: There's a ton of different role players on an IPO but simply put, banks facilitate filling the order book ""bookbuilding"", h…"	1191206821249331201
2019-11-04 03:19:16.000000	0	[{'text': 'STARTUPACADEMY', 'indices': [18, 33]}]		2019-11-04 15:57:52.779727	Startup Feeds	1	StartupsBot	BotAnalytic	913861	RT @moueller1961: #STARTUPACADEMY: If you take profitability seriously into account, then—IPO or no IPO—Uber and WeWork are still startups,…	1191193165757181957
2019-11-04 03:19:11.000000	0	[{'text': 'STARTUPACADEMY', 'indices': [0, 15]}]		2019-11-04 15:57:52.779729	STARTinfoUP	1	moueller1961	Twitter Web App	60184	#STARTUPACADEMY: If you take profitability seriously into account, then—IPO or no IPO—Uber and WeWork are still sta… https://t.co/n1SL64eVbq	1191193142910955528
2019-11-04 03:16:53.000000	0	[]		2019-11-04 15:57:52.779730	Rodriguez	1	letsracethesun	Twitter for iPhone	18252	"RT @jeyaunamaurh: this is the worst song i have ever heard

i couldn’t believe what i was hearing when this song first came out. i don’t kn…"	1191192563794857984
2019-11-04 03:13:11.000000	0	[]		2019-11-04 15:57:52.779732	MadVenen	0	MadVenen	Twitter Web App	182	@centerofright Sounds like Wework IPO prospectus	1191191634836279296
2019-11-04 02:55:57.000000	1	[]		2019-11-04 15:57:52.779733	ਣ	1	jeyaunamaurh	Twitter for iPhone	9215	"this is the worst song i have ever heard

i couldn’t believe what i was hearing when this song first came out. i do… https://t.co/VyaaBicE8L"	1191187297821188096
2019-11-04 02:45:02.000000	0	[{'text': 'WeWork', 'indices': [0, 7]}]		2019-11-04 15:57:52.779734	Tech Junkie	0	techjunkiejh	Buffer	214057	#WeWork’s parent, We Co., was valued at $47 billion by private investors. Here are some issues potential investors… https://t.co/fqFdin6q9P	1191184550308859904
2019-11-04 01:37:06.000000	0	[]		2019-11-04 15:57:52.779735	Karl-Otto Hartmann	0	kohartmann	Twitter Web Client	314	BP Class: more on the WeWork failed IPO--&gt;Adam Neumann and the Art of Failing Up https://t.co/nDf7KFdy9C	1191167455907008514
2019-11-03 23:19:22.000000	0	[]		2019-11-04 15:57:52.779736	Alexander L	2	AlexanderLHK	T7 App	32205	"RT @mikewchan: IMO the impending @WeWork IPO is a case study on how going public makes your company better.

Thread 👇

Cc @fredwilson"	1191132792148676617
2019-11-03 23:10:01.000000	0	[]		2019-11-04 15:57:52.779738	Tech Junkie	0	techjunkiejh	Buffer	214057	Details that were wrong or omitted from its financial disclosures may have soured investors.… https://t.co/jzo5uoWsMy	1191130440679211009
2019-11-03 23:05:34.000000	0	[]		2019-11-04 15:57:52.779739	Lorraine Graham	0	Lorrain79137539	AdvisorStream v2	386	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/W0wjRm35CV	1191129318325403648
2019-11-03 22:07:12.000000	0	[]		2019-11-04 15:57:52.779741	Manuel Tovar	5	mentetransfuga	Twitter for Android	72487	RT @ReformedBroker: The undefeated San Francisco 49ers are keeping the flame alive while East Coast investment bankers and syndicates begin…	1191114630220976132
2019-11-03 22:00:50.000000	0	[]		2019-11-04 15:57:52.779742	Jicka	5	Jicka21	Tweetbot for iΟS	8753	RT @ReformedBroker: The undefeated San Francisco 49ers are keeping the flame alive while East Coast investment bankers and syndicates begin…	1191113030450348033
2019-11-03 21:53:50.000000	0	[]		2019-11-04 15:57:52.779743	LB	5	Just_Book	Twitter for iPhone	2588	RT @ReformedBroker: The undefeated San Francisco 49ers are keeping the flame alive while East Coast investment bankers and syndicates begin…	1191111265013391362
2019-11-03 21:53:43.000000	0	[]		2019-11-04 15:57:52.779744	Kay VanEss	5	Van_Quarm7	Twitter Web App	1239	RT @ReformedBroker: The undefeated San Francisco 49ers are keeping the flame alive while East Coast investment bankers and syndicates begin…	1191111237586837505
2019-11-03 21:51:41.000000	65	[]		2019-11-04 15:57:52.779746	Downtown Josh Brown	5	ReformedBroker	TweetDeck	93595	The undefeated San Francisco 49ers are keeping the flame alive while East Coast investment bankers and syndicates b… https://t.co/fUoAquq1iM	1191110727450419200
2019-11-03 21:43:54.000000	0	[]		2019-11-04 15:57:52.779747	Safety Third Uber Alles	1	rustybroo	Twitter for Android	25440	"RT @JVWVU1: Since WeWork exploded, Uber &amp; Lyft stock has dropped after IPO the premium on GROWTH has been minimized by the bottom line.

So…"	1191108766868967424
2019-11-03 20:20:31.000000	23	[]		2019-11-04 15:57:52.779748	Koshiek Karan	4	iamkoshiek	Twitter for Android	8593	"There's a ton of different role players on an IPO but simply put, banks facilitate filling the order book ""bookbuil… https://t.co/dQg5jcWTMY"	1191087781268918272
2019-11-03 19:50:50.000000	0	[]		2019-11-04 15:57:52.779749	Deme Santamaria Muño	61	deme_muo	Twitter for iPhone	39347	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191080315168657408
2019-11-03 19:50:28.000000	0	[{'text': 'Aspioneer', 'indices': [93, 103]}, {'text': 'digitaleconomy', 'indices': [107, 122]}, {'text': 'finance', 'indices': [123, 131]}]		2019-11-04 15:57:52.779750	PerceptivX	4	PerceptivX	Twitter for Android	433	"RT @AspioneerBB: Why SoftBank is doubling down its investment in WeWork after a failed IPO
.
#Aspioneer 
.
#digitaleconomy #finance #softba…"	1191080220918333446
2019-11-03 19:42:48.000000	1	[]		2019-11-04 15:57:52.779752	Desi Dero	0	DccaDance	Twitter Web App	8736	@Dr_Ulrichsen I predict it'll be as successful as WeWork's IPO - for many of the same reasons.	1191078293153472514
2019-11-03 19:36:21.000000	5	[]		2019-11-04 15:57:52.779753	Propy	1	PropyInc	Propy Auto-poster	1993	In one of 2019’s biggest busts, WeWork’s IPO was shelved after investors got a chance to review the company's poten… https://t.co/gdz3OdM0xN	1191076668296880131
2019-11-03 19:36:21.000000	2	[]		2019-11-04 15:57:52.779754	Propy Blog	1	PropyBlog	Propy Website	533	In one of 2019’s biggest busts, WeWork’s IPO was shelved after investors got a chance to review the company's poten… https://t.co/O8v4QmrLMh	1191076666325577728
2019-11-03 18:35:16.000000	0	[{'text': 'crypto', 'indices': [19, 26]}]		2019-11-04 15:57:52.779755	fiskantes.eth	0	Fiskantes	Twitter Web App	3163	2/ We believe that #crypto private sales today are massively over-priced, as they suffer from the same illness as t… https://t.co/e0mV4NA02j	1191061298114703360
2019-11-03 18:08:33.000000	0	[]		2019-11-04 15:57:52.779758	From Where I Sit	61	infomorsels	Twitter for iPhone	69640	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191054572019564545
2019-11-03 18:00:30.000000	1	[]		2019-11-04 15:57:52.779759	the serious	0	vrovoom	Twitter for Android	42434	So, uh, it's looking a bit like airbnb is gonna do a wework and implode right before their IPO launch, huh?https://t.co/htFVYF9shv	1191052546929856512
2019-11-03 17:28:17.000000	1	[{'text': 'WeWork', 'indices': [54, 61]}, {'text': 'Unicorn', 'indices': [62, 70]}, {'text': 'IPO', 'indices': [71, 75]}, {'text': 'Business', 'indices': [76, 85]}]		2019-11-04 15:57:52.779760	maximus decimus meridius	0	JBiebSwagCoach	Twitter for iPhone	3430	@spectatorindex I think you left WeWork off this list #WeWork #Unicorn #IPO #Business	1191044437813665792
2019-11-03 17:15:55.000000	0	[]		2019-11-04 15:57:52.779761	Vertigo214	61	ViceChair214	Twitter for iPhone	16275	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191041325216522240
2019-11-03 17:13:29.000000	0	[]		2019-11-04 15:57:52.779762	Patrick Kennedy	61	structuredmotiv	Twitter for iPad	4826	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191040713993150466
2019-11-03 17:12:02.000000	0	[]		2019-11-04 15:57:52.779764	NYT Business	61	nytimesbusiness	SocialFlow	208606	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191040349235548160
2019-11-03 16:34:18.000000	0	[]		2019-11-04 15:57:52.779765	Margaret Wallace✨🐻✨	61	MargaretWallace	Twitter for Android	62241	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191030852827983875
2019-11-03 16:10:00.000000	0	[]		2019-11-04 15:57:52.779766	American Woman	61	AmericanWoman8	Twitter for iPhone	226153	RT @petersgoodman: The most remarkable thing about this ⁦@amychozick⁩ story on WeWork and the billion dollar exit by its disgraced founder…	1191024736622432256
2019-11-03 15:44:18.000000	2	[]		2019-11-04 15:57:52.779767	JV	1	JVWVU1	Twitter for iPhone	95	Since WeWork exploded, Uber &amp; Lyft stock has dropped after IPO the premium on GROWTH has been minimized by the bott… https://t.co/NF80YGmAfn	1191018269819490304
2019-11-03 14:15:29.000000	1	[]		2019-11-04 15:57:52.779768	Devika Narayan	0	Devika_narayn	Twitter Web App	258	In calling off the IPO and turning back to its private market investors, WeWork symbolised the powerful forces that… https://t.co/bhmQTnP3az	1190995918666862592
2019-11-03 14:06:42.000000	0	[]		2019-11-04 15:57:52.779770	rdwrt	0	rdwrt	Twitter for iPhone	23930	"@Frequent_nomad @bchesky The ""unacceptable"" part is when the board notices their real estate company without real e… https://t.co/ETLCYsoTG4"	1190993707841052672
2019-11-03 13:59:04.000000	0	[]		2019-11-04 15:57:52.779771	Eric Lundquist	33	EricFussballer	Twitter for Android	231	RT @litcapital: WeWork’s valuation and IPO ambitions falling apart like https://t.co/Ih2QzEAELH	1190991787302817793
2019-11-03 13:10:01.000000	0	[]		2019-11-04 15:57:52.779772	Dot	57	DorothyPerkins_	Twitter for iPhone	2314	RT @ellenhuet: after news today of the $$$ payout for Adam Neumann, WeWork staff (who are facing job cuts) shared grievances on the interna…	1190979443029884928
2019-11-03 13:02:28.000000	0	[]		2019-11-04 15:57:52.779774	Dan Franlin	0	DFranlin	Twitter for iPhone	138	@i_khaled60 @AP The Saudis don’t have as much oil as they claim. I hope the @Aramco IPO goes as well as the @WeWork IPO	1190977544117510146
2019-11-03 13:01:34.000000	0	[]		2019-11-04 15:57:52.779775	Darren Anderson,CFP, RRC	0	DAnderson24609	AdvisorStream v2	195	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/l68NhFxxUJ	1190977317780279296
2019-11-03 13:00:19.000000	0	[]		2019-11-04 15:57:52.779776	Jose Cuevas	0	JoseCuevas3rd	AdvisorStream v2	1254	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/Y6CrPiphjm	1190977004251811840
2019-11-03 12:20:29.000000	0	[]		2019-11-04 15:57:52.779778	Anne Hodgson	0	AnneHodgson17	AdvisorStream v2	117	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/ebqBmj8Z1q	1190966980620226562
2019-11-03 12:19:57.000000	0	[]		2019-11-04 15:57:52.779779	Schwaben Capital	0	SchwabenCapital	AdvisorStream v2	1830	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/xBpW4msghC	1190966844053762048
2019-11-03 12:12:28.000000	0	[]		2019-11-04 15:57:52.779780	Dean Seddon	0	deanseddoncom	ContentStudio.io	10553	"Goldman also assigned a ""much more modest"" value to the company than WeWork's $47 billion valuation, the person sai… https://t.co/FHT9EZjAhm"	1190964961406836739
2019-11-03 10:15:03.000000	0	[{'text': 'WeWork', 'indices': [0, 7]}, {'text': 'IPO', 'indices': [55, 59]}]		2019-11-04 15:57:52.779781	Tech Junkie	0	techjunkiejh	Buffer	214057	#WeWork went from a $47 billion valuation to a tanking #IPO. Here's how the company makes money. - Business Insider… https://t.co/zFZs06CeVr	1190935410991599616
2019-11-03 08:37:02.000000	0	[]		2019-11-04 15:57:52.779782	DeepNeuralNetworks	0	NeuralDeep	Twitter Web App	476	@Amena__Bakr Saudis are bailing out, the nation is moving to nuclear energy. pensioners left holding the bag.Hedge… https://t.co/yaoOkbdvCL	1190910743840997376
2019-11-03 08:25:03.000000	0	[]		2019-11-04 15:57:52.779784	Inflection Point Intelligence	0	IPI_EDU	Loomly	64	Bill Ackman, founder of hedge fund Pershing Square Capital Management believes WeWork is worth ‘zero,’ report says.… https://t.co/0OoVBApz79	1190907732087508992
2019-11-03 08:24:35.000000	0	[{'text': 'Softbank', 'indices': [17, 26]}, {'text': 'WeWork', 'indices': [31, 38]}, {'text': 'VC', 'indices': [77, 80]}, {'text': 'Founder', 'indices': [85, 93]}]		2019-11-04 15:57:52.779785	VV🌻 x The Om CEO ॐ	0	TheOmCEO	Twitter for Android	1538	⚡ In the wake of #Softbank and #WeWork, the schvaluation game is over. Every #VC and #Founder must listen to this… https://t.co/ZD6HrjFRGf	1190907612382056448
2019-11-03 07:51:33.000000	0	[]		2019-11-04 15:57:52.779786	SPORTS CIRCUS INT.	0	SPORTSCIRCUSINT	dlvr.it	166434	WeWork's Neumann voted to oust himself as CEO after failed IPO - sources https://t.co/7dsDMdMA6U https://t.co/ak2uf5gblE	1190899299523026944
2019-11-03 06:10:23.000000	0	[]		2019-11-04 15:57:52.779787	Alexander L	28	AlexanderLHK	T7 App	32205	RT @CNN: WeWork was supposed to be one of the most high-profile Wall Street debuts of the year. But its turbulent journey — and the flurry…	1190873838558552064
