,text,sentiment
20,"['softbank', 'reveals', '6', '5', 'billion', 'loss', 'from', 'uber', 'wework', 'turmoil']",1
21,"['boston', 'fed', 'rosengren', 'lower', 'rate', 'could', 'expose', 'coworking', 'company', 'like', 'wework', 'via']",1
22,"['amazon', 'acquire', 'wework', 'would', 'another', 'power', 'move', 'global', 'domination', 'wonder', 'get', 'reasonable', 'price']",2
23,"['elizabeth', 'holmes', 'jail', 'yet', 'but', 'i', 'start', 'think', 'wework', 'theranos', 'level', 'scam']",1
24,"['many', 'thanks', 'one', 'event', 'sponsor', 'provide', 'chip', 'keep', 'belly', 'full']",2
25,"['merryn', 'somserset', 'webb', 'the', 'founder', 'wework', 'woodford', 'asset', 'management', 'able', 'jump', 'ship', 'rich', 'men']",2
26,"['wework', 'meetup', 'would', 'support', 'event', 'interest', 'venue', 'space', 'they', '5', 'barcelona', 'other', 'coworking', 'orgs', 'would', 'first', 'route']",2
27,"['two', 'kind', 'will', 'compass', 'suffer', 'fate', 'wework']",1
28,"['softbank', 'seek', 'control', 'wework', 'financing', 'package', 'wsj', 'via']",2
29,"['wework', 'profile', 'company', 'crisis', 'ft', 'via']",1
30,"['goldman', 'sachs', 'unloaded', 'wework', 'share', 'investment', 'banker', 'pitch', 'investor', 'consider', '60', 'billionplus', 'ipo']",2
31,"['wework', 'failure', 'softbank', 'day', 'of', 'reckoning', 'wired']",1
32,"['without', 'new', 'cash', 'wework', 'unsustainable', ""isn't"", 'constant', 'need', 'new', 'cash', 'definition', 'unsustainable', 'wework', 'could', 'run', 'out', 'of', 'cash', 'by', 'next', 'month', 'seeks', 'immediate', 'bailout', 'zero', 'hedge']",1
33,"['wework', 'mulling', 'either', 'downward', 'valuation', 'revision', 'outright', 'ipo', 'cancellation']",1
34,"['founder', 'walk', 'away', '1', '7bn', '4', '000', 'lose', 'job', ""today's"", 'cc']",1
35,"['wework', 'bond', 'price', 'fall', 'softbank', 'question', 'ceo', 'marketaxess']",1
36,"['schumpeter', 'wework', 'show', 'venture', 'capitalist', 'world', 'makebelieve', 'vía']",1
37,['control'],2
38,"['so', 'i', 'guess', 'mean', ""i'm"", 'joint', 'venture', 'wework', 'either']",2
39,"['using', 'gifs', 'reply', 'go', 'play', 'adam', 'neumann', 'wework', 'movie']",1
40,"['wework', 'reportedly', 'cut', '2', '000', 'job', 'soon', 'week', 'staff', 'turn', 'adam', 'neumann']",1
41,"['s', 'p', 'cites', 'concerns', 'wework', ""won't"", 'be', 'able', 'fund', 'growth', 'plan']",1
42,"['from', 'wework', 'staff', 'chat', 'slack', 'via']",2
43,"['wework', 'plan', 'ramp', 'marketing', 'spend', 'go', 'public']",2
44,"[""we're"", 'corsham', 'street', 'today', '3pm', '6pm', 'register', 'potential', 'donor', 'save', 'someone', 'life']",2
45,"['wework', 'concerns', 'seeping', 'into', 'singapore', 'real', 'estate', 'sector', 'bloomberg']",1
46,"['softbank', 'reportedly', 'take', 'control', 'wework', ""here's"", 'run', 'list', 'japanese', ""giant's"", 'major', 'investment', 'tech']",2
47,"['softbank', 'take', 'control', 'wework', 'wsj']",2
48,"['wework', 'ceo', 'adam', 'neumann', 'step']",2
49,"['wework', 'say', 'file', 'withdraw', 'ipo']",2
50,"['softbank', 'ceo', 'say', ""'rescue'"", 'investment', 'wework', 'debacle']",1
51,"['lmao', 'company', 'rent', 'office', 'space', 'wework', 'told', 'u', 'recall', 'phone', 'booth', 'workspace', 'elevate', 'level', 'formaldehyde']",1
52,"['wework', 'seem', 'unicorn', 'unicorn', 'i', 'think', 'unravel', 'badly', 'too', 'much', 'hype', 'one']",1
53,"['i', 'solution', 'folk', 'buy', 'hell', 'work']",2
54,"['the', 'most', 'overvalued', 'world']",1
55,"['wework', 'ceo', 'adam', 'neumann', 'tell', 'employee', ""he's"", ""'humbled'"", 'collapse', ""firm's"", 'ipo']",2
56,"['scoop', 'adam', 'neumann', 'determine', ""wework's"", 'fate']",2
57,"['softbank', 'seek', 'avoid', ""wework's"", 'liability', 'new', 'investment', 'source']",1
58,"['explainer', 'uber', 'lyft', 'wework', 'why', 'tech', 'company', 'lose', 'money']",2
59,"['the', 'outlook', 'public', 'debut', 'wework', 'rack', 'billion', 'dollar', 'loss', 'recent', 'year', 'company', 'fund', 'grand', 'ambition', 'cool', 'disappointment', 'major', 'ipos', 'year', 'lyft', 'inc', 'uber', 'technologies', 'inc']",1
60,"['cnbc', 'wework', 'reportedly', 'expect', 'lay', '2', '000', 'worker', 'early', 'week', 'via']",1
61,"['10x', 'genomics', 'bump', 'ipo', 'price', 'range', 'wework', 'look', 'like', 'softbank', 'win']",2
62,"['ceo', 'david', 'warn', 'growth', 'stock', 'like', 'via']",2
63,"['save', 'date', 'working', 'women', 'wednesday', 'back', 'fall', 'we', 'kick', 'series', 'october', '16', 'you', 'want', 'miss', 'grab', 'girlfriend', 'meet', 'u', 'apollo', 'shaw', 'metro', 'station', 'register', 'at']",2
64,"['thank', 'kind', 'word', 'daniel', 'wishing', 'best', 'make', 'sure', 'make', 'voice', 'heard']",2
65,"['the', 'fact', 'i', 'opportunity', 'work', 'og', 'wework', 'qualifies', 'millennial', 'boy', 'scout', 'patch']",1
66,"['it', 'valuation', 'quite', 'high', 'back', 'as', 'phil', 'broughton', 'note', 'last', 'week', 'wework', 'completely', 'dumb', 'idea', '10', 'year', 'ago', 'real', 'estate', 'cheap', 'lot', 'people', 'work', 'enough', 'cash', 'dream']",3
67,['whom'],2
68,"['softbank', 'take', '80', 'ownership', 'wework', 'announces', '5', 'billion', 'new', 'financing', 'package']",2
69,"['datadog', 'set', 'ipo', 'term', '5', '9', 'billion', 'market', 'cap', 'price', 'middle', 'this', 'could', 'q4', 'version', 'zoom', 'overlook', 'saas', 'favor', 'flashier', 'offering', 'lyft', 'uber', 'wework']",2
70,"['wework', 'flaw', 'offer', 'space', 'go', 'my', 'startup', 'send', 'dickhead', 'coworkers', 'house']",1
71,"['jefferies', 'financial', 'group', 'earnings', 'take', 'hit', 'unlikely', 'source', 'drop', 'valuation']",1
72,"['see', 'post', 'day', 'ago', 'wework', 'disintegrate']",1
73,"['the', 'fall', ""wework's"", 'adam', 'neumann']",1
74,"['the', 's', 'p', '500', 'overvalue', 'wework', 'uber', 'tesla', 'legitimately', 'multibillion', 'dollar', 'company', 'they', 'sock', 'puppet', 'mascot', 'so', 'impressed', 'amount', 'rigor', 'apply', 'institutional', 'equity', 'market', 'analyst', 'selfserving', 'sheep']",1
75,"['it', 'pay', 'soon', 'i', 'smile', 'for', 'believe', 'stay', 'tune']",3
76,"[""i'm"", 'even', 'sure', 'business', 'need', 'make', 'money', 'vcs', 'business', 'funding', 'company', 'hope', 'someday', 'become', 'profitable', 'i', 'think', 'real', 'story', 'grossly', 'softbank', 'mismanage', 'wework', 'this', 'come', 'surprise']",1
77,"['wework', 'trouble', 'leave', 'door', 'open', 'landlord']",1
78,"['bye', 'bye', 'stay', 'private', 'let', 'softbank', 'pay', 'loss', 'we', 'want']",1
79,"['wework', 'delay', '20bn', 'ipo', 'struggle', 'interest', 'investor']",1
80,"['oracle', 'founder', 'larry', 'ellison', 'calls', 'uber', 'wework', 'almost', 'worthless', 'via']",1
81,"['taken', 'wework', 'incredibly', 'important', 'development', 'the', ""'success'"", 'big', 'unicorn', 'use', 'evidence', 'raise', 'ten', 'billion', 'dollar', 'new', 'vc', 'fund', 'justify', 'countless', 'new', 'startup']",2
82,"['knotel', 'push', '1', 'billion', 'highlight', 'landlord', 'as', 'stumbles', 'its', 'smaller', 'competitors', 'cash', 'in', 'read']",1
83,"['accounting', 'manager', 'ventures', 'london', 'united', 'kingdom', 'wework', 'the', 'ventures', 'accounting', 'manager']",2
84,"['do', 'compass', 'and', 'opendoor', 'have', 'a', 'wework', 'problem']",1
85,[],2
86,"['nuh', 'uh']",2
87,"['wework', 'weworry', 'weak', 'wifi', 'security', 'create', 'much', 'risk', 'make', 'sure', 'protect', 'information']",1
88,"['we', 'wework', 'may', 'drop', 'valuation', '20b', 'dow', 'jones']",1
89,"['wework', 'new', 'chairman', 'say', 'job', 'cut', 'come', 'internal', 'memo']",1
90,"['once', 'puppy', 'appear', 'i', 'lose', 'interest', 'wework']",2
91,"['softbank', 'reportedly', 'prep', 'package', 'take', 'control', 'wework', 'parent']",2
92,"['glmがwework日比谷パークフロントで不動産投資セミナー開始', '夜間開催も']",2
93,"[""wework's"", 'ceo', 'adam', 'neumann', 'is', 'out', ""here's"", 'why', ""it's"", 'about', 'more', 'than', 'just', 'ipo']",2
94,"['a', 'huge', 'thanks', 'partner', 'like', 'enable', 'u', 'connect', 'young', 'people', 'business', 'mentor', 'our', 'partner', 'share', 'belief', 'young', 'people', 'power', 'change', 'world', 'find', 'support']",1
95,"['how', 'going', 'woke', 'makes', 'companies', 'like', 'california', 'utilities', 'and', 'wework', 'go', 'broke']",1
96,"['good', 'coffee', 'nice', 'light', 'stairwell', 'desk']",3
97,"['financing', 'package', 'could', 'also', 'mean', 'financing', 'trip', 'bankruptcy', 'try', 'buy', 'whole', 'thing', 'shed', 'unattractive', 'liability', 'sayin']",1
98,"['name', 'company', 'important', 'we', 'confuse', 'name', 'it', 'lead', 'sentence', 'like', 'we', 'confirm', 'mr', 'neumann', 'ouster', 'the', 'wall', 'street', 'journal', 'report', 'without', 'give', 'detail', 'in', 'sentence', 'we', 'refers', 'wework', 'wsj']",2
99,"['new', 'top', 'story', 'hacker', 'news', 'deals', 'softbank', 'plans', '5b', 'rescue', 'financing', 'wework']",2
100,"['forget', 'wework', 'threatens', 'entire', 'economy']",1
101,"['wework', 'may', 'cut', 'ipo', 'valuation', 'billion', 'wework', 'one', 'highprofil']",1
102,"['from', 'hot', 'to', 'not', 'a', 'timeline', 'of', 'wework', 'ipo', 'implosion', 'via']",1
103,"['executive', 'race', 'city', 'city', 'attempt', 'win', 'increasingly', 'skeptical', 'investor']",2
104,"['hashtag', 'trending', 'amc', 'stream', 'wework', 'issue', 'n', 'via']",1
105,"['i', 'tell', 'the', 'wework', 'beat', 'use', 'calmer']",2
106,"['oh', 'shit', 'wework', 'lawyer', 'call', 'say', 'infringe', 'trademark', 'previous', 'tweet', 'go', 'sue', 'u', 'put', 'follow', 'statement', 'go', 'we', 'firmly', 'believe', 'wework', 'great', 'company', 'buy', 'ipo']",1
107,"['masa', 'folly', 'how', 'wework', 'differs', 'from', 'uber', 'and', 'airbnb']",2
108,"['wework', 'icebergでshopify', 'ミートアップ開催中です']",2
109,"['we', 'wonderful', 'event', 'yesterday', 'hosted', 'partner', 'looking', 'forward', 'tonight', '4pm', 'pst', 'stay', 'tune', 'follow', 'along', 'event']",3
110,"['softbank', 'seek', 'avoid', ""wework's"", 'liability', 'new', 'investment', 'source', 'new', 'york', 'reuters', 'softbank', 'group', 'corp', '9984', 't', 'attempt', 'become', 'majority', 'owner', 'wework', 'without', 'assume', 'onerou']",1
111,"['greedy', 'ipo', 'proceeds', 'even', 'fear']",1
112,"['wework', 'could', 'run', 'out', 'money', 'next', 'month', 'report', 'gizmodo', 'wework', 'could', 'run', 'out', 'money', 'next', 'month', 'report', 'gizmodo', 'wework', 'said', 'be', 'talks', 'with', 'lenders', 'over', '5b', 'debt', 'package', 'bloomberg', 'technology', 'wework', 'run', 'cash', 'quartz', 'wework', 'coul']",1
113,"['this', 'piece', 'chockfull', 'incredible', 'quote', 'don', 'know', 'clip', 'this', 'paragraph', 'precious', 'though', 'will', 'wework', 'spell', 'end', 'illusion', 'distressed', 'asset', 'i', 'wonder']",1
114,"['tune', 'right', 'info', 'futures', 'conference', 'happen', 'saturday', '10', '5']",2
115,"['i', 'waste', 'hour', 'work', 'today', 'sit', 'toilet', 'reading', 'tweet', 'then', 'i', 'realize', 'hour', 'i', 'make', 'combine', 'profit', 'teslauberlyftwayfairweworkostk', 'i', 'might', 'godking']",1
116,"['softbank', 'reportedly', 'end', 'wework', 'ownership', 'debacle', 'potential', '1', '7', 'billion', 'windfall', 'adam', 'neumann']",1
117,"['please', 'buy', 'one', 'toy', 'homeless', 'child', 'softbank', 'take', 'control', 'wework', 'wsj', 'see']",2
118,"[""softbank's"", 'plan', 'second', 'megafund', 'hit', 'wework', 'debacle']",1
119,"['more', 'evidence', 'expose', 'wework', 'economic', 'slowdown']",1
120,"['another', 'zombie', 'industry']",1
121,"[""wework's"", 'ipo', 'filing', 'audacious', 'prospectus', 'ever', 'see', 'company', 'disrupts', 'big', 'industry', 'double', 'revenue', 'every', 'year', 'but', 'exposure', 'economic', 'risk', 'valuation', 'absolute', 'founder', 'control', 'simply', 'extraordinary']",2
122,"[""slack's"", 'stock', 'downhill', 'pintrest', 'static', ""wework's"", 'valuation', 'downgrade', 'underwriter', 'ipo', 'so', 'i', 'see', 'silver', 'line']",1
123,"['founder', 'make', 'best', 'business', 'move', 'yet', 'quit', 'via']",1
124,"['goldman', 'take', 'l', 'wework', '80', 'million', 'goldman', 'hold', 'bag', 'make', 'feel', 'great']",1
125,"['wework', 'allege', 'pregnancy', 'discrimination', 'juul', 'meltdown', 'cost', 'altria', '4', '5', 'billion', 'leon', 'cooperman', 'take', 'elizabeth', 'warren', ""today's"", 'dealbook', 'briefing']",1
126,"['we', 'valuation']",2
127,"['now', 'wework', 'crash', 'might', 'resolve']",1
128,"['vc', 'ben', 'horowitz', 'wework', 'uber', 'one', 'cultural', 'value', 'employee', 'break', 'techcrunch']",2
129,"['provide', 'lifeline']",2
130,"['wework', 'selling', 'conductor', 'seo', 'company', 'layoffs', 'possible', 'via', 'martinibuster']",2
131,"['now', 'wework']",2
132,"['adam', 'neumann', 'fly', 'high', 'literally', 'wework', 'month', 'away', 'value', '47', 'billion', 'revenue', 'double', 'annually', 'and', 'mr', 'neumann', 'zip', 'across', 'atlantic', 'ocean', 'gulfstream', 'g650', 'private', 'jet', 'smoking', 'marijuana']",1
133,"['this', 'seem', 'obviously', 'smart', 'long', 'term', 'they', 'need', 'people', 'stop', 'shovel', 'money', 'unprofitable', 'competitor', 'need', 'take', 'short', 'term', 'hit', 'throw', 'fuel', 'fire', 'wework', 'start', ""that's"", 'brainer']",2
134,"['an', 'enormous', 'new', 'fund', 'ipo', 'plan', 'pizza', ""executive's"", 'move', 'pe', 'join', 'ongoing', 'saga', 'recap', 'week']",2
135,"['nvta', 'this', 'stock', 'go', '23', '2015', '5', '2018', 'turds', 'unsustainable', 'business', 'model', 'finance', 'endless', 'shareholder', 'cash', 'infusion', 'fly', 'far', 'fall', 'earth']",1
136,"['wework', 'first', 'coworking', 'company', 'found', '2010']",2
137,"['easy', 'wework', 'all', 'u']",2
138,"['softbank', 'seek', 'control', 'wework', 'financing', 'package', 'source', 'article', 'amp', 'reuters']",2
139,"['i', 'like', 'softbank', 'wework', 'drama', 'i', 'guess', 'another', 'one', 'funny', 'update', 'still', 'come', 'forward']",2
140,"['the', 'wework', 'reference']",2
141,"['new', 'article', 'without', 'deal', 'wework', 'would', 'money', 'next', 'month', 'source', 'say', 'october', '23', '2019']",2
142,"['phoenix', 'news', ""softbank's"", 'massive', 'wework', 'bailout', 'hand', 'oust', 'founder', '1', '7', 'billion', 'golden', 'parachute', 'cnn']",2
143,"['2', 'big', 'number', '4', 'billion', '47', 'billion', 'sum', ""wework's"", 'business', 'model', 'risky', 'reason', 'could', 'collapse', 'recession']",1
144,"['reread', 'decline', 'offer', 'email', 'wework']",2
145,"['business', 'insider', ""wework's"", 'valuation', 'could', 'reportedly', 'slip', '8', 'billion', 'part', ""softbank's"", 'propose', 'bailout', 'embattle', 'company']",2
146,"['why', 'we', 'sold', 'softbank', 'sftby']",2
147,"['wework', 'landlord', 'buckle']",2
148,"['the', 'ceo', 'own', 'real', 'estate', 'separate', 'wework', 'company', 'lease', 'property', 'wework', 'when', 'company', 'go', 'neumann', 'still', 'property']",2
149,"['tomorrow', 'sept', '17', '79', 'pm', 'i', 'give', 'talk', 'the', 'autumn', 'winter', 'months', '2019', 'peek', '2020', '902', 'broadway', 'event', 'open', 'member', 'nonmember', 'ticket', '45', 'tkts', 'sell', 'left', 'lots', 'q', 'a', 'tkt', 'call']",2
150,"['summary', ""wework's"", 'plan', 'shift', 'focus', 'business', 'already', 'successful', 'enough', 'need', 'shorter', 'term', 'flexibility', 'wework', 'sell']",2
151,"['softbank', ""wework's"", 'largest', 'investor', 'takes', 'control', 'embattled', 'office', 'company', 'with', 'cofounder', 'adam', 'neumann', 'stepping', 'down']",2
152,"['wework', 'ceo', 'adam', 'neumann', 'expect', 'step', 'remain', 'nonexecutive', 'chairman', 'via']",2
153,"['will', 'next', 'panicked', 'headline', 'wework', 'uber', 'snapchat']",1
154,"['hopeful', 'wework', 'add', 'woman', 'board', 'ceo', 'return', 'us5', '9m', 'backlash', 'the', 'business', 'times']",2
155,"['ebitda', 'bullshit', 'begin', 'developed', '80', 'value', 'distress', 'company', 'ubiquitous', 'metric', 'ask', 'wework', 'pay', 'bill', 'community', 'adjusted', 'ebitda']",2
156,"['wework', 'ousted', 'c', 'e', 'o', 'adam', 'neumann', 'sidelined', 'pregnant', 'employee', 'she', 'claims']",1
157,"['the', 'real', 'story', 'we', 'work', 'data', 'mining', 'hundred', 'thousand', 'company', 'rent', 'office', 'space', 'people', 'work', 'imagine', 'value', 'information', 'country', 'like', 'say', 'china']",1
158,"['wework', 'delays', 'ipo', 'after', 'realizing', 'investors', 'may', 'not', 'be', 'that', 'interested']",2
159,['next'],2
160,"['adam', 'neumann', 'reportedly', 'busy', 'surf', 'maldives', 'return', 'new', 'york', 'go', ""wework's"", 'ipo', 'paperwork', 'employee', 'travel']",1
161,"['wall', 'street', 'give', 'adam', 'neumann', '500', 'million', 'go', 'pay', 'back', ""wework's"", 'ipo', 'now', 'offering', 'pull', 'bank', 'scramble', 'hammer', 'solution']",2
162,"['softbank', 'reportedly', 'end', 'wework', 'ownership', 'debacle', 'potential', '1', '7', 'billion', 'windfall', 'adam', 'neumann', 'techcrunch']",2
163,"['just', 'in', 'wework', 'plan', 'list', 'nasdaq', 'the', 'company', 'also', 'say', 'want', 'make', 'change', 'propose', 'governance', 'structure', 'name', 'lead', 'independent', 'director', 'end', 'year']",2
164,"['wework', 'ipo', 'spell', 'rough', 'land', 'ceo', 'neumann', 'reuters']",1
165,"['pod', 'quote', 'day', 'anytime', 'say', 'back', 'napkin', 'legit', 'so', 'note', 'shelby', 'music', 'row']",2
166,"['listen', 'live', 'james', 'max', 'http', 'talkradio', 'co', 'uk', 'live', 'our', 'currency', 'round', ""'loose"", ""change'"", 'wework', 'multibilliondollar', 'softbank', 'rescue', 'ways', 'help', ""'sandwich"", ""generation'""]",2
167,"['wework', 'slash', 'valuation', 'half', '47', 'billion', 'little', '20', 'billion', 'makes', 'wonder', 'possibly', 'justified', 'former', 'true', 'price', 'floor', ""they're"", 'willing', 'settle', 'latter']",1
168,"['próximo', 'viernes', 'en', 'wework']",2
169,"['softbank', 'ceo', 'say', ""'rescue'"", 'investment', 'wework', 'debacle']",1
170,"['firing', 'adam', 'neumann', 'solve', 'wework', 'their', 'entire', 'business', 'model', 'ponzi', 'scheme']",1
171,"['congrats', 'welcome', 'nyc', 'see', 'next', 'week']",2
172,"['despite', 'trouble', 'share', 'flex', 'office', 'stay']",1
173,"['wework', 'loses', 'chief', 'communication', 'officer', 'ahead', 'plan', 'ipo']",2
174,"['wework', 'pull', 'public', 'offering', 'faivish', 'pewzner']",2
175,"['who', 'loses', 'ipo', 'implosion']",1
176,"['chicagobars', 'wework', 'say', 'hi', 'teddy']",2
177,"['this', 'stretch', 'only', 'small', 'handful', 'reits', 'exposure', 'wework', 'minimal']",2
178,"['wework', 'downgraded', 'ccc', 'fitch', 'following', 'ipo', 'withdrawal', 'wework', 'weighs', 'pullback', 'in', 'china', 'dj', 'says', 'is', 'code', 'filing', 'bankruptcy']",1
179,"['funny', 'timing', 'search', 'name', 'manufacturer', 'anywhere', 'shouldn', 'one', 'receive', 'negative', 'press']",2
180,"[""wework's"", 'fall', 'lose', 'nearly', '40', 'billion', 'value', 'mark', 'stun', 'collapse', 'little', 'precedent', 'falta', 'de', 'transparencia', 'el', 'emperador', 'quedó', 'sin', 'ropa', 'apenas', 'tuvo', 'que', 'presentar', 'el', 's1', 'por', 'eso', 'hay', 'que', 'ver', 'más', 'allá', 'del', 'humo', 'y', 'se', 'puede']",1
181,"['wework', 'ipo', 'spell', 'rough', 'land', 'ceo', 'neumann', 'top']",1
182,"['we', 'approach', 'landlord', 'owner', 'building', 'want', 'coworking', 'asset', 'turn', 'away', 'wework', 'toward', 'company', 'sustainable', 'business', 'model', 'workbar', 'ceo', 'sarah', 'travers', 'say']",1
183,"['wework', 'tough', 'sunday', 'business', 'post', 'via']",3
184,"['digitalchamber', 'wework', 'prof', 'venture', 'capitalism', 'work']",3
185,"['new', 'top', 'story', 'hacker', 'news', 'the', 'wework', 'story', 'bizarre', 'even', 'get', 'outrage']",2
186,"['wework', 'rt', 'genuine', 'accountability', 'unfashionable', 'right']",1
187,"['wework', 'reportedly', 'getting', 'into', 'esports', 'play', 'by', 'we', 'which', 'could', 'rent', 'its', 'offfice', 'space', 'professional', 'gaming', 'events']",2
188,"['top', 'story', 'pwillemarck', 'some', 'wework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'wsj', 'see']",2
189,"['wework', 'say', 'divest', ""'noncore'"", 'business']",2
190,"['still', 'wait', 'pay', 'u', 'invoice', '2', 'year', 'ago', 'yet', 'continue', 'collect', 'rent', 'u', 'get', '1', 'point', 'something', 'billion', 'dollar', 'payout']",1
191,"['attention', 'young', 'professional', ""don't"", 'miss', 'opportunity', 'network', 'business', 'professional', ""month's"", 'free', 'upcoming', 'chamber', 'connection', 'wework', 'register']",2
192,"['the', 'wework', 'security', 'always', 'look', 'homeless', 'person', 'walk', 'dev', 'square', 'maybe', 'i', 'need', 'boujie', 'gym', 'clothes']",1
193,"['watch', 'alistair', 'elliott', 'senior', 'partner', 'group', 'chairman', 'speak', 'uk']",2
194,"['looks', 'great', 'would', 'happy', 'host']",2
195,"['wework', 'ceo', 'steps', 'down', 'as', 'company', 'reportedly', 'considers', 'layoffs', 'crunchbase', 'news']",2
196,"['run', 'ponzi', 'scheme']",1
197,"['vcs', 'complicit', 'pump', 'n', 'dump', 'isn', 'crime']",1
198,"['what', 'happens', 'wework', 'run', 'cash']",2
199,"['wework', 'look', 'sell', 'spin', 'acquisition', 'include', 'seo', 'firm', 'conductor']",2
200,"['if', 'wake', 'casper', 'mattress', 'work', 'peloton', 'breakfast', 'uber', 'desk', 'wework', 'doordash', 'lunch', 'take', 'lyft', 'home', 'get', 'dinner', 'postmates', 'interact', 'seven', 'company', 'collectively', 'lose', 'nearly', '14', 'billion', 'year']",1
201,"['huge', 'breaking', 'news', 'report', 'wework', 'actually', 'head', 'compete', 'airbnb', 'whole', 'time', ""'home"", 'share', ""company'"", 'what', 'scoop', 'seriously', 'copy', 'edit', 'thing', 'mistake', 'first', 'sentence']",2
202,"['we', 'thrill', 'host', 'important', 'workshop', 'hq', '2', 'day', 'personal', 'safety', 'training', 'workshop', 'non', 'binary', 'officially', 'underway']",2
203,"['well', 'i', 'know', 'would', 'i', 'would', 'zia', 'home', 'alone', 'x']",2
204,"['wework', 'accepts', 'softbank', 'takeover', 'offer']",2
205,"['softbank', 'value', 'wework', 'below', '8', 'billion', 'mark', 'financial', 'rescue', 'plan', 'after', 'funding', 'wework', '47', 'billion', 'valuation', 'january', 'softbank', 'set', 'rescue', 'office', 'share', 'company', 'financing', 'plan', 'value', 'company', '8']",2
206,"['hmmm', 'wework', 'ebay', 'wells', 'fargo', '2019', 'see', 'mass', 'exodus', 'ceos', 'us']",2
207,"['wework', 'look', 'sell', 'spin', 'acquisition', 'include', 'seo', 'firm', 'conductor']",2
208,"['given', 'information', 'investor', 'line', 'participate', 'say', 'capital', 'market']",2
209,"['wework', 'parent', 'company', 'reportedly', 'delay', 'idiotic', 'ipo', 'plan']",1
210,"['iam', 'platform', 'curated', 'tweet', 'short', 'seller', 'snap', 'wework', 'debt', 'amid', 'concern', 'future']",1
211,"['thus', 'tale', 'company', 'call', ""could've"", 'great', 'another', 'clown', 'many', 'pipe', 'hate', 'many', 'lesson', 'learn', 'keep', 'company', 'trouble', 'what', 'take', 'away', 'make', 'sure', 'pop', 'bubble']",1
212,"['1', '2', 'wholeheartedly', 'disagree', 'fast', 'company', 'piece', 'genius', 'refer', ""wework's"", 'ceo', 'elon', 'mush', 'co', 'genius', 'always', 'exist', 'it', 'specific', 'startup', 'culture', 'darwin', 'alexander', 'von', 'humboldt', 'seneca', 'visionary', 'push', 'culture', 'forward']",1
213,"['wework', 'darling', 'startup', 'world', 'long', 'ago', 'entire', 'company', 'image', 'gutter', 'every', 'article', 'since', 'announce', 'intention', 'go', 'public', 'negative', 'you', 'say', 'caught', 'musk']",1
