,text,sentiment
27,"['two', 'kind', 'compass', 'suffer', 'fate', 'wework']",1
28,"['softbank', 'seeks', 'control', 'wework', 'financing', 'package', 'wsj', 'via']",2
29,"['wework', 'profile', 'company', 'crisis', 'ft', 'via']",1
30,"['goldman', 'sachs', 'unloaded', 'wework', 'shares', 'investment', 'bankers', 'pitched', 'investors', 'considered', '60', 'billion-plus', 'ipo']",2
31,"['wework', 'failure', 'softbank', 'day', 'reckoning', 'wired']",1
32,"['without', 'new', 'cash', 'wework', 'unsustainable', 'not', 'constant', 'need', 'new', 'cash', 'definition', 'unsustainable', 'wework', 'could', 'run', 'cash', 'next', 'month', 'seeks', 'immediate', 'bailout', 'zero', 'hedge']",1
33,"['wework', 'mulling', 'either', 'downward', 'valuation', 'revision', 'outright', 'ipo', 'cancellation']",1
34,"['founder', 'walks', 'away', '1.7', 'bn', '4,000', 'lose', 'jobs', 'today', 'cc']",1
35,"['wework', 'bond', 'prices', 'falls', 'softbank', 'questions', 'ceo', 'marketaxess']",1
36,"['schumpeter', 'wework', 'shows', 'venture', 'capitalists', 'world', 'make-believe', 'vía']",1
37,['controlled'],2
38,"['guess', 'means', 'not', 'joint', 'venture', 'wework', 'either']",2
39,"['using', 'gifs', 'reply', 'going', 'play', 'adam', 'neumann', 'wework', 'movie']",1
40,"['wework', 'reportedly', 'cutting', '2,000', 'jobs', 'soon', 'week', 'staff', 'turning', 'adam', 'neumann']",1
41,"['cites', 'concerns', 'wework', 'not', 'able', 'fund', 'growth', 'plan']",1
42,"['wework', 'staff', 'chat', 'slack', 'via']",2
43,"['wework', 'plans', 'ramp', 'marketing', 'spend', 'goes', 'public']",2
44,"['corsham', 'street', 'today', '3pm', '6pm', 'registering', 'potential', 'donors', 'saves', 'someones', 'life']",2
45,"['wework', 'concerns', 'seeping', 'singapore', 'real', 'estate', 'sector', 'bloomberg']",1
46,"['softbank', 'reportedly', 'taking', 'control', 'wework', 'running', 'list', 'japanese', 'giant', 'major', 'investments', 'tech']",2
47,"['softbank', 'take', 'control', 'wework', 'wsj']",2
48,"['wework', 'ceo', 'adam', 'neumann', 'steps']",2
49,"['wework', 'says', 'file', 'withdraw', 'ipo']",2
50,"['softbank', 'ceo', 'says', 'rescue', 'investments', 'wework', 'debacle']",1
51,"['lmao', 'company', 'rents', 'office', 'space', 'wework', 'told', 'us', 'recall', 'phone', 'booth', 'workspaces', 'elevated', 'levels', 'formaldehyde']",1
52,"['wework', 'seems', 'unicorn', 'unicorns', 'think', 'unravel', 'badly', 'much', 'hype', 'one']",1
53,"['solution', 'folks', 'buy', 'hell', 'worked']",2
54,"['overvalued', 'world']",1
55,"['wework', 'ceo', 'adam', 'neumann', 'tells', 'employees', 'humbled', 'collapse', 'firm', 'ipo']",2
56,"['scoop', 'adam', 'neumann', 'determine', 'wework', 'fate']",2
57,"['softbank', 'seeks', 'avoid', 'wework', 'liabilities', 'new', 'investment', 'sources']",2
58,"['explainer', 'uber', 'lyft', 'wework', 'tech', 'companies', 'losing', 'money']",2
59,"['outlook', 'public', 'debut', 'wework', 'racked', 'billions', 'dollars', 'losses', 'recent', 'years', 'company', 'funds', 'grand', 'ambitions', 'cooling', 'disappointments', 'major', 'ipos', 'year', 'lyft', 'inc', 'uber', 'technologies', 'inc']",1
60,"['cnbc', 'wework', 'reportedly', 'expected', 'lay', '2,000', 'workers', 'early', 'week', 'via']",1
61,"['10x', 'genomics', 'bumps', 'ipo', 'price', 'range', 'not', 'wework', 'look', 'like', 'softbank', 'win']",2
62,"['ceo', 'david', 'warning', 'growth', 'stocks', 'like', 'via']",2
63,"['save', 'date', 'working', 'women', 'wednesday', 'back', 'fall', 'kicking', 'series', 'october', '16', 'not', 'want', 'miss', 'grab', 'girlfriend', 'meet', 'us', 'apollo', 'shaw', 'metro', 'station', 'register', '___pic']",2
64,"['thank', 'kind', 'words', 'daniel', 'wishing', 'best', 'make', 'sure', 'make', 'voice', 'heard']",2
65,"['fact', 'opportunity', 'work', 'og', 'wework', 'qualifies', 'millennial', 'boy', 'scout', 'patch']",2
66,"['not', 'valuation', 'quite', 'high', 'back', 'phil', 'broughton', 'noted', 'last', 'week', 'wework', 'not', 'completely', 'dumb', 'idea', '10', 'years', 'ago', 'real', 'estate', 'cheap', 'lot', 'people', 'work', 'enough', 'cash', 'dream']",2
68,"['softbank', 'takes', '80', 'ownership', 'wework', 'announces', 'billion', 'new', 'financing', 'package']",2
69,"['datadog', 'sets', 'ipo', 'terms', '5.9', 'billion', 'market', 'cap', 'prices', 'middle', 'could', 'q4', 'version', 'zoom', 'overlooked', 'saas', 'favor', 'flashier', 'offerings', 'lyft', 'uber', 'wework', 'not']",2
70,"['wework', 'flaw', 'offered', 'space', 'go', 'startup', 'send', 'dickhead', 'coworkers', 'house']",1
71,"['jefferies', 'financial', 'group', 'earnings', 'took', 'hit', 'unlikely', 'source', 'dropping', 'valuation']",1
72,"['see', 'post', 'days', 'ago', 'wework', 'disintegrating']",1
73,"['fall', 'wework', 'adam', 'neumann']",1
74,"['500', 'not', 'overvalued', 'wework', 'uber', 'tesla', 'legitimately', 'multi-billion', 'dollar', 'companies', 'sock', 'puppet', 'mascots', 'impressed', 'amount', 'rigor', 'applied', 'institutional', 'equity', 'market', 'analysts', 'self-serving', 'sheep']",1
75,"['pay', 'soon', 'smile', 'not', 'believe', 'stay', 'tuned']",2
76,"['not', 'even', 'sure', 'businesses', 'need', 'make', 'money', 'vcs', 'business', 'funding', 'companies', 'hope', 'someday', 'become', 'profitable', 'think', 'real', 'story', 'grossly', 'softbank', 'mismanaged', 'wework', 'not', 'come', 'surprise']",1
77,"['wework', 'troubles', 'leave', 'door', 'open', 'landlords']",1
78,"['bye', 'bye', 'stay', 'private', 'let', 'softbank', 'pay', 'losses', 'not', 'want']",1
79,"['wework', 'delays', '20bn', 'ipo', 'struggling', 'interest', 'investors']",1
80,"['oracle', 'founder', 'larry', 'ellison', 'calls', 'uber', 'wework', 'almost', 'worthless', 'via']",1
81,"['taken', 'wework', 'incredibly', 'important', 'developments', 'success', 'biggest', 'unicorns', 'used', 'evidence', 'raise', 'tens', 'billions', 'dollars', 'new', 'vc', 'funds', 'justify', 'countless', 'new', 'startups']",2
82,"['knotel', 'pushed', 'billion', 'highlight', 'landlords', 'stumbles', 'smaller', 'competitors', 'cash', 'read']",1
83,"['accounting', 'manager', 'ventures', 'london', 'united', 'kingdom', 'wework', 'ventures', 'accounting', 'manager']",2
84,"['compass', 'opendoor', 'wework', 'problem']",1
86,"['nuh', 'uh']",2
87,"['wework', 'weworry', 'weak', 'wi-fi', 'security', 'create', 'much', 'risk', 'make', 'sure', 'protecting', 'information']",2
88,"['wework', 'may', 'drop', 'valuation', '20b', 'dow', 'jones']",1
89,"['wework', 'new', 'chairman', 'says', 'job', 'cuts', 'coming', 'internal', 'memo']",2
90,"['puppy', 'appeared', 'lost', 'interest', 'wework']",2
91,"['softbank', 'reportedly', 'preps', 'package', 'take', 'control', 'wework', 'parent', 'company.https']",2
93,"['wework', 'ceo', 'adam', 'neumann', 'ipo']",2
94,"['going', 'woke', 'makes', 'companies', 'like', 'california', 'utilities', 'wework', 'go', 'broke']",1
95,"['good', 'coffee', 'nice', 'lights', 'stairwell', 'desk', '. . . . . . .']",3
96,"['financing', 'package', 'could', 'also', 'mean', 'financing', 'trip', 'bankruptcy', 'trying', 'buy', 'whole', 'thing', 'shedding', 'unattractive', 'liabilities', 'sayin']",1
97,"['name', 'company', 'important', 'confusing', 'name', 'leads', 'sentences', 'like', 'confirmed', 'mr', 'neumann', 'ouster', 'wall', 'street', 'journal', 'reported', 'without', 'giving', 'details', 'sentence', 'refers', 'wework', 'not', 'wsj']",2
98,"['new', 'top', 'story', 'hacker', 'news', 'deals', 'softbank', 'plans', '5b', 'rescue', 'financing', 'wework']",2
99,"['forget', 'wework', 'threatens', 'entire', 'economy']",1
100,"['wework', 'may', 'cut', 'ipo', 'valuation', 'billions', 'wework', 'one', 'high-profil']",1
101,"['hot', 'not', 'timeline', 'wework', 'ipo', 'implosion', 'via']",1
102,"['executives', 'raced', 'city', 'city', 'attempt', 'win', 'increasingly', 'skeptical', 'investors']",2
103,"['hashtag', 'trending', 'amc', 'streaming', 'wework', 'issues', 'via']",1
104,"['tell', 'wework', 'beat', 'used', 'calmer']",2
105,"['oh', 'shit', 'wework', 'lawyers', 'called', 'said', 'infringed', 'trademark', 'previous', 'tweet', 'going', 'sue', 'us', 'not', 'put', 'following', 'statement', 'goes', 'firmly', 'believe', 'wework', 'great', 'company', 'buy', 'ipo']",1
106,"['masa', 'folly', 'wework', 'differs', 'uber', 'airbnb']",2
108,"['wonderful', 'event', 'yesterday', 'hosted', 'partners', 'looking', 'forward', 'tonight', '4pm', 'pst', 'stay', 'tuned', 'follow', 'along', 'event']",3
109,"['softbank', 'seeks', 'avoid', 'wework', 'liabilities', 'new', 'investment', 'sources', 'new', 'york', 'reuters', 'softbank', 'group', 'corp', '9984', 'not', 'attempting', 'become', 'majority', 'owner', 'wework', 'without', 'assuming', 'onerou']",1
110,"['greedy', 'ipo', 'proceeds', 'even', 'fears']",1
111,"['wework', 'could', 'run', 'money', 'next', 'month', 'report', 'gizmodo', 'wework', 'could', 'run', 'money', 'next', 'month', 'report', 'gizmodo', 'wework', 'said', 'talks', 'lenders', '5b', 'debt', 'package', 'bloomberg', 'technology', 'wework', 'running', 'cash', 'quartz', 'wework', 'coul']",1
112,"['piece', 'chock-full', 'incredible', 'quotes', 'not', 'know', 'clip', 'paragraph', 'precious', 'though', 'wework', 'spell', 'end', 'illusion', 'distressed', 'assets', 'wonder']",1
113,"['tune', 'right', 'info', 'futures', 'conference', 'happening', 'saturday', '10/5']",2
114,"['wasted', 'hour', 'work', 'today', 'sitting', 'toilet', 'reading', 'tweets', 'realized', 'hour', 'made', 'combined', 'profit', 'tesla', 'uber', 'lyft', 'wayfair', 'wework', 'ostk', 'might', 'god-king']",1
115,"['softbank', 'reportedly', 'ends', 'wework', 'ownership', 'debacle', 'potential', '1.7', 'billion', 'windfall', 'adam', 'neumann']",1
116,"['please', 'buy', 'one', 'toy', 'homeless', 'child', 'softbank', 'take', 'control', 'wework', 'wsj', 'see']",2
117,"['softbank', 'plans', 'second', 'mega-fund', 'hit', 'wework', 'debacle']",1
118,"['evidence', 'exposed', 'wework', 'economic', 'slowdown']",1
119,"['another', 'zombie', 'industry']",1
120,"['wework', 'ipo', 'filing', 'audacious', 'prospectus', 'ever', 'seen', 'company', 'disrupts', 'big', 'industry', 'doubles', 'revenue', 'every', 'year', 'exposure', 'economic', 'risk', 'valuation', 'absolute', 'founder', 'control', 'simply', 'extraordinary']",2
121,"['slack', 'stock', 'downhill', 'pintrest', 'static', 'wework', 'valuation', 'downgraded', 'underwriters', 'ipo', 'not', 'see', 'silver', 'lining']",1
122,"['com', 'founder', 'makes', 'best', 'business', 'move', 'yet', 'quitting', 'via']",1
123,"['goldman', 'took', 'wework', '80', 'million', 'goldman', 'holding', 'bag', 'makes', 'feel', 'great']",1
124,"['wework', 'alleged', 'pregnancy', 'discrimination', 'juul', 'meltdown', 'cost', 'altria', '4.5', 'billion', 'leon', 'cooperman', 'takes', 'elizabeth', 'warren', 'today', 'dealbook', 'briefing']",1
125,"['valuation', 'fiction']",2
126,"['wework', 'crashing', 'might', 'resolve']",1
127,"['vc', 'ben', 'horowitz', 'wework', 'uber', 'one', 'cultural', 'value', 'employees', 'not', 'break', 'techcrunch']",2
128,"['provides', 'lifeline']",2
129,"['wework', 'selling', 'conductor', 'seo', 'company', 'layoffs', 'possible', 'via', 'martinibuster']",2
130,['wework'],2
131,"['adam', 'neumann', 'flying', 'high', 'literally', '. ...', 'wework', 'months', 'away', 'valued', '47', 'billion', 'revenue', 'doubling', 'annually', 'mr', 'neumann', 'zipping', 'across', 'atlantic', 'ocean', 'gulfstream', 'g650', 'private', 'jet', 'smoking', 'marijuana']",1
132,"['seems', 'obviously', 'smart', 'long', 'term', 'need', 'people', 'stop', 'shoveling', 'money', 'unprofitable', 'competitors', 'need', 'take', 'short', 'term', 'hit', 'throw', 'fuel', 'fire', 'wework', 'started', 'brainer']",2
133,"['enormous', 'new', 'fund', 'ipo', 'plans', 'pizza', 'executive', 'move', 'pe', 'join', 'ongoing', 'saga', 'recap', 'week']",2
134,"['nvta', 'stock', 'went', '23', '2015', '2018', 'turds', 'unsustainable', 'business', 'models', 'financed', 'endless', 'shareholder', 'cash', 'infusions', 'fly', 'far', 'fall', 'earth']",1
135,"['wework', 'not', 'first', 'coworking', 'company', 'founded', '2010']",2
136,"['easy', 'wework', 'us']",2
137,"['softbank', 'seeks', 'control', 'wework', 'financing', 'package', 'source', 'article', 'amp', 'reuters']",2
138,"['like', 'softbank', 'wework', 'drama', 'guess', 'another', 'one', 'funny', 'updates', 'still', 'come', 'forward']",2
139,"['wework', 'reference']",2
140,"['new', 'article', 'without', 'deal', 'wework', 'would', 'money', 'next', 'month', 'sources', 'say', 'october', '23', '2019']",2
141,"['phoenix', 'news', 'softbank', 'massive', 'wework', 'bailout', 'hands', 'ousted', 'founder', '1.7', 'billion', 'golden', 'parachute', 'cnn']",2
142,"['big', 'numbers', 'billion', '47', 'billion', 'sum', 'wework', 'business', 'model', 'risky', 'reason', 'could', 'collapse', 'recession']",1
143,"['rereading', 'decline', 'offer', 'email', 'wework']",2
144,"['business', 'insider', 'wework', 'valuation', 'could', 'reportedly', 'slip', 'billion', 'part', 'softbank', 'proposed', 'bailout', 'embattled', 'company']",2
145,"['sold', 'softbank', 'sftby']",2
146,"['wework', 'landlords', 'buckle']",2
147,"['ceo', 'owns', 'real', 'estate', 'separate', 'wework', 'company', 'leases', 'property', 'wework', 'company', 'goes', 'neumann', 'still', 'property']",2
148,"['tomorrow', 'sept', '17', '7-9', 'pm', 'give', 'talk', 'autumn', 'winter', 'months', '2019', 'peek', '2020', '902', 'broadway', 'event', 'open', 'members', 'non-members', 'ticket', '45', 'tkts', 'selling', 'left', 'lots', 'tkt', 'call']",2
149,"['summary', 'wework', 'plan', 'shift', 'focusing', 'businesses', 'already', 'successful', 'enough', 'not', 'need', 'shorter', 'term', 'flexibility', 'wework', 'sells']",2
150,"['softbank', 'wework', 'largest', 'investor', 'takes', 'control', 'embattled', 'office', 'company', 'co-founder', 'adam', 'neumann', 'stepping']",2
151,"['wework', 'ceo', 'adam', 'neumann', 'expected', 'step', 'remain', 'nonexecutive', 'chairman', 'via']",2
152,"['next', 'panicked', 'headlines', 'wework', 'uber', 'snapchat']",1
153,"['hopeful', 'wework', 'adds', 'woman', 'board', 'ceo', 'returns', 'us', '5.9', 'backlash', 'business', 'times']",2
154,"['ebitda', 'bullshit', 'begin', 'developed', '80', 'value', 'distress', 'companies', 'ubiquitous', 'metric', 'ask', 'wework', 'pay', 'bills', 'community', 'adjusted', 'ebitda']",2
155,"['wework', 'ousted', 'adam', 'neumann', 'sidelined', 'pregnant', 'employee', 'claims']",1
156,"['real', 'story', 'work', 'data', 'mining', 'hundreds', 'thousands', 'companies', 'rent', 'office', 'space', 'people', 'work', 'imagine', 'value', 'information', 'country', 'like', 'say', 'china']",1
157,"['wework', 'delays', 'ipo', 'realizing', 'investors', 'may', 'not', 'interested']",2
158,"['next']",2
159,"['adam', 'neumann', 'reportedly', 'busy', 'surfing', 'maldives', 'return', 'new', 'york', 'go', 'wework', 'ipo', 'paperwork', 'employee', 'travel']",2
160,"['wall', 'street', 'gave', 'adam', 'neumann', '500', 'million', 'going', 'pay', 'back', 'wework', 'ipo', 'offering', 'pulled', 'banks', 'scrambling', 'hammer', 'solution']",2
161,"['softbank', 'reportedly', 'ends', 'wework', 'ownership', 'debacle', 'potential', '1.7', 'billion', 'windfall', 'adam', 'neumann', 'techcrunch']",2
162,"['wework', 'plans', 'list', 'nasdaq', 'company', 'also', 'says', 'wants', 'make', 'changes', 'proposed', 'governance', 'structure', 'name', 'lead', 'independent', 'director', 'end', 'year']",2
163,"['wework', 'ipo', 'spells', 'rough', 'landing', 'ceo', 'neumann', 'reuters']",1
164,"['pod', 'quote', 'day', 'anytime', 'say', 'back', 'napkin', 'legit', 'noted', 'shelby', 'music', 'row']",2
165,"['listen', 'live', 'james', 'max', 'currency', 'round', 'loose', 'change', 'wework', 'multi-billion-dollar', 'softbank', 'rescue', 'ways', 'help', 'sandwich', 'generation']",2
166,"['wework', 'slashed', 'valuation', 'half', '47', 'billion', 'little', '20', 'billion', 'makes', 'wonder', 'possibly', 'justified', 'former', 'true', 'price', 'floor', 'willing', 'settle', 'latter']",1
167,"['próximo', 'viernes', 'en', 'wework']",2
168,"['softbank', 'ceo', 'says', 'rescue', 'investments', 'wework', 'debacle']",1
169,"['firing', 'adam', 'neumann', 'not', 'solve', 'wework', 'entire', 'business', 'model', 'ponzi', 'scheme']",1
170,"['congrats', 'welcome', 'nyc', 'see', 'next', 'week']",2
171,"['despite', 'trouble', 'shared', 'flex', 'offices', 'stay']",2
172,"['wework', 'loses', 'chief', 'communications', 'officer', 'ahead', 'planned', 'ipo']",2
173,"['wework', 'pulls', 'public', 'offering', 'faivish', 'pewzner']",2
174,"['loses', 'ipo', 'implosion']",1
175,"['chicagobars', 'wework', 'say', 'hi', 'teddy']",2
176,"['stretch', 'small', 'handful', 'reits', 'exposure', 'wework', 'minimal']",2
177,"['wework', 'downgraded', 'ccc', 'fitch', 'following', 'ipo', 'withdrawal', 'wework', 'weighs', 'pullback', 'china', 'dj', 'says', 'code', 'filing', 'bankruptcy']",1
178,"['funny', 'timing', 'searching', 'not', 'name', 'manufacturer', 'anywhere', 'not', 'ones', 'receiving', 'negative', 'press']",2
179,"['wework', 'fall', 'lost', 'nearly', '40', 'billion', 'value', 'marks', 'stunning', 'collapse', 'little', 'precedent', 'falta', 'de', 'transparencia', 'el', 'emperador', 'quedó', 'sin', 'ropa', 'apenas', 'tuvo', 'que', 'presentar', 'el', 'por', 'eso', 'hay', 'que', 'ver', 'más', 'allá', 'del', 'humo', 'se', 'puede']",1
180,"['wework', 'ipo', 'spells', 'rough', 'landing', 'ceo', 'neumann', 'top']",1
181,"['approached', 'landlords', 'owners', 'buildings', 'want', 'coworking', 'asset', 'turning', 'away', 'wework', 'toward', 'companies', 'sustainable', 'business', 'model', 'workbar', 'ceo', 'sarah', 'travers', 'said']",1
182,"['wework', 'toughs', 'sunday', 'business', 'post', 'via']",3
183,"['digitalchamber', 'wework', 'proves', 'venture', 'capitalism', 'works']",3
184,"['new', 'top', 'story', 'hacker', 'news', 'wework', 'story', 'bizarre', 'not', 'even', 'get', 'outraged']",2
185,"['wework', 'rt', 'genuine', 'accountability', 'unfashionable', 'right', 'now.https']",1
186,"['wework', 'reportedly', 'getting', 'esports', 'play', 'could', 'rent', 'offfice', 'space', 'professional', 'gaming', 'events']",2
187,"['top', 'story', 'pwillemarck', 'wework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'wsj', 'see']",2
188,"['wework', 'says', 'divest', 'non-core', 'businesses']",2
189,"['still', 'waiting', 'pay', 'us', 'invoices', 'years', 'ago', 'yet', 'continue', 'collect', 'rent', 'us', 'gets', 'point', 'something', 'billion', 'dollar', 'payout']",1
190,"['attention', 'young', 'professionals', 'not', 'miss', 'opportunity', 'network', 'business', 'professionals', 'month', 'free', 'upcoming', 'chamber', 'connection', 'wework', 'register']",2
191,"['wework', 'security', 'always', 'look', 'homeless', 'person', 'walking', 'dev', 'square', 'maybe', 'need', 'boujie', 'gym', 'clothes']",1
192,"['watch', 'alistair', 'elliott', 'senior', 'partner', 'group', 'chairman', 'speaking', 'uk']",2
193,"['looks', 'great', 'would', 'happy', 'host', 'thathttp']",2
194,"['wework', 'ceo', 'steps', 'company', 'reportedly', 'considers', 'layoffs', 'crunchbase', 'news']",2
195,"['run', 'ponzi', 'scheme']",1
196,"['vcs', 'complicit', 'pump', 'dump', 'not', 'crime']",1
197,"['happens', 'wework', 'runs', 'cash']",2
198,"['wework', 'looking', 'sell', 'spin', 'acquisitions', 'including', 'seo', 'firm', 'conductor']",2
199,"['wake', 'casper', 'mattress', 'work', 'peloton', 'breakfast', 'uber', 'desk', 'wework', 'doordash', 'lunch', 'take', 'lyft', 'home', 'get', 'dinner', 'postmates', 'interacted', 'seven', 'companies', 'collectively', 'lose', 'nearly', '14', 'billion', 'year']",1
200,"['huge', 'breaking', 'news', 'reports', 'wework', 'actually', 'head', 'competing', 'airbnb', 'whole', 'time', 'home', 'sharing', 'company', 'scoop', 'seriously', 'copy', 'editing', 'thing', 'mistake', 'first', 'sentence']",2
201,"['thrilled', 'host', 'important', 'workshop', 'hq', 'day', 'personal', 'safety', 'training', 'workshop', 'non', 'binary', 'officially', 'underway']",2
202,"['well', 'knows', 'would', 'would', 'zia', 'home', 'alone']",2
203,"['wework', 'accepts', 'softbank', 'takeover', 'offer']",2
204,"['softbank', 'value', 'wework', 'billion', 'mark', 'financial', 'rescue', 'plan', 'funding', 'wework', '47', 'billion', 'valuation', 'january', 'softbank', 'set', 'rescue', 'office', 'sharing', 'company', 'financing', 'plan', 'valuing', 'company']",2
205,"['hmmm', 'wework', 'ebay', 'wells', 'fargo', '2019', 'seen', 'mass', 'exodus', 'ceos', 'us']",2
206,"['wework', 'looking', 'sell', 'spin', 'acquisitions', 'including', 'seo', 'firm', 'conductor']",2
207,"['given', 'information', 'investors', 'line', 'participate', 'say', 'capital', 'markets']",2
208,"['wework', 'parent', 'company', 'reportedly', 'delaying', 'idiotic', 'ipo', 'plans']",1
209,"['iam', 'platform', 'curated', 'tweet', 'short', 'sellers', 'snap', 'wework', 'debt', 'amid', 'concern', 'future']",2
210,"['thus', 'tale', 'company', 'called', 'could', 'great', 'another', 'clown', 'many', 'pipe', 'hate', 'many', 'lessons', 'learn', 'keep', 'company', 'trouble', 'take', 'away', 'make', 'sure', 'not', 'pop', 'bubble']",1
211,"['1/2', 'wholeheartedly', 'disagree', 'fast', 'company', 'piece', 'genius', 'referring', 'wework', 'ceo', 'elon', 'mush', 'co', 'genius', 'always', 'existed', 'not', 'specific', 'start-up', 'culture', 'darwin', 'alexander', 'von', 'humboldt', 'seneca', 'visionaries', 'pushed', 'culture', 'forward']",1
212,"['wework', 'darling', 'startup', 'world', 'not', 'long', 'ago', 'entire', 'company', 'image', 'gutters', 'every', 'article', 'since', 'announcing', 'intention', 'go', 'public', 'negative', 'say', 'caught', 'musk']",1
213,"['wework', 'expected', 'sack', 'least', '2,000', 'people', 'soon', 'week', 'angry', 'staff', 'troubled', 'office', 'rental', 'company', 'turn', 'co-founder', 'adam', 'neumann']",1
214,"['wework', 'weighs', 'slashing', 'valuation', 'half', 'amid', 'ipo', 'skepticism', 'ok', 'overvalued', '50x', 'not', '100x']",2
215,"['ceos', 'exiting', 'record', 'pace', 'wework', 'juul', 'ebay', 'bosses', 'last', '24', 'hours']",2
216,"['keiser', 'report', 'wework', 'never', 'forget', 'e1443', 'via']",2
217,"['wework', 'startup', 'party', 'ends', '2,000', 'jobs', 'set', 'cut']",2
218,"['wework', 'reins', 'ceo', 'adam', 'neumann', 'save', 'ipo', 'axios']",2
219,"['start', 'pool', 'ipo', 'comes', 'first', 'aramco', 'wework']",2
220,"['ipo', 'debacle', 'missing', 'something', 'start', 'spending', 'via']",1
221,"['wework', 'weighs', 'slashing', 'valuation', 'half']",2
222,"['wework', 'adam', 'neumann', 'became', 'billionaire', 'atlantic']",2
223,"['nyu', 'professor', 'scott', 'galloway', 'says', 'era', 'startups', 'growing', 'costs', 'coming', 'close', 'means', 'uber', 'likely', 'going', 'change', 'business', 'model']",2
224,"['wework', 'exposing', 'astronomical', 'amount', 'data', 'poorly', 'protected', 'wifi', 'network']",1
225,"['wework', 'latest', 'threat', 'old-school', 'landlords', 'trying', 'copy', 'wework']",2
226,"['business', 'insider', 'making', 'documentary', 'unraveling', 'world', 'valuable', 'startup', 'hit', 'netflix', 'producer', 'business', 'insider']",2
227,"['yep', 'wework', 'ipo', 'failure', 'fallout']",1
