,text,sentiment
139,"['rework', 'may', 'cut', 'po', 'valuation', 'billion', 'rework', 'one', 'high-profile']",1
140,"['from', 'hot', 'to', 'not', 'a', 'tideline', 'of', 'rework', 'po', 'implosion', 'via']",1
142,"['executive', 'race', 'city', 'city', 'attempt', 'win', 'increasingly', 'skeptical', 'investor']",2
143,"['hash', 'trending', 'stream', 'rework', 'issue', 'n', 'via']",1
144,"['i', 'tell', 'the', 'rework', 'beat', 'use', 'calmer']",2
145,"['oh', 'shit', 'rework', 'lawyer', 'call', 'say', 'infringe', 'trademark', 'previous', 'tweet', 'go', 'sue', 'u', 'put', 'follow', 'statement', 'go', 'we', 'firmly', 'believe', 'rework', 'great', 'company', 'buy', 'po']",1
146,"['mass', 'folly', 'how', 'rework', 'differs', 'from', 'user', 'and', 'air']",2
148,"['we', 'wonderful', 'event', 'yesterday', 'hosted', 'partner', 'looking', 'forward', 'tonight', 'pm', 'pst', 'stay', 'tune', 'follow', 'along', 'event']",3
149,"['postbank', 'seek', 'avoid', 'reworks', 'liability', 'new', 'investment', 'source', 'new', 'york', 'reuters', 'postbank', 'group', 'corp', '9984', 't', 'attempt', 'become', 'majority', 'owner', 'rework', 'without', 'assume', 'onerous']",1
150,"['greedy', 'po', 'proceeds', 'even', 'fear']",1
151,"['rework', 'could', 'run', 'out', 'money', 'next', 'month', 'report', 'gizmo', 'rework', 'could', 'run', 'out', 'money', 'next', 'month', 'report', 'gizmo', 'rework', 'said', 'be', 'talks', 'with', 'lenders', 'over', 'b', 'debt', 'package', 'bloomberg', 'technology', 'rework', 'run', 'cash', 'quartz', 'rework', 'could']",1
152,"['this', 'piece', 'chockfull', 'incredible', 'quote', 'don', 'know', 'clip', 'this', 'paragraph', 'precious', 'though', 'will', 'rework', 'spell', 'end', 'illusion', 'distressed', 'asset', 'i', 'wonder']",1
153,"['tune', 'right', 'info', 'futures', 'conference', 'happen', 'saturday', '10', '5']",2
154,"['i', 'waste', 'hour', 'work', 'today', 'sit', 'toilet', 'reading', 'sweet', 'then', 'i', 'realize', 'hour', 'i', 'make', 'combine', 'profit', 'teslauberlyftwayfairweworkostk', 'i', 'might', 'god-king']",1
156,"['postbank', 'reportedly', 'end', 'rework', 'ownership', 'debacle', 'potential', '1', '7', 'billion', 'windfall', 'adam', 'neumann']",1
157,"['please', 'buy', 'one', 'toy', 'homeless', 'child', 'postbank', 'take', 'control', 'rework', 'w', 'see']",2
158,"[""softbank's"", 'plan', 'second', 'megafauna', 'hit', 'rework', 'debacle']",1
159,"['more', 'evidence', 'expose', 'rework', 'economic', 'slowdown']",1
161,"['another', 'zombie', 'industry']",1
162,"['reworks', 'po', 'filing', 'audacious', 'prospectus', 'ever', 'see', 'company', 'disrupts', 'big', 'industry', 'double', 'revenue', 'every', 'year', 'but', 'exposure', 'economic', 'risk', 'valuation', 'absolute', 'founder', 'control', 'simply', 'extraordinary']",2
163,"['slack', 'stock', 'downhill', 'interest', 'static', 'reworks', 'valuation', 'downgrade', 'underwriter', 'po', 'so', 'i', 'see', 'silver', 'line']",1
164,"['founder', 'make', 'best', 'business', 'move', 'yet', 'quit', 'via']",1
165,"['goldman', 'take', 'l', 'rework', '80', 'million', 'goldman', 'hold', 'bag', 'make', 'feel', 'great']",1
166,"['rework', 'allege', 'pregnancy', 'discrimination', 'jul', 'meltdown', 'cost', 'atrium', '4', '5', 'billion', 'leon', 'cooperman', 'take', 'elizabeth', 'warren', 'today', 'yearbook', 'briefing']",1
167,"['we', 'valuation']",2
168,"['now', 'rework', 'crash', 'might', 'resolve']",1
170,"['vc', 'ben', 'horowitz', 'rework', 'user', 'one', 'cultural', 'value', 'employee', 'break', 'techcrunch']",2
171,"['provide', 'lifeline']",2
172,"['rework', 'selling', 'conductor', 'company', 'layoffs', 'possible', 'via', 'martinibuster']",2
173,"['now', 'rework']",2
175,"['adam', 'neumann', 'fly', 'high', 'literally', 'rework', 'month', 'away', 'value', '47', 'billion', 'revenue', 'double', 'annually', 'and', 'mr', 'neumann', 'zip', 'across', 'atlantic', 'ocean', 'gulfstream', 'g60', 'private', 'jet', 'smoking', 'marijuana']",1
176,"['this', 'seem', 'obviously', 'smart', 'long', 'term', 'they', 'need', 'people', 'stop', 'shovel', 'money', 'unprofitable', 'competitor', 'need', 'take', 'short', 'term', 'hit', 'throw', 'fuel', 'fire', 'rework', 'start', 'thats', 'trainer']",2
177,"['an', 'enormous', 'new', 'fund', 'po', 'plan', 'pizza', 'executive', 'move', 'pe', 'join', 'ongoing', 'saga', 'recap', 'week']",2
178,"['nva', 'this', 'stock', 'go', '23', '2015', '5', '2018', 'turds', 'unsustainable', 'business', 'model', 'finance', 'endless', 'shareholder', 'cash', 'infusion', 'fly', 'far', 'fall', 'earth']",1
179,"['rework', 'first', 'work', 'company', 'found', '2010']",2
181,"['easy', 'rework', 'all', 'u']",2
182,"['postbank', 'seek', 'control', 'rework', 'financing', 'package', 'source', 'article', 'amp', 'reuters']",2
183,"['i', 'like', 'postbank', 'rework', 'drama', 'i', 'guess', 'another', 'one', 'funny', 'update', 'still', 'come', 'forward']",2
184,"['the', 'rework', 'reference']",2
186,"['new', 'article', 'without', 'deal', 'rework', 'would', 'money', 'next', 'month', 'source', 'say', 'october', '23', '2019']",2
187,"['phoenix', 'news', ""softbank's"", 'massive', 'rework', 'bail-out', 'hand', 'oust', 'founder', '1', '7', 'billion', 'golden', 'parachute', 'cnn']",2
189,"['2', 'big', 'number', '4', 'billion', '47', 'billion', 'sum', 'reworks', 'business', 'model', 'risky', 'reason', 'could', 'collapse', 'recession']",1
191,"['reread', 'decline', 'offer', 'email', 'rework']",2
193,"['business', 'insider', 'reworks', 'valuation', 'could', 'reportedly', 'slip', '8', 'billion', 'part', ""softbank's"", 'propose', 'bail-out', 'embattle', 'company']",2
194,"['why', 'we', 'sold', 'postbank', 'stay']",2
195,"['rework', 'landlord', 'buckle']",2
198,"['the', 'ceo', 'own', 'real', 'estate', 'separate', 'rework', 'company', 'lease', 'property', 'rework', 'when', 'company', 'go', 'neumann', 'still', 'property']",2
199,"['tomorrow', 'sept', '17', '79', 'pm', 'i', 'give', 'talk', 'the', 'autumn', 'winter', 'months', '2019', 'peek', '2020', '902', 'broadway', 'event', 'open', 'member', 'non-members', 'ticket', '45', 'tit', 'sell', 'left', 'lots', 'q', 'a', 'tt', 'call']",2
200,"['summary', 'reworks', 'plan', 'shift', 'focus', 'business', 'already', 'successful', 'enough', 'need', 'shorter', 'term', 'flexibility', 'rework', 'sell']",2
201,"['postbank', 'reworks', 'largest', 'investor', 'takes', 'control', 'embattled', 'office', 'company', 'with', 'co-founder', 'adam', 'neumann', 'stepping', 'down']",2
203,"['rework', 'ceo', 'adam', 'neumann', 'expect', 'step', 'remain', 'non-executive', 'chairman', 'via']",2
204,"['will', 'next', 'panicked', 'headline', 'rework', 'user', 'snapshot']",1
205,"['hopeful', 'rework', 'add', 'woman', 'board', 'ceo', 'return', 'u', 'mm', 'backlash', 'the', 'business', 'times']",2
206,"['beida', 'bullshit', 'begin', 'developed', '80', 'value', 'distress', 'company', 'ubiquitous', 'metric', 'ask', 'rework', 'pay', 'bill', 'community', 'adjusted', 'beida']",2
207,"['rework', 'ousted', 'c', 'e', 'o', 'adam', 'neumann', 'sidelined', 'pregnant', 'employee', 'she', 'claims']",1
208,"['the', 'real', 'story', 'we', 'work', 'data', 'mining', 'hundred', 'thousand', 'company', 'rent', 'office', 'space', 'people', 'work', 'imagine', 'value', 'information', 'country', 'like', 'say', 'china']",1
209,"['rework', 'delays', 'po', 'after', 'realizing', 'investors', 'may', 'not', 'be', 'that', 'interested']",2
210,['next'],2
211,"['adam', 'neumann', 'reportedly', 'busy', 'surf', 'maldives', 'return', 'new', 'york', 'go', 'reworks', 'po', 'paperwork', 'employee', 'travel']",1
212,"['wall', 'street', 'give', 'adam', 'neumann', '500', 'million', 'go', 'pay', 'back', 'reworks', 'po', 'now', 'offering', 'pull', 'bank', 'scramble', 'hammer', 'solution']",2
214,"['postbank', 'reportedly', 'end', 'rework', 'ownership', 'debacle', 'potential', '1', '7', 'billion', 'windfall', 'adam', 'neumann', 'techcrunch']",2
215,"['just', 'in', 'rework', 'plan', 'list', 'nasdaq', 'the', 'company', 'also', 'say', 'want', 'make', 'change', 'propose', 'governance', 'structure', 'name', 'lead', 'independent', 'director', 'end', 'year']",2
216,"['rework', 'po', 'spell', 'rough', 'land', 'ceo', 'neumann', 'reuters']",1
218,"['pod', 'quote', 'day', 'anytime', 'say', 'back', 'napkin', 'legit', 'so', 'note', 'shelby', 'music', 'row']",2
219,"['listen', 'live', 'james', 'max', 'ttp', 'talkradio', 'co', 'uk', 'live', 'our', 'currency', 'round', 'loose', 'change', 'rework', 'multibilliondollar', 'postbank', 'rescue', 'ways', 'help', 'sandwich', 'generation']",2
221,"['rework', 'slash', 'valuation', 'half', '47', 'billion', 'little', '20', 'billion', 'makes', 'wonder', 'possibly', 'justified', 'former', 'true', 'price', 'floor', 'willing', 'settle', 'latter']",1
222,"['primo', 'verne', 'en', 'rework']",2
224,"['postbank', 'ceo', 'say', 'rescue', 'investment', 'rework', 'debacle']",1
225,"['firing', 'adam', 'neumann', 'solve', 'rework', 'their', 'entire', 'business', 'model', 'ponti', 'scheme']",1
226,"['congrats', 'welcome', 'nec', 'see', 'next', 'week']",2
227,"['despite', 'trouble', 'share', 'flex', 'office', 'stay']",1
228,"['rework', 'loses', 'chief', 'communication', 'officer', 'ahead', 'plan', 'po']",2
229,"['rework', 'pull', 'public', 'offering', 'fairish', 'pewter']",2
230,"['who', 'loses', 'po', 'implosion']",1
231,"['chicagobars', 'rework', 'say', 'hi', 'teddy']",2
232,"['this', 'stretch', 'only', 'small', 'handful', 'rest', 'exposure', 'rework', 'minimal']",2
233,"['rework', 'downgraded', 'ccc', 'fitch', 'following', 'po', 'withdrawal', 'rework', 'weighs', 'fullback', 'in', 'china', 'dj', 'says', 'is', 'code', 'filing', 'bankruptcy']",1
234,"['funny', 'timing', 'search', 'could', 'name', 'manufacturer', 'anywhere', 'one', 'receive', 'negative', 'press']",2
235,"['reworks', 'fall', 'lose', 'nearly', '40', 'billion', 'value', 'mark', 'stun', 'collapse', 'little', 'precedent', 'malta', 'de', 'transparency', 'el', 'emperor', 'queen', 'sin', 'rope', 'arena', 'tuva', 'que', 'presenter', 'el', 's1', 'por', 'eso', 'hay', 'que', 'ver', 'mr', 'del', 'humo', 'y', 'se', 'suede']",1
236,"['rework', 'po', 'spell', 'rough', 'land', 'ceo', 'neumann', 'top']",1
237,"['we', 'approach', 'landlord', 'owner', 'building', 'want', 'work', 'asset', 'turn', 'away', 'rework', 'toward', 'company', 'sustainable', 'business', 'model', 'worker', 'ceo', 'sarah', 'travers', 'say']",1
238,"['rework', 'tough', 'sunday', 'business', 'post', 'via']",3
239,"['digitalchamber', 'rework', 'prof', 'venture', 'capitalism', 'work']",3
240,"['new', 'top', 'story', 'hacker', 'news', 'the', 'rework', 'story', 'bizarre', 'even', 'get', 'outrage']",2
241,"['rework', 'rt', 'genuine', 'accountability', 'unfashionable', 'right']",1
242,"['rework', 'reportedly', 'getting', 'into', 'sport', 'play', 'by', 'we', 'which', 'could', 'rent', 'its', 'office', 'space', 'professional', 'gaming', 'events']",2
243,"['top', 'story', 'pwillemarck', 'some', 'rework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'w', 'see']",2
244,"['rework', 'say', 'divest', ""'noncore'"", 'business']",2
247,"['still', 'wait', 'pay', 'u', 'invoice', '2', 'year', 'ago', 'yet', 'continue', 'collect', 'rent', 'u', 'get', '1', 'point', 'something', 'billion', 'dollar', 'payout']",1
248,"['attention', 'young', 'professional', ""don't"", 'miss', 'opportunity', 'network', 'business', 'professional', 'month', 'free', 'upcoming', 'chamber', 'connection', 'rework', 'register']",2
251,"['the', 'rework', 'security', 'always', 'look', 'homeless', 'person', 'walk', 'dev', 'square', 'maybe', 'i', 'need', 'bounce', 'gym', 'clothes']",1
252,"['watch', 'alistair', 'elliott', 'senior', 'partner', 'group', 'chairman', 'speak', 'uk']",2
254,"['looks', 'great', 'would', 'happy', 'host']",2
255,"['rework', 'ceo', 'steps', 'down', 'as', 'company', 'reportedly', 'considers', 'layoffs', 'crunchbase', 'news']",2
257,"['run', 'ponti', 'scheme']",1
258,"['vcs', 'complicit', 'pump', 'n', 'dump', 'crime']",1
259,"['what', 'happens', 'rework', 'run', 'cash']",2
260,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']",2
261,"['if', 'wake', 'casper', 'mattress', 'work', 'peloton', 'breakfast', 'user', 'desk', 'rework', 'doordash', 'lunch', 'take', 'left', 'home', 'get', 'dinner', 'postulate', 'interact', 'seven', 'company', 'collectively', 'lose', 'nearly', '14', 'billion', 'year']",1
265,"['huge', 'breaking', 'news', 'report', 'rework', 'actually', 'head', 'compete', 'air', 'whole', 'time', 'home', 'share', 'company', 'what', 'scoop', 'seriously', 'copy', 'edit', 'thing', 'mistake', 'first', 'sentence']",2
266,"['we', 'thrill', 'host', 'important', 'workshop', 'hq', '2', 'day', 'personal', 'safety', 'training', 'workshop', 'non', 'binary', 'officially', 'underway']",2
267,"['well', 'i', 'know', 'would', 'i', 'would', 'zia', 'home', 'alone', 'x']",2
268,"['rework', 'accepts', 'postbank', 'takeover', 'offer']",2
269,"['postbank', 'value', 'rework', 'below', '8', 'billion', 'mark', 'financial', 'rescue', 'plan', 'after', 'funding', 'rework', '47', 'billion', 'valuation', 'january', 'postbank', 'set', 'rescue', 'office', 'share', 'company', 'financing', 'plan', 'value', 'company', '8']",2
271,"['hmmm', 'rework', 'bay', 'wells', 'fargo', '2019', 'see', 'mass', 'exodus', 'ceos', 'us']",2
272,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']",2
273,"['given', 'information', 'investor', 'line', 'participate', 'say', 'capital', 'market']",2
274,"['rework', 'parent', 'company', 'reportedly', 'delay', 'idiotic', 'po', 'plan']",1
276,"['platform', 'curated', 'tweet', 'short', 'seller', 'snap', 'rework', 'debt', 'amid', 'concern', 'future']",1
277,"['thus', 'tale', 'company', 'call', ""could've"", 'great', 'another', 'clown', 'many', 'pipe', 'hate', 'many', 'lesson', 'learn', 'keep', 'company', 'trouble', 'what', 'take', 'away', 'make', 'sure', 'pop', 'bubble']",1
278,"['1', '2', 'wholeheartedly', 'disagree', 'fast', 'company', 'piece', 'genius', 'refer', 'reworks', 'ceo', 'leon', 'mush', 'co', 'genius', 'always', 'exist', 'it', 'specific', 'startup', 'culture', 'darwin', 'alexander', 'von', 'humboldt', 'seneca', 'visionary', 'push', 'culture', 'forward']",1
279,"['rework', 'darling', 'startup', 'world', 'long', 'ago', 'entire', 'company', 'image', 'gutter', 'every', 'article', 'since', 'announce', 'intention', 'go', 'public', 'negative', 'you', 'say', 'caught', 'musk']",1
280,"['rework', 'expect', 'sack', 'least', '2', '000', 'people', 'soon', 'week', 'angry', 'staff', 'troubled', 'office', 'rental', 'company', 'turn', 'co-founder', 'adam', 'neumann']",1
281,"['rework', 'weighs', 'slashing', 'valuation', 'more', 'than', 'half', 'amid', 'po', 'skepticism', 'ok', 'overvalue', '50', '100']",1
282,"['ceos', 'exit', 'record', 'pace', 'rework', 'jul', 'bay', 'boss', 'last', '24', 'hour']",2
