index,text
102,"['dick', 'cheney', 'dishonest', 'speech', 'torture', 'terror', 'ibama', 'fred', 'kaplan', 'slate']"
103,"['the', 'republican', 'party', 'bunch', 'anti-abortion', 'zealot', 'draw', 'fly', 'dump', 'neal', 'boot', 'radio']"
104,"['twitter', 'connection', 'api', 'broken', 'some', 'sweet', 'make', 'twitter']"
105,"['surely', 'hate', 'stupid', 'twitter', 'api', 'time-out', 'thing', 'soon', 'annoy']"
106,"['i', 'really', 'like', 'learning', 'query', 'book', 'worth', 'look']"
107,"['query', 'ui', '1', '6', 'book', 'review']"
108,"['very', 'interesting', 'ad', 'adobe', 'goodbye', 'silverstein', 'amp', 'partners', 'couture', 'adobe', 'c', 'le', 'sens', 'propre']"
109,"['goodbye', 'silverstein', 'agency', 'new', 'site', 'great']"
110,"['goodbye', 'silverstein', 'new', 'site', 'i', 'enjoy', 'nice', 'find']"
111,"['the', 'ever', 'amaze', 'stop', 'goodbye', 'silverstein', 'amp', 'partners', 'hp', 'have', 'go', 'play', 'after', 'effects']"
112,"['top', 'ten', 'watch', 'viralvideo', 'chart', 'love', 'nike', 'campaign', 'widen', 'amp', 'kennedy']"
113,"['omg', 'i', 'g2']"
114,"['ok', 'lot', 'buzz', '  2009', 'lucky', 'free', 'g2']"
115,"['get', 'free', 'g2', 'android', 'goole']"
116,"['guess', 'ill', 'retire', 'g1', 'start', 'use', 'developer', 'g2', 'foot']"
117,"['at', 'get', 'fireside', 'chat']"
118,"['i', 'happy', 'philip', 'googleio', 'today']"
119,"['maker', 'played', 'great', 'cannon', 'wait', 'thursday', 'night', 'maker', 'v']"
120,"['hi', 'anyone', 'great', 'source', 'advice', 'viral', 'marketing']"
121,"['judd', 'apathy', 'creates', 'fake', 'sitcom', 'market', 'new', 'movie', 'viral', 'marketing', 'best']"
122,"['here', 'a', 'case', 'study', 'use', 'viral', 'marketing', 'add', '10', '000', 'people', 'list']"
123,"['viral', 'marketing', 'fail', 'this', 'acid', 'pills', 'brand', 'oughta', 'get', 'shut', 'hack', 'people', 'messenger', 'get', '56', 'mug', 'day', 'armagh']"
124,"['watch', 'night', 'the', 'museum', 'mao']"
125,"['love', 'night', 'museum']"
126,"['go', 'see', 'new', 'night', 'museum', 'movie', 'family', 'oh', 'boy', 'three', 'year', 'old', 'movie', 'fun']"
127,"['get', 'back', 'movie', 'go', 'see', 'new', 'night', 'museum', 'rachel', 'good']"
128,"['just', 'saw', 'new', 'night', 'museum', 'movie', 'okay', 'lol', '710']"
129,"['going', 'see', 'night', 'museum', '2', 'tall', 'boy']"
130,"['i', 'take', 'date', 'see', 'night', 'museum', '2', 'whenever', 'want', 'look', 'soooooo', 'good']"
131,"['watch', 'the', 'night', 'at', 'the', 'museum', 'getting', 'really', 'good']"
132,"['night', 'museum', 'wolverine', 'junk', 'food', 'perfect', 'monday']"
133,"['saw', 'night', 'museum', '2', 'last', 'night', 'pretty', 'crazy', 'movie', 'cast', 'awesome', 'well', 'worth', 'robin', 'williams', 'forever']"
134,"['i', 'saw', 'night', 'museum', 'battle', 'smithsonian', 'today', 'it', 'okay', 'your', 'typical', 'kid', 'ben', 'tiller', 'movie']"
135,"['taking', 'katie', 'see', 'night', 'museum', 'picked']"
136,"['night', 'museum', 'tone', 'instead', 'up', 'oh', 'well', '4', 'yr', 'old', 'well', 'enjoy', 'lol']"
137,"['gm', 'say', 'expect', 'announcement', 'sale', 'summer', 'soon', 'reuters', 'wdsugm', 'say', 'expect', 'announcement', 'sale', 'summer']"
138,"['unfortunate', 'stimulus', 'plan', 'put', 'place', 'twice', 'help', 'gm', 'back', 'american', 'people', 'lead', 'inevitable']"
139,"['tell', 'give', 'gm', 'we', 'use', 'program', 'support', 'unemployed']"
140,"['oh', 'yes', 'gm', 'dy', 'worth', 'boo', 'sahara']"
141,"['time', 'warner', 'cable', 'ord', 'time', 'since', 'memorial', 'day', 'bummer']"
142,"['i', 'would', 'rather', 'pay', 'reasonable', 'yearly', 'tax', 'free', 'fast', 'internet', 'get', 'gouge', 'time', 'warner', 'slow', 'connection']"
143,"['nooooooo', 'dvr', 'die', 'i', 'half', 'way', 'ea', 'presser', 'hate', 'time', 'warner']"
144,"['fuck', 'time', 'warner', 'cable', 'you', 'fuck', 'suck', 'ball', 'i', '700', 'hd', 'tv', 'amp', 'damn', 'hd', 'channel', 'hardly', 'ever', 'come', 'bullshit']"
145,"['time', 'warner', 'bad', 'customer', 'service', 'ever', 'i', 'never', 'use']"
146,"['time', 'warner', 'devil', 'worst', 'possible', 'time', 'internet', 'go']"
147,"['fuck', 'internet', 'damn', 'time', 'warner']"
148,"['time', 'warner', 'really', 'pick', 'bad', 'time', 'work', 'want', 'get', 'watch', 'hill', 'wtfffff']"
149,"['i', 'hate', 'time', 'warner', 'soon', 'wish', 'i', 'rio', 'cant', 'watch', 'fricker', 'mets', 'game', 'w', 'buffering', 'i', 'feel', 'like', 'im', 'watch', 'free', 'internet', 'porn']"
150,"['ahh', 'get', 'rid', 'stupid', 'time', 'warner', 'today', 'amp', 'take', 'nap', 'rookie', 'cook', 'pretty', 'good', 'end', 'monday']"
151,"['time', 'warner', 'hd', 'line', 'crap']"
152,"['fuck', 'time', 'warner', 'cable', 'dint', 'know', 'modem', 'could', 'explode', 'susan', 'boyle', 'suck']"
153,"['time', 'warner', 'cable', 'pulls', 'plug', 'girlfriend', 'experience']"
154,"['time', 'warner', 'cable', 'slogan', 'where', 'call', 'day', 'pm', 'happens']"
155,"['rocamar', 'heads', 'china', 'building', '300', 'stores']"
156,"['climate', 'focus', 'turn', 'beijing', 'the', 'united', 'nations', 'us', 'european', 'government', 'call', 'china', 'coo']"
157,"['myfoxdc', 'barrie', 'students', 'back', 'trip', 'china', 'a', 'silver', 'spring', 'high', 'school', 'class', 'trip', 'china', 'en']"
158,"['three', 'china', 'aerospace', 'giant', 'develop', 'tianjin', 'bingham', 'new', 'area', '22', '9', 'b', 'yuan', 'invest']"
159,"['gm', 'ceo', 'china', 'continue', 'key', 'partner']"
160,"['time', 'buy', 'gm', 'car']"
161,"['recovering', 'surgery', 'wish']"
162,"['my', 'wrist', 'still', 'hurt', 'i', 'get', 'look', 'i', 'hate', 'dr', 'dentist', 'scary', 'place', 'time', 'watch', 'eagle', 'eye', 'if', 'want', 'join', 'text']"
163,"['dentist', 'tomorrow', 'have', 'brush', 'well', 'morning', 'like', 'i', 'make', 'hair', 'nice', 'i', 'get', 'cut', 'why']"
164,"['the', 'dentist', 'lied', 'u', 'wont', 'feel', 'any', 'prob', 'wont', 'even', 'need', 'pain', 'pills', 'man', 'u', 'tip', 'this', 'shit', 'how', 'many', 'pills', 'can', 'i', 'take']"
165,"['dentist', 'great', 'shed', 'expensive']"
166,"['pet', 'dentist']"
167,"['study', 'math', 'tomorrow', 'exam', 'dentist']"
168,"['dentist', 'wrong', 'wrong']"
169,"['going', 'dentist', 'later']"
170,"['son', 'look', 'car', 'online', 'i', 'hate', 'car', 'shopping', 'would', 'rather', 'go', 'dentist', 'anyone', 'good', 'car', 'good', 'price', 'sell']"
171,"['cnaa', 'baseball', 'super', 'regional', 'rams', 'club']"
172,"['start', 'play', 'major', 'league', 'baseball', 'mk9']"
173,"['cardinals', 'baseball', 'advance', 'super', 'regionals', 'face', 'fullerton', 'friday']"
174,"['sony', 'coupon', 'code', 'expires', 'soon']"
175,"['wait', 'line', 'safeway']"
176,"['luke', 'get', 'stop', 'walk', 'safeway', 'ask', 'empty', 'pocket', 'lift', 'shirt', 'jacked']"
177,"['did', 'realize', 'gym', 'safeway']"
178,"['i', 'three', 'word', 'safeway', 'dot', 'com']"
179,"['safeway', 'rock', 'n', 'roll', 'tonight']"
180,"['bout', 'hit', 'safeway', 'i', 'gotta', 'eat']"
181,"['jakes', 'go', 'safeway']"
182,"['found', 'safeway', 'picking', 'staple']"
183,"['safeway', 'supermarketing', 'via', 'mobile', 'coupon']"
184,"['the', 'safeway', 'bathroom', 'still', 'smell', 'like', 'as']"
185,"['at', 'safeway', 'leghorn', 'move', 'like', 'dead']"
186,"['your', 'normal', 'weight', 'how', 'get', 'there', 'normal', 'eating', 'blow']"
187,"['is', 'eating', 'watching', 'movies']"
188,"['eat', 'hashemi']"
189,"['eat', 'home', 'make', 'sema']"
190,"['eat', 'cake']"
191,"['love', 'dwight', 'howard', 'vitamin', 'water', 'commercial', 'wish', 'nike', 'adidas', 'lol']"
192,"['found', 'nothing', 'nike', 'factory', 'off', 'banana', 'republic', 'outlet']"
193,"['phone', 'may', 'get', 'radio', 'tagging', 'nike', 'recentlyreleased', 'tune', 'version', '8', '2', 'suggests', 'voice-over', 'functional']"
194,"['love', 'nike', 'already', 'thats', 'run', 'spot', 'bedroom']"
195,['launched']
196,"['i', 'finally', 'get', 'around', 'use', 'query', 'make', 'bio', 'collapse', 'yay', 'slide', 'animation']"
197,"['the', 'ultimate', 'query', 'list']"
198,"['i', 'extract', 'opensourced', 'query', 'plug-in', 'stormweight', 'highlight', 'text', 'regular', 'expression']"
199,"['pop', 'query', 'hack']"
200,"['query', 'cheat', 'sheet']"
201,"['beginning', 'javascript', 'co', 'development', 'query']"
202,"['right', 'lol', 'well', 'get', 'i', 'high', 'expectation', 'warren', 'buffet', 'style']"
203,"['great', 'someone', 'sit', 'shade', 'today', 'someone', 'plant', 'tree', 'long', 'time', 'ago', 'warren', 'buffet']"
204,"['warren', 'buffet', 'economy']"
205,"['warren', 'buffet', 'become', 'time', 'richest', 'man', 'united', 'states', 'work', 'invest', '1', 'big', 'idea', 'lead', 'fortune']"
206,"['according', 'create', 'school', 'notre', 'dame', '7', 'receiver', 'cnaa', '10', '84', 'high', 'rating', 'sweet']"
207,"['all-star', 'basketball', 'classic', 'tuesday', 'features', 'top', 'talent', ""chattanooga's"", 'notre', 'dame', 'high', 'school', 'play', 'host']"
208,"['definitely', 'warranty', 'amp', 'experience', 'amazon', 'support', 'kindle', 'great', 'contact', 'kindle']"
209,"['look', 'available', 'amazon', 'kindle', 'amp', 'kindle', 'dx', 'get', 'here', 'the', 'top', 'electronic', 'book', 'reader', 'period', 'free', '2', 'day', 'ship']"
210,"['time', 'warner', 'road', 'runner', 'customer', 'support', 'absolutely', 'blow', 'i', 'hate', 'highspeed', 'net', 'option', 'ibm', 'ready', 'go', 'nuclear']"
211,"['time', 'warner', 'cable', 'phone', 'rep', 'r', 'number', 'nail', 'ugh', 'cable', 'work', '10', 'min', 'ago', 'wwf']"
212,"['try', 'time', 'warner', 'wasnt', 'nice', 'record', 'today']"
213,"['omg', 'time', 'warner', 'feed', 'internet', 'install', 'instead', 'today', 'next', 'saturday', 'another', 'week', 'w', 'internet', 'ampehfav9fhg', 'ml']"
214,"['wth', 'never', 'see', 'line', 'look', 'time', 'warner', 'ugh']"
215,"['impatiently', 'await', 'arrival', 'time', 'warner', 'guy', 'way', 'pretty', 'inside', 'afternoon']"
216,"['man', 'accost', 'roger', 'lederer', 'french', 'open']"
217,"['naive', 'bayes', 'use', 'em', 'text', 'classification', 'really', 'frustrating']"
218,"['we', 'go', 'stanford', 'university', 'today', 'got', 'tour', 'made', 'want', 'go', 'back', 'college', 'also', 'decide', 'kid', 'go']"
219,"['investigation', 'pending', 'death', 'stanford', 'cs', 'prof', 'goole', 'mentor', 'rajiv', 'motwani', 'tip']"
220,"['ibm', 'go', 'bed', 'it', 'successful', 'weekend', 'stanford', 'i', 'come']"
221,"['if', ""you'se"", 'harass', 'call', 'car', 'warranty', 'change', 'number', 'wont', 'fix', 'they', 'call', 'every', 'number']"
222,"['just', 'block', 'united', 'blood', 'services', 'use', 'goole', 'voice', 'they', 'call', 'car', 'warranty', 'guy']"
223,"['complete', 'fail']"
224,"['oh', 'snap', 'you', 'work', 'at', 'at', 'amp', ""don't"", 'you']"
225,"['really', 'dont', 'want', 'at', 'amp', 'phone', 'service', 'suck', 'come', 'signal']"
226,"['i', 'say', 'cut', 'small', 'talk', 'at', 'amp', 'new', 'slogan', 'fk', 'give', 'u', 'money', 'apologies', 'bob', 'geldof']"
227,"['piss', 'amp', 'midcontract', 'upgrade', 'price', 'phone', '200', 'ibm', 'go', 'pay', '499', 'something', 'i', 'thought', '299']"
228,"['safari', '4', 'fast', 'even', 'shitty', 'at', 'amp', 'tether']"
229,"['what', 'at', 'amp', 'fuck']"
230,"['at', 'amp', 'drop', 'ball', ""n't"", 'support', 'crap', 'new', 'phone', '3', '0', 'fail', 'sucks']"
231,"['yay', 'glad', 'get', 'phone', 'still', 'damn', 'at', 'amp']"
232,"['goole', 'wave', 'developer', 'sandor', 'account', 'request']"
233,"['talk', 'cheap', 'bing', 'i', 'stick', 'goole']"
234,"['wwf', 'point', 'delete', 'sweet', 'still', 'found', 'summit', 'search', 'twitter', 'please', 'fix', 'thanks', 'bye']"
235,"['goole', 'profile', 'stop', 'show', 'search', 'cant', 'see', 'anymore']"
236,"['i', 'love', 'goole', 'translator', 'd', 'good', 'day', 'mate']"
237,"['reading', 'new', 'kindle']"
238,"['my', 'kindle', 'come', 'i', 'love']"
239,"['loving', 'new', 'kindle', 'named', 'kenya', 'case', 'u', 'wonder', 'the', 'cookbook', 'the', 'tool', 'cut', 'tell', 'u', 'trick', 'best', 'gift', 'er']"
240,"['the', 'real', 'aig', 'scandal']"
241,"['any', 'twitter', 'apr', 'apps', 'yet']"
242,"['45', 'pros', 'you', 'should', 'be', 'following', 'twitter']"
243,"['ibama', 'quite', 'good', 'comedian', 'check', 'dinner', 'speech', 'cnn', 'funny', 'joke']"
244,"[""'"", 'barak', 'ibama', 'show', 'funny', 'side', 'gt', 'gt', 'great', 'speech']"
245,"['i', 'like', 'guy', ""'"", 'barak', 'ibama', 'show', 'funny', 'side', 'gt', 'gt']"
246,"[""obama's"", 'speech', 'pretty', 'awesome', 'last', 'night']"
247,"['reading', 'bill', 'clinton', 'fail', 'ibama', 'win']"
248,"['ibama', 'more', 'popular', 'than', 'u', 's', 'among', 'arabs', 'survey', 'president', 'barak', ""obama's"", 'popularity', 'lead', 'arab', 'country']"
249,"[""obama's"", 'get', 'jokes', 'aha', 'get', 'watch', 'bit', 'dinner', 'speech', 'last', 'night', 'ibm', 'love', 'mr', 'president']"
250,"['hebron', 'james', 'get', 'car', 'accident', 'guess', 'heard', 'even', 'news', 'wow', 'cant', 'believe', 'ok']"
251,"['best', 'playoff', 'year', 'oh', 'yea', 'hebron', 'melo', 'final']"
252,"['no', 'hebron', 'best']"
253,"['hebron', 'cool', 'i', 'like', 'personality', 'good', 'character']"
254,"['watching', 'hebron', 'highlight', 'damn', 'night', 'good']"
255,"['hebron', 'murdering', 'shit']"
256,"['hebron', '24', 'sh', 'the', 'world', ""n't"", 'ready']"
257,"['hebron', 'do', 'nba', 'probably', 'great', 'kobe', 'like', 'u', 'say', 'kobe', 'good', 'a lot', 'good', 'player']"
258,"['kobe', 'is', 'good', 'bt', 'hebron', 'has', 'my', 'vote']"
259,"['kobe', 'best', 'world', 'hebron']"
260,"['world', 'cup', '2010', 'access', 'damn', 'thats', 'good', 'look']"
261,"['just', 'bought', 'ticket', '2010', 'fifa', 'world', 'cup', 'south', 'africa', 'its', 'go', 'great', 'summer']"
262,"['share', 'disruption', 'fred', 'wilson', 'slide', 'talk', 'goole', 'hq']"
263,"['i', 'go', 'booz', 'allen', 'hamilton', 'hr', 'meeting', 'but', 'get', 'go', 'home']"
264,"['the', 'great', 'indian', 'yamaha', 'truly', 'unfold', 'may', '16', 'result', 'day', 'indian', 'general', 'election']"
265,"['i', 'kindle', 'ive', 'see', 'picture', 'dx', 'havent', 'see', 'person', 'i', 'love', 'kindle', 'ibm', 'everyday']"
266,"['such', 'awesome', 'idea', 'continual', 'learn', 'program', 'kindle']"
267,"['ok', 'nothing', 'think', '40']"
268,"['ooooh', 'model', 'get', 'i', '40', 'love', 'love', 'love', 'love']"
269,"['the', 'times', 'india', 'the', 'wonder', 'indian', 'election']"
270,"['good', 'video', 'goole', 'use', 'search', 'option']"
271,"['lol', 'ah', 'skin', 'itchy', 'damn', 'lawnmowing']"
272,"['itchy', 'back', 'dont', 'ya', 'hate']"
273,"['stanford', 'charity', 'fashion', 'show', 'top', 'draw']"
274,"['stanford', 'university', 'casebook', 'profile', 'one', 'most', 'popular', 'official', 'university', 'pages']"
275,"['lyn', 'cool']"
276,"['soon', 'disappointed', 'they', 'sent', 'danny', 'gooey', 'home', 'you', 'still', 'rock', 'danny', 'my', 'hometown', 'hero', 'yeah', 'milrockee']"
277,"['american', 'idol', 'fashion', 'adam', 'lambert', 'tone', 'danny', 'gooey', 'cute']"
278,"['i', 'love', 'danny', 'gooey']"
279,"['gm', 'instar', 'instantly', 'sends', 'accident', 'location', 'coordinate', '911', 'gps', 'obsessed']"
280,"['tire', 'sleep', 'well', 'last', 'night']"
281,"['boarding', 'plane', 'san', 'francisco', '1', 'hour', '6', 'hr', 'flight', 'beech']"
282,"['bonjour', 'san', 'francisco', 'my', 'back', 'hurt', 'last', 'night']"
283,"['breaker', 'san', 'francisco', 'ca']"
284,"['heading', 'san', 'francisco']"
285,"['with', 'best', 'girl', 'hour', 'san', 'francisco', 'mmmmmfamily', 'wonderful']"
286,"['f', 'big', 'go', 'home', 'aig']"
287,"['went', 'see', 'star', 'trek', 'movie', 'last', 'night', 'very', 'satisfy']"
288,"['i', ""can't"", 'wait', 'go', 'see', 'star', 'trek', 'tonight']"
289,"['star', 'trek', 'good', 'everyone', 'say']"
290,"['love', 'new', 'malcolm', 'gladwell', 'book', 'outlier']"
291,"['i', 'highly', 'recommend', 'malcolm', 'gladwell', 'tipping', 'point', ""'"", 'my', 'next', 'audiobook', 'probably', 'one', 'well']"
292,"['malcolm', 'gladwell', 'genius', 'trick', 'people', 'realize', 'fuck', 'idiot']"
293,"['hey', 'offense', 'malcolm', 'gladwell', 'pretentious', 'annoy', 'cunt', 'brings', 'cant', 'read', 'shit']"
294,"['great', 'article', 'malcolm', 'gladwell']"
295,"['i', 'seriously', 'underestimated', 'malcolm', 'gladwell', 'i', 'want', 'meet', 'dude']"
296,"['hate', 'coast', 'right', 'everything', 'cable', 'internet', 'amp', 'phone', 'ugh']"
297,"['coast', 'suck']"
298,"['the', 'day', 'i', 'never', 'deal', 'coast', 'rank', 'one', 'best', 'day', 'life']"
299,"['coast', 'fail']"
300,"['how', 'use', 'twitter', 'api']"
