,vector,sentiment
223,"[-0.11338258884562594, 0.09369846759364009, 0.5834686203549305, 0.11125855855385049, 0.00042968106815048185, -0.03027550295357489, -0.014058353107733032, 0.05761983349091477, 0.053501477361553244, -0.08958206258507238, 0.05102153399234845, 0.10450800337518255, -0.01836909349852552, 0.016837437559540074, 0.0979746241808041, -0.21170397586603132, -0.18163938463355103, -0.09680041143049796, 0.08300765065683259, -0.03753005418628971, -0.3474360316888326, 0.007324947783167267, -0.07752429081463358, -0.13687390149829703, -0.11151234202811287, 0.12706936687593245, -0.0931915895651198, -0.16050556870565438, 0.2225296914887925, -0.038038574909377426, -0.191156454048016, -0.1964800752983946, -0.011251661292691197, -0.017783580820024427, 0.12310255475394014, 0.03439321855290069, 0.0001728938481796326, -0.1293670346494764, 0.05198759017770903, 0.15631936138702762, 0.07742320716432813, -0.0930668465896613, 0.15047159970142981, 0.17071388211722174, -0.3548827445677792, -0.06662750628311187, -0.15316173398039407, 0.0666825623354978, 0.16069119224428302, 0.127593474870082, -0.04091901482186384, -0.25786825608358616, 0.03186414196776847, -0.02872833224116928, 0.03803774594174077, 0.1383927273628716, 0.08179410504332434, 0.2089521452370617, 0.20131471168456805, -0.07270646545415123, -0.08490741558166014, -0.21774886175990105, 0.09237795623226298, 0.08389116605071144, 0.22431845807780823, -0.14815733136816156, 0.1449685699513389, 0.09223950047615087, 0.22154105146829453, 0.09879214769332773, 0.025087574884916346, -0.23455005547859603, -0.017301991355553683, 0.0888266232278612, -0.2781302028872435, 0.15738238104515606, 0.22643817787886494, 0.01859130070079118, 0.023709974924309388, -0.11601092195552257, 0.3001044696041693, 0.048731301471384034, 0.02109324821503833, 0.031122544107751712, -0.007261173191687299, 0.12570046429108414, 0.14314131288685733, 0.1387564024577538, -0.13290582090202305, -0.04375232634548512, -0.30123201806822586, -0.13770002376339915, -0.07358602918167081, -0.045858301726790764, -0.32235205271798706, 0.13810331697135958, 0.2658689745391409, -0.16240811845313552, 0.26301971099261817, 0.25310298220978844]",2
224,"[-0.11498619616031647, 0.09516227133572101, 0.5878101706504821, 0.11195185035467148, 9.029902867041528e-06, -0.030156865064054728, -0.014878500951454043, 0.05789116285741329, 0.05394368022680283, -0.08976844288408756, 0.050250418856739996, 0.10525421537458897, -0.018513133167289197, 0.01673282580450177, 0.09857259020209312, -0.21375626623630523, -0.18271097540855408, -0.09849068224430084, 0.08355298209935427, -0.037234194297343495, -0.350606944411993, 0.006841888284543529, -0.0778040511533618, -0.13813034780323505, -0.11162664629518985, 0.12926659919321537, -0.09421822428703308, -0.16321095786988735, 0.22476148903369902, -0.038776209205389024, -0.1930082194507122, -0.1991716057062149, -0.011127569020027294, -0.01671242315787822, 0.12351202629506589, 0.035004593431949615, 0.0009975446499083773, -0.13023112155497074, 0.053313902020454405, 0.1575829964131117, 0.0792625242844224, -0.09380717910826206, 0.15177268348634243, 0.17204785123467445, -0.35723604410886767, -0.06669066306203604, -0.1547716073691845, 0.06726990714669227, 0.16289688646793365, 0.1289074145257473, -0.04189986828714609, -0.26068904250860214, 0.03189342003315687, -0.02939500752836466, 0.039645327255129814, 0.13921884298324586, 0.08175319265574217, 0.2102958083152771, 0.20372405871748925, -0.07355396933853627, -0.08538414724171162, -0.22019857838749884, 0.09275625720620155, 0.08407299667596817, 0.2267104886472225, -0.14851284436881543, 0.14570420235395432, 0.09348387680947781, 0.22339469492435454, 0.10061056390404702, 0.02419380214996636, -0.23678320348262788, -0.01758233648724854, 0.08974837251007557, -0.27993900179862974, 0.1595210988074541, 0.22958264425396918, 0.0185969193931669, 0.02271290901117027, -0.116881487891078, 0.30252599269151687, 0.04926636796444654, 0.020115287927910685, 0.030627839919179677, -0.006364563759416342, 0.12775834314525128, 0.14396731480956076, 0.14064318500459194, -0.13413748927414418, -0.044105133041739464, -0.3033719576895237, -0.13849869072437287, -0.0737654136493802, -0.046181094460189344, -0.32496300637722014, 0.13982924297451974, 0.2678128607571125, -0.16498031243681907, 0.2653214380145073, 0.25689961612224577]",0
225,"[-0.16287306230515242, 0.1359804489184171, 0.83757633715868, 0.15956824575550854, 0.0004512329105637036, -0.04353416501544416, -0.020925830933265388, 0.08099200238939375, 0.0775379833066836, -0.1278054267168045, 0.07287116907536983, 0.15021727327257395, -0.027241782750934362, 0.024547489709220827, 0.14017080864869058, -0.30294444039463997, -0.2598108290694654, -0.13952125515788794, 0.11798796919174492, -0.0526549993082881, -0.49868355225771666, 0.010795939291710965, -0.10922302631661296, -0.19801228726282716, -0.15929238428361714, 0.18337750807404518, -0.13283759774640203, -0.23134196596220136, 0.3195482869632542, -0.0563729329733178, -0.27488982677459717, -0.2819146509282291, -0.017113380890805274, -0.025603596994187683, 0.17578911664895713, 0.04941335238981992, 0.0014127461331554514, -0.1858158386312425, 0.07583679887466133, 0.2246260647661984, 0.11243049334734678, -0.13344929087907076, 0.2169360271655023, 0.24529909063130617, -0.5097434762865305, -0.0948662415612489, -0.22139010531827807, 0.09381099115125835, 0.23178277537226677, 0.1831511934287846, -0.059079125290736556, -0.37069397140294313, 0.045559367281384766, -0.04120423528365791, 0.05518344743177295, 0.1986836576834321, 0.11657299264334142, 0.299809817224741, 0.2890546782873571, -0.10473551182076335, -0.12185874860733747, -0.3134844354353845, 0.13148356531746686, 0.12019013753160834, 0.3223040793091059, -0.21271363040432334, 0.20743080042302608, 0.1331926833372563, 0.316985547542572, 0.14286514068953693, 0.03517014917451888, -0.33623870136216283, -0.025605088041629642, 0.12777263158932328, -0.3987899422645569, 0.22508602496236563, 0.32654023030772805, 0.02699889539508149, 0.03306814463576302, -0.1666415329091251, 0.4304808834567666, 0.06860092340502888, 0.029052327037788928, 0.04395049036247656, -0.009527868765871972, 0.1806693305261433, 0.20563545869663358, 0.1991042708978057, -0.19063917780295014, -0.06325254996772856, -0.43190480023622513, -0.19687614170834422, -0.10570849617943168, -0.06494459207169712, -0.462712905369699, 0.19943385245278478, 0.3807722916826606, -0.23364778561517596, 0.37809750624001026, 0.3648370895534754]",2
226,"[-0.1200704757983868, 0.09961454627605584, 0.6176400757752932, 0.11848299979017331, -0.00025292689679190516, -0.03184000954318505, -0.015615082883204404, 0.061027779888648256, 0.0568242329530991, -0.09443451707752851, 0.05389143096712919, 0.1109441091807989, -0.020242169356116883, 0.01828940621075722, 0.10380043805791782, -0.22445949740134752, -0.1929126284443415, -0.10248541029599997, 0.08737726008089688, -0.03993813851131843, -0.367403976046122, 0.007635586053276291, -0.0817481975715894, -0.1444457325224693, -0.11684190739805882, 0.1355985887348652, -0.09796529965331921, -0.17003897606180265, 0.23524001527291077, -0.041086700243445545, -0.202073101240855, -0.20860241468136126, -0.012365577169335805, -0.019002414684599407, 0.13078724564268038, 0.0359215340218865, 0.0007116993723544651, -0.13756679399655417, 0.05647015421149822, 0.16605631061471426, 0.08330004905851987, -0.0984933556845555, 0.1593634967620556, 0.18165712316448873, -0.3759398420269673, -0.0709219306993943, -0.16357368632004812, 0.0706100777651255, 0.17035338483177698, 0.1354816624751458, -0.04397504468663381, -0.273355133831501, 0.03310790615013012, -0.030609755561901972, 0.04014354163350967, 0.1465041866669288, 0.08508966347345939, 0.2212058431827105, 0.2132925156217355, -0.07777517317579342, -0.09042302547739102, -0.23050695027296358, 0.09681524637226875, 0.08820531689203702, 0.2382812236364071, -0.1578169737297755, 0.15326818193380648, 0.09802212236592403, 0.23363935603545263, 0.10511434250153028, 0.025812516132226355, -0.24747535185172007, -0.01822852662119728, 0.09352620490468465, -0.29456564554801357, 0.16602107194753793, 0.24055101837103182, 0.018691341321055707, 0.024541632164842807, -0.12308157636569096, 0.3181789001593223, 0.05155920151334543, 0.0224582629206662, 0.032780604222073004, -0.007318681356712029, 0.13340038118454126, 0.15156681577746683, 0.14780991467145774, -0.14075540378689766, -0.04647899641153904, -0.3189426545913403, -0.14626679168297693, -0.07725326888836347, -0.04890777894224112, -0.3417278058253802, 0.14700263366103172, 0.28097054018424106, -0.17223526852635238, 0.2779633070413883, 0.2680752775990046]",4
227,"[-0.15496676713228225, 0.1305421218276024, 0.801396045088768, 0.15275407060980797, 0.0001817293930798769, -0.04039388876408338, -0.019979990553110838, 0.07869026809930801, 0.07401994839310647, -0.12237714119255542, 0.06972619350999594, 0.14336576089262962, -0.02488822313025594, 0.022161730192601682, 0.13365420773625375, -0.2913904294371605, -0.24765742644667627, -0.13399917408823966, 0.11331424228847027, -0.05238170027732849, -0.47684545814991, 0.01282900208607316, -0.10603835061192513, -0.1900763615965843, -0.1513140007853508, 0.1765109233558178, -0.12715551182627677, -0.220590590685606, 0.3061082988977432, -0.053663923777639864, -0.2616704493761063, -0.2714488536119461, -0.016624033078551294, -0.023381776455789805, 0.16904057338833808, 0.047020118497312066, -8.422026876360178e-05, -0.17783327996730805, 0.0726704191416502, 0.21423873528838158, 0.10725846625864506, -0.126677455753088, 0.20764101296663284, 0.23579740524291992, -0.4866729214787483, -0.08957582898437977, -0.21057676002383233, 0.08969252072274685, 0.22113870680332184, 0.1750004582107067, -0.05559462010860443, -0.35404846966266634, 0.044158699363470076, -0.039501200430095196, 0.053127267956733705, 0.1892586164176464, 0.1106787696480751, 0.2879206493496895, 0.27547214180231094, -0.09963146783411503, -0.11596143580973148, -0.299211685359478, 0.12485680803656578, 0.11429191306233406, 0.30845389515161514, -0.20287209004163742, 0.19762681871652604, 0.12724476754665376, 0.30174189805984497, 0.13569888472557068, 0.03242691550403833, -0.32131257802248003, -0.023572739609517158, 0.12310774140059948, -0.38285521417856216, 0.21513684168457986, 0.31186020374298096, 0.024911146517843007, 0.030840753670781852, -0.15974298864603043, 0.41188055723905564, 0.06560307536274194, 0.027802457567304373, 0.04278486762195825, -0.009300698153674602, 0.1734453797340393, 0.196254476159811, 0.1896906651556492, -0.18233199045062065, -0.06016886495053768, -0.4128864109516144, -0.18899912908673286, -0.10270839631557464, -0.06233083829283714, -0.4405721053481102, 0.18997429683804512, 0.36459520161151887, -0.22437800019979476, 0.3630040898919106, 0.3482908055186272]",0
228,"[-0.1496932554990053, 0.12400970831513405, 0.7696993969380855, 0.14674852709285915, 0.0008804918797977734, -0.03960657602874562, -0.019401605380699037, 0.07548771030269563, 0.07101359199732542, -0.11745183975435794, 0.06697827009484172, 0.13827725243754685, -0.024209878104738892, 0.021707323267037282, 0.12893624911084772, -0.28002341436222195, -0.23964884057641028, -0.12797111747786402, 0.1092986901756376, -0.049597946195899564, -0.458655290491879, 0.010643942643946502, -0.10076117005664856, -0.181824849313125, -0.14619236146099865, 0.16857897979207337, -0.12257193718105555, -0.21280882209539415, 0.29368046633899214, -0.051275552751030774, -0.2521800998598337, -0.2604952660389245, -0.015235180966556072, -0.023054633743595333, 0.16221272181719543, 0.045519920240622014, 0.0014244582594983512, -0.17121219872497023, 0.06960834823548794, 0.2058030826970935, 0.10317890942096711, -0.12248110370710492, 0.19869862045161427, 0.22508106157183647, -0.4682007605209947, -0.08849733942188323, -0.20286539644002916, 0.08733693581307307, 0.21248824507929384, 0.1675809806678444, -0.05506348345661536, -0.34043403128162025, 0.04195123187964782, -0.037856595451012255, 0.05091514273080975, 0.18253478780388832, 0.10655023357830942, 0.27559705162420867, 0.2663022237829864, -0.09642801997251808, -0.11283024083822965, -0.2881789978593588, 0.12102255406789482, 0.1107688063988462, 0.2965459803119302, -0.1953905957750976, 0.19060504348017276, 0.12237167432904243, 0.29154030587524177, 0.13088477444835006, 0.03165255778003484, -0.3091536768712103, -0.022560068825259804, 0.11737975112628192, -0.36679419968277216, 0.20751944449730217, 0.3002017429098487, 0.025290979375131428, 0.03128774792421609, -0.15284133506938816, 0.39627180229872466, 0.06291499056387692, 0.02684523874777369, 0.040225140863913114, -0.008455264945223463, 0.16620175554417074, 0.18880623122677206, 0.183599510230124, -0.17546516023576259, -0.05844179682899266, -0.39753202591091397, -0.18150376444682478, -0.09747329319361597, -0.060669704794418064, -0.42524462565779686, 0.1825835844501853, 0.35098232310265304, -0.21535273669287563, 0.34824697570875285, 0.33506470965221524]",2
229,"[-0.09645218762603623, 0.08034026681411045, 0.49423807342019344, 0.09484060564837246, -0.000834007977944027, -0.02553612209373602, -0.012068643687396415, 0.049147690698090524, 0.046018493805874, -0.07587432038659851, 0.04288784704921353, 0.08877289064090561, -0.015900891938212293, 0.014056377423306307, 0.08304524639000495, -0.1798858495808586, -0.15440995551438796, -0.08300638999100085, 0.07035076673384066, -0.03175565108432676, -0.2948871863729976, 0.006119395735570126, -0.06470196974394773, -0.11639453935505892, -0.0944590139961629, 0.10840079878215436, -0.07874319350553884, -0.1365211778147905, 0.18908138307570307, -0.03300536264820645, -0.16145639959399383, -0.1672391165047884, -0.01015850680845755, -0.014372799817162255, 0.10449851621632222, 0.02854722257082661, 0.00013053242151659947, -0.11007823851132006, 0.04559714454916065, 0.13304475972566893, 0.06606782205765033, -0.07907823411126931, 0.12799102433577733, 0.14519697438097662, -0.3003145223138509, -0.057406493134934594, -0.1299966810857532, 0.055076272485570774, 0.13680145724814524, 0.10949204682751938, -0.03495437645836285, -0.21870184562134523, 0.02688641325329189, -0.024642130704941572, 0.03314386663475522, 0.11779988834125645, 0.06963488742433212, 0.17651629675162472, 0.17017381271795817, -0.061592605206425545, -0.07205352363073164, -0.18521014063325883, 0.07689593857395705, 0.07068353163561335, 0.19085673780904877, -0.12538417103631352, 0.12246125375989962, 0.0780278512155982, 0.18711157660517427, 0.08450172099940202, 0.020100350164014985, -0.198609839943755, -0.015084400617827972, 0.07631440939709407, -0.2356537248318394, 0.13350502818960835, 0.19219673989789077, 0.016374694588766607, 0.019965595276853827, -0.09850769683166787, 0.25465779153078244, 0.04058184255673378, 0.017537893153968507, 0.026103887456917652, -0.005146232349539382, 0.10720203321910014, 0.1211706631584093, 0.1177302660179083, -0.11274197190586063, -0.037675751321431666, -0.2552936749567312, -0.11711234599351883, -0.06237132891288234, -0.038318217318091125, -0.27244951855391264, 0.11766611430061015, 0.22525643243419904, -0.13857648459573588, 0.22391695474033002, 0.21468639070237125]",0
230,"[-0.15690061928970472, 0.13077915938837187, 0.8040818061147418, 0.15276928139584406, 0.00029125684523023665, -0.04094859505338328, -0.020082852004894187, 0.07888521759637765, 0.0742183652307306, -0.12204473412462644, 0.06966057526213783, 0.14386232303721563, -0.026104181605790342, 0.022254516104502336, 0.1359423409615244, -0.2915190649884088, -0.24901542173964636, -0.13300305604934692, 0.11478083208203316, -0.051784615963697433, -0.4790801852941513, 0.011320293614906924, -0.10597158223390579, -0.18981701454945973, -0.15215558399047172, 0.17576036495821817, -0.12797867985708372, -0.22104733224425996, 0.3064918741583824, -0.0544061687375818, -0.2628922462463379, -0.27132800008569447, -0.017328571461673294, -0.024726597858326777, 0.1696165587220873, 0.04683912971190044, 0.00161839176040043, -0.17836498681988036, 0.07368823460170201, 0.21612638873713358, 0.10781044353331838, -0.1277135924569198, 0.20797436897243773, 0.2344784928219659, -0.4888051748275757, -0.0910401599747794, -0.2122792143906866, 0.09107594138809613, 0.22244441083499364, 0.17596596160105296, -0.05756177939474583, -0.3557285709040506, 0.043686101745281904, -0.039596092754176686, 0.05364722439220974, 0.19059690620218003, 0.11158807362828936, 0.28677736861365183, 0.27797263115644455, -0.1006840733545167, -0.11815097395862852, -0.3004178064210074, 0.1267280312521117, 0.11568234009402138, 0.30914726108312607, -0.20376946457794734, 0.1988098280770438, 0.1283488662115165, 0.3048223491225924, 0.13745046885950224, 0.03379973237003599, -0.3226719754082816, -0.02367790648713708, 0.12233478682381767, -0.383682627763067, 0.21695023030042648, 0.31350002012082506, 0.024961399845778942, 0.032147456891834736, -0.15995214613420622, 0.413897448352405, 0.06724852270313672, 0.02808320415871484, 0.043535178527235985, -0.007998669998154842, 0.1731537761432784, 0.19662518479994365, 0.1908148548432759, -0.1838014019387109, -0.06032152979501656, -0.4141080102750233, -0.1890822233898299, -0.10171749283160482, -0.06240714341402054, -0.44527867223535267, 0.19077614907707488, 0.3658606026853834, -0.22467748714344843, 0.3633397711174829, 0.34961108437606264]",2
231,"[-0.14521313313808706, 0.12064376266466247, 0.7454668548372057, 0.14172748662531376, 0.0009691307463476227, -0.03746126809467872, -0.018745062717547018, 0.07398755475878716, 0.06811427273270157, -0.1142974684221877, 0.06454386468976736, 0.1340478327539232, -0.023851101545410022, 0.02078141297938095, 0.1258744274576505, -0.27022110463844407, -0.231611840840843, -0.12322655568520229, 0.10548166144225332, -0.04832166671339008, -0.44395986944437027, 0.010376499758826362, -0.09785682852897379, -0.1769016794860363, -0.14214128421412575, 0.1629296052787039, -0.11936115970214208, -0.20492972681919733, 0.28406883031129837, -0.05046996546702252, -0.2438333932724264, -0.25201654848125243, -0.015003074633164538, -0.021953445988603763, 0.15667143815921414, 0.04388268364386426, 0.0007515431445628767, -0.16653162903255886, 0.06821664981544018, 0.1999401752319601, 0.10006601094371742, -0.1192932619402806, 0.19282530289557245, 0.2176162405974335, -0.45301786479022765, -0.08473277671469583, -0.19696399031413925, 0.08313711918890476, 0.20566432426373163, 0.16284073309765923, -0.052582385742829904, -0.330740755630864, 0.04082321530828873, -0.03586295754131344, 0.049643638957705766, 0.176050695280234, 0.10339668517311414, 0.26717036341627437, 0.25821508798334336, -0.09337501310639912, -0.10892363368637031, -0.27908926871087814, 0.11734731723037031, 0.10591951178179847, 0.2874940166042911, -0.18849243016706574, 0.18420373731189305, 0.11795472933186425, 0.28138025601704914, 0.12766256887051794, 0.03093879845821195, -0.29949619331293637, -0.02338088433154755, 0.11356831072933143, -0.3556833581791984, 0.2009919389254517, 0.2898428386284245, 0.024957868374056287, 0.03016535115117828, -0.14849360349277654, 0.3847469836473465, 0.06232154586662849, 0.026154203495631616, 0.03973965533077717, -0.007568895402881835, 0.16050208608309427, 0.18195168342855242, 0.17738248283664385, -0.1700916923582554, -0.056043900549411774, -0.38406386060847175, -0.17582335530055893, -0.0933625888493326, -0.05846381435791651, -0.4124077277051078, 0.17607743251654837, 0.3397024025519689, -0.20731840406854948, 0.3374815657734871, 0.32490839064121246]",2
232,"[-0.14338658843189478, 0.11986601119861007, 0.7357023116201162, 0.14049511728808284, 0.0003024368475053052, -0.03741183737292886, -0.018886358942836523, 0.07289904938079417, 0.06804191437549889, -0.11319274501875043, 0.064030785812065, 0.13219585362821817, -0.02337851148331538, 0.02008897572522983, 0.1235831449739635, -0.2670824509114027, -0.22834251634776592, -0.12133576441556215, 0.10336713353171945, -0.04695824277587235, -0.43860967829823494, 0.009809611015953124, -0.09673037915490568, -0.17394976038485765, -0.13976208353415132, 0.16108746733516455, -0.11740403156727552, -0.20248247776180506, 0.2810021312907338, -0.050082967965863645, -0.2415574761107564, -0.24846858251839876, -0.015106895210919902, -0.02247714641271159, 0.15430404571816325, 0.043142033158801496, 0.000598096532485215, -0.16354058776050806, 0.0669716983102262, 0.19797572307288647, 0.09945226274430752, -0.11803514184430242, 0.19113854318857193, 0.2144142729230225, -0.4476289600133896, -0.08421154413372278, -0.1939626312814653, 0.08317473554052413, 0.20418162690475583, 0.16041878098621964, -0.05267419200390577, -0.32555214688181877, 0.03962364874314517, -0.03599286952521652, 0.04854535940103233, 0.17440715758129954, 0.10180175700224936, 0.26312017627060413, 0.2548307776451111, -0.0921757142059505, -0.10750003508292139, -0.27554390020668507, 0.1158468727953732, 0.10533972247503698, 0.2835549945011735, -0.18717803806066513, 0.18286136724054813, 0.11647610063664615, 0.2785022333264351, 0.12534546433016658, 0.02948855934664607, -0.2952583273872733, -0.0219921538955532, 0.11130980518646538, -0.35065681021660566, 0.1988474829122424, 0.28677480574697256, 0.023637134756427258, 0.029086337483022362, -0.1459824899211526, 0.37944295909255743, 0.06116484943777323, 0.026487266703043133, 0.03905659122392535, -0.00829074633657001, 0.15894112829118967, 0.17973616905510426, 0.17673568427562714, -0.1669420045800507, -0.05542019638232887, -0.3802060065791011, -0.1742901303805411, -0.09279694524593651, -0.0574796455912292, -0.40687556378543377, 0.1741649224422872, 0.3349486729130149, -0.2058114828541875, 0.33292294200509787, 0.3205871572718024]",0
233,"[-0.13934647048322055, 0.11529046182449047, 0.7155449161162744, 0.1362371822962394, 0.0004843059242165719, -0.035434204941758744, -0.017779949568928435, 0.07086848367292148, 0.06535475428860921, -0.10897049938256924, 0.06285097822546959, 0.12809309220084777, -0.021972228414737262, 0.019179421996411223, 0.11998866412502068, -0.25907293735788417, -0.2228511024553042, -0.11961912378095664, 0.10058904826067962, -0.046389831301684566, -0.42540193922244585, 0.010334630290834377, -0.094062484227694, -0.1675128569969764, -0.1358705205986133, 0.15635905500787955, -0.11364116290440926, -0.19680244704851738, 0.2723517194390297, -0.04665168324628702, -0.23452163573641044, -0.2409975892649247, -0.013495190131764572, -0.021126888710289046, 0.1506126750833713, 0.0434342111245944, 0.0006590150856377127, -0.15806817420973227, 0.06515388068957971, 0.19157208530948713, 0.09567327081010892, -0.11372160252470237, 0.1846755717236262, 0.20941196382045746, -0.4336707815527916, -0.08203336453208557, -0.18814808789354104, 0.08069293688123043, 0.19626227107185584, 0.15671617437440616, -0.05069195901831755, -0.31574058847931713, 0.039164736544570096, -0.03504523824757108, 0.046808844145673975, 0.16874735000041816, 0.09834705637051509, 0.2558613723287216, 0.24757871175041565, -0.09022925178018901, -0.10499934493922271, -0.26708146557211876, 0.11195877180076562, 0.10298529668496205, 0.2749590601485509, -0.18173731261721024, 0.17671040904063445, 0.1135770959349779, 0.2706301501737191, 0.12130318739666389, 0.029767842032015324, -0.28729536957465684, -0.021854952013549898, 0.10808065791542713, -0.3394083587022928, 0.19198022266993156, 0.2787461300882009, 0.023035401872430857, 0.028756653245251913, -0.14251147697751337, 0.3679554605713257, 0.059366509676552735, 0.024348011150812872, 0.037954759067640856, -0.008501698854021154, 0.1536605293647601, 0.17595762100357276, 0.1710220810312491, -0.16240659814614516, -0.05406800070061134, -0.3680197218289742, -0.1679440220961204, -0.09010344958649232, -0.056504881367660485, -0.3939578372698564, 0.1689214574602934, 0.3263967272180777, -0.19848800737124223, 0.32379857565347964, 0.312129446806816]",2
234,"[-0.13228381797671318, 0.11094749614596366, 0.683273333311081, 0.13056202195584773, 0.00035688699688762426, -0.034635592438280585, -0.017256951513700186, 0.06711242530494928, 0.06380234468728303, -0.10468195661902428, 0.059433961249887944, 0.12203937038779258, -0.021478995587676762, 0.019210811890661716, 0.11538315184414387, -0.24722681999206542, -0.21229413375258446, -0.11401832863688469, 0.09662685934454203, -0.04333761885762215, -0.40606422305107115, 0.009181082504801453, -0.09023248452693224, -0.1606820520758629, -0.12969788804650306, 0.14934758439660073, -0.10923515938222408, -0.18862613417208196, 0.26037236481904985, -0.04596677266061306, -0.2234634879231453, -0.23032144397497178, -0.013428550735116005, -0.020451820623129606, 0.14411354601383208, 0.039755053389817475, 0.0008740785834379495, -0.15187955483794213, 0.06260875537991524, 0.1833942152559757, 0.09140217937529087, -0.10902021199464798, 0.1758100538700819, 0.19914235785603523, -0.4157092270255089, -0.07843820013105869, -0.18041696652770042, 0.0769642698764801, 0.18817963629961013, 0.1486015536636114, -0.04836475836113095, -0.3030112202465534, 0.036835597157478334, -0.03338812770321965, 0.04408727940171957, 0.1622021032869816, 0.09418735258281231, 0.24465291872620581, 0.23563767477869987, -0.08537599369883538, -0.0998438037186861, -0.2551686717569828, 0.10727883242070675, 0.09800551772117615, 0.2638386818766594, -0.17325611896812915, 0.16881040923297405, 0.10833143129944801, 0.25819097891449927, 0.11616102334111929, 0.028423686008900405, -0.2736801105737686, -0.0205350992269814, 0.10447784297168256, -0.32550738647580146, 0.18387307241559028, 0.26618266955018044, 0.021930966505315154, 0.027920167930424213, -0.13586196348071097, 0.35110883206129073, 0.05674537744373083, 0.02439238054677844, 0.03618057842366398, -0.00787887237034738, 0.14800676986575126, 0.16768608398735524, 0.16354948610067369, -0.15611920185387135, -0.05173344623297453, -0.35193840503692625, -0.16103137224912645, -0.08541954323649406, -0.05420208819210529, -0.3776639512181282, 0.16253722652792932, 0.31092883795499804, -0.19064701847732068, 0.3078132525086403, 0.297015390843153]",2
235,"[-0.16795395376781622, 0.1407106233139833, 0.8619267294804255, 0.16362415398988459, 0.00019140242430795397, -0.04407274050431119, -0.021838952735480335, 0.08408212227125962, 0.08000091380543178, -0.1315799175451199, 0.07466947463237578, 0.15420576371252537, -0.02763038270899819, 0.02426968789142039, 0.14561150047100252, -0.3126494371228748, -0.26747393794357777, -0.14263968148993122, 0.12259373058461481, -0.05485776842882236, -0.5137905466059843, 0.011328173193356229, -0.11313851146648328, -0.20303452987637785, -0.16362719568941328, 0.18817242090072897, -0.1374207797149817, -0.23720183223485947, 0.32837676215502953, -0.05787227313137717, -0.2822694592177868, -0.29044126388099456, -0.017509794095531106, -0.027066999063309696, 0.18288252212935024, 0.050644527706835, 0.0008785950000553081, -0.1912463510202037, 0.07837715362095171, 0.2310560947904984, 0.11643454670492145, -0.13828948036664063, 0.22395745064649317, 0.252554796429144, -0.524684500363138, -0.09870978061937624, -0.22611510877807936, 0.09810553315199083, 0.23755718560682404, 0.18848972933159935, -0.06084385814352168, -0.3818645891216066, 0.04656276060268283, -0.042124079592112035, 0.05692358884132571, 0.20463060960173607, 0.11930613292174207, 0.30806128225392765, 0.29860729517208207, -0.10815818390498559, -0.12544681111143696, -0.3210001186364227, 0.13519462053146628, 0.12274244438028997, 0.3321718813644515, -0.2190269749197695, 0.21260660679803955, 0.13624891069614226, 0.32590562767452663, 0.14686082137955558, 0.03622949322582119, -0.346660611530145, -0.02565731240125994, 0.1314567466162973, -0.4103521228664451, 0.23205768751601377, 0.33528267757760155, 0.02856099931523204, 0.03529297834676173, -0.17048854794767168, 0.44351205436719787, 0.07130609809731443, 0.031350792954779334, 0.046285319762925305, -0.009286064971497076, 0.1854513492435217, 0.21077631186279985, 0.2060353205435806, -0.19584980896777576, -0.06449720899884899, -0.4446695028907723, -0.20388699281546804, -0.10750329442736176, -0.0680644413870242, -0.4770737724999587, 0.20418568286630842, 0.39212464085883564, -0.24129522177908155, 0.3893259983095858, 0.37464194496472675]",2
