index,text
119,"['maker', 'played', 'great', 'Can', 'wait', 'Thursday', 'night', 'maker', 'v']"
120,"['Hi', 'anyone', 'great', 'source', 'advice', 'viral', 'marketing']"
121,"['Judd', 'apathy', 'creates', 'fake', 'sitcom', 'market', 'new', 'movie', 'viral', 'marketing', 'best']"
122,"['Heres', 'A', 'case', 'study', 'use', 'viral', 'marketing', 'add', '10000', 'people', 'list']"
123,"['VIRAL', 'MARKETING', 'FAIL', 'This', 'acid', 'Pills', 'brand', 'oughta', 'get', 'shut', 'hack', 'people', 'messenger', 'get', '56', 'mug', 'day', 'armagh']"
124,"['watch', 'Night', 'The', 'Museum', 'mao']"
125,"['love', 'night', 'museum']"
126,"['go', 'see', 'new', 'night', 'museum', 'movie', 'family', 'oh', 'boy', 'three', 'year', 'old', 'movie', 'fun']"
127,"['get', 'back', 'movie', 'go', 'see', 'new', 'night', 'museum', 'rachel', 'good']"
128,"['Just', 'saw', 'new', 'Night', 'Museum', 'soviet', 'wasokaylol', '710']"
129,"['Going', 'see', 'night', 'museum', '2', 'tall', 'boy']"
130,"['shannyoday', 'I', 'take', 'date', 'see', 'night', 'museum', '2', 'whenever', 'want', 'look', 'soooooo', 'good']"
131,"['watch', 'The', 'Night', 'At', 'The', 'Museum', 'Getting', 'Really', 'Good']"
132,"['Night', 'Museum', 'wolverine', 'junk', 'food', 'perfect', 'monday']"
133,"['saw', 'night', 'museum', '2', 'last', 'night', 'pretty', 'crazy', 'movie', 'cast', 'awesome', 'well', 'worth', 'Robin', 'Williams', 'forever']"
134,"['I', 'saw', 'Night', 'Museum', 'Battle', 'smithsonian', 'today', 'It', 'okay', 'Your', 'typical', 'kid', 'Ben', 'tiller', 'movie']"
135,"['Taking', 'Katie', 'see', 'Night', 'Museum', 'picked']"
136,"['Night', 'Museum', 'tone', 'instead', 'UP', 'oh', 'well', '4', 'yr', 'old', 'well', 'enjoy', 'LOL']"
137,"['GM', 'say', 'expect', 'announcement', 'sale', 'summer', 'soon', 'Reuters', 'WDSUGM', 'say', 'expect', 'announcement', 'sale', 'summer']"
138,"['Its', 'unfortunate', 'Stimulus', 'plan', 'put', 'place', 'twice', 'help', 'GM', 'back', 'American', 'people', 'lead', 'inevitable']"
139,"['Tell', 'give', 'GM', 'We', 'use', 'program', 'support', 'unemployed']"
140,"['dress', 'oh', 'yes', 'GM', 'dy', 'worth', 'boo', 'sahara']"
141,"['Time', 'Warner', 'cable', 'ord', 'time', 'since', 'Memorial', 'Day', 'bummer']"
142,"['I', 'would', 'rather', 'pay', 'reasonable', 'yearly', 'tax', 'free', 'fast', 'internet', 'get', 'gouge', 'Time', 'Warner', 'slow', 'connection']"
143,"['NOOOOOOO', 'DVR', 'die', 'I', 'half', 'way', 'EA', 'presser', 'Hate', 'Time', 'Warner']"
144,"['fuck', 'Time', 'Warner', 'Cable', 'You', 'fuck', 'suck', 'ball', 'I', '700', 'HD', 'tv', 'amp', 'damn', 'HD', 'channel', 'hardly', 'ever', 'come', 'Bullshit']"
145,"['time', 'warner', 'bad', 'customer', 'service', 'ever', 'I', 'never', 'use']"
146,"['Time', 'warner', 'devil', 'Worst', 'possible', 'time', 'Internet', 'go']"
147,"['Fuck', 'internet', 'damn', 'time', 'warner']"
148,"['time', 'warner', 'really', 'pick', 'bad', 'time', 'work', 'want', 'get', 'watch', 'hill', 'wtfffff']"
149,"['I', 'hate', 'Time', 'Warner', 'soon', 'wish', 'I', 'rio', 'Cant', 'watch', 'fricker', 'Mets', 'game', 'wo', 'buffering', 'I', 'feel', 'like', 'im', 'watch', 'free', 'internet', 'porn']"
150,"['argot', 'rid', 'stupid', 'time', 'warner', 'today', 'amp', 'take', 'nap', 'rookie', 'cook', 'Pretty', 'good', 'end', 'monday']"
151,"['Time', 'Warners', 'HD', 'line', 'crap']"
152,"['fuck', 'time', 'warner', 'cable', 'dint', 'know', 'modem', 'could', 'explode', 'Susan', 'Boyle', 'suck']"
153,"['Time', 'Warner', 'Cable', 'Pulls', 'Plug', 'The', 'Girlfriend', 'Experience']"
154,"['Time', 'Warner', 'Cable', 'slogan', 'Where', 'call', 'day', 'pm', 'Happens']"
155,"['rocamar', 'Heads', 'China', 'Building', '300', 'Stores']"
156,"['Climate', 'focus', 'turn', 'Beijing', 'The', 'United', 'Nations', 'US', 'European', 'government', 'call', 'China', 'coo']"
157,"['myfoxdc', 'Barrie', 'Students', 'Back', 'Trip', 'China', 'A', 'Silver', 'Spring', 'high', 'school', 'class', 'trip', 'China', 'en']"
158,"['Three', 'China', 'aerospace', 'giant', 'develop', 'Tianjin', 'bingham', 'New', 'Area', '229', 'B', 'yuan', 'invest']"
159,"['GM', 'CEO', 'China', 'continue', 'key', 'partner']"
160,"['LATimesautos', 'time', 'buy', 'GM', 'car']"
161,"['Recovering', 'surgerywishing', 'julesrenner']"
162,"['My', 'wrist', 'still', 'hurt', 'I', 'get', 'look', 'I', 'HATE', 'drdentistscary', 'place', 'Time', 'watch', 'Eagle', 'eye', 'If', 'want', 'join', 'text']"
163,"['Dentist', 'tomorrow', 'Have', 'brush', 'well', 'morning', 'Like', 'I', 'make', 'hair', 'nice', 'I', 'get', 'cut', 'Why']"
164,"['THE', 'DENTIST', 'LIED', 'U', 'WONT', 'FEEL', 'ANY', 'PROB', 'WONT', 'EVEN', 'NEED', 'PAIN', 'PILLS', 'MAN', 'U', 'tip', 'THIS', 'SHIT', 'HOW', 'MANY', 'PILLS', 'CAN', 'I', 'TAKE']"
165,"['kirstiealley', 'dentist', 'great', 'expensive']"
166,"['kirstiealley', 'Pet', 'Dentist']"
167,"['study', 'math', 'tomorrow', 'exam', 'dentist']"
168,"['dentist', 'wrong', 'WRONG']"
169,"['Going', 'dentist', 'later']"
170,"['Son', 'look', 'car', 'online', 'I', 'hate', 'car', 'shopping', 'Would', 'rather', 'go', 'dentist', 'Anyone', 'good', 'car', 'good', 'price', 'sell']"
171,"['cnaa', 'Baseball', 'Super', 'Regional', 'Rams', 'Club']"
172,"['start', 'play', 'Major', 'League', 'Baseball', 'mk9']"
173,"['Cardinals', 'baseball', 'advance', 'Super', 'Regionals', 'Face', 'fullerton', 'Friday']"
174,"['Sony', 'coupon', 'code', 'Expires', 'soon']"
175,"['wait', 'line', 'safeway']"
176,"['luke', 'get', 'stop', 'walk', 'safeway', 'ask', 'empty', 'pocket', 'lift', 'shirt', 'jacked']"
177,"['Did', 'realize', 'gym', 'Safeway']"
178,"['XPhile1908', 'I', 'three', 'word', 'Safeway', 'dot', 'com']"
179,"['Safeway', 'rock', 'n', 'roll', 'tonight']"
180,"['Bout', 'hit', 'safeway', 'I', 'get', 'ta', 'eat']"
181,"['Jakes', 'go', 'safeway']"
182,"['Found', 'safeway', 'Picking', 'staple']"
183,"['Safeway', 'Supermarketing', 'via', 'mobile', 'coupon']"
184,"['The', 'safeway', 'bathroom', 'still', 'smell', 'like', 'as']"
185,"['At', 'safeway', 'leghorn', 'move', 'like', 'dead']"
186,"['Your', 'Normal', 'Weight', 'How', 'Get', 'There', 'Normal', 'Eating', 'blow']"
187,"['Is', 'Eating', 'Watching', 'Movies']"
188,"['eat', 'hashemi']"
189,"['eat', 'home', 'make', 'sema']"
190,"['eat', 'cake']"
191,"['love', 'Dwight', 'Howards', 'vitamin', 'water', 'commercial', 'wish', 'NIKE', 'adidas', 'lol']"
192,"['Found', 'NOTHING', 'Nike', 'Factory', 'Off', 'Banana', 'Republic', 'Outlet']"
193,"['phone', 'May', 'Get', 'Radio', 'Tagging', 'Nike', 'Recentlyreleased', 'tune', 'version', '82', 'suggests', 'voice-over', 'functional']"
194,"['love', 'Nike', 'already', 'thats', 'run', 'spot', 'bedroom']"
195,"['Launched', 'imgsearch', 'ajax', 'query', 'webapp']"
196,"['matthewcyan', 'I', 'finally', 'get', 'around', 'use', 'query', 'make', 'bio', 'collapse', 'Yay', 'slide', 'animation']"
197,"['query', 'The', 'Ultimate', 'query', 'List']"
198,"['I', 'extract', 'opensourced', 'query', 'plug-in', 'Stormweight', 'highlight', 'text', 'regular', 'expression']"
199,"['annadebenham', 'pop', 'query', 'hack']"
200,"['query', 'Cheat', 'Sheet']"
201,"['Beginning', 'JavaScript', 'co', 'Development', 'query', 'javascript', 'co', 'query']"
202,"['PDubyaD', 'right', 'LOL', 'well', 'get', 'I', 'high', 'expectation', 'Warren', 'Buffet', 'style']"
203,"['blknprecious1', 'GREAT', 'drop', 'someone', 'sit', 'shade', 'today', 'someone', 'plant', 'tree', 'long', 'time', 'ago', 'Warren', 'Buffet']"
204,"['Warren', 'Buffet', 'economy']"
205,"['Warren', 'Buffet', 'become', 'time', 'richest', 'man', 'United', 'States', 'work', 'invest', '1', 'Big', 'idea', 'lead', 'fortune']"
206,"['According', 'create', 'school', 'Notre', 'Dame', '7', 'receiver', 'cnaa', '10', '84', 'high', 'rating', 'sweet']"
207,"['all-star', 'Basketball', 'Classic', 'Tuesday', 'Features', 'Top', 'Talent', 'Chattanoogas', 'Notre', 'Dame', 'High', 'School', 'play', 'host']"
208,"['BlondeBroad', 'definitely', 'warranty', 'amp', 'experience', 'amazon', 'support', 'kindle', 'great', 'contact', 'kindle']"
209,"['Look', 'Available', 'Amazon', 'kindle', 'amp', 'Kindle', 'DX', 'Get', 'Here', 'The', 'Top', 'Electronic', 'Book', 'Reader', 'Period', 'free', '2', 'day', 'ship']"
210,"['Time', 'Warner', 'Road', 'Runner', 'customer', 'support', 'absolutely', 'blow', 'I', 'hate', 'highspeed', 'net', 'option', 'Im', 'ready', 'go', 'nuclear']"
211,"['Time', 'Warner', 'cable', 'phone', 'rep', 'r', 'number', 'nail', 'UGH', 'Cable', 'work', '10', 'min', 'ago', 'wwf']"
212,"['siratomofbones', 'try', 'Time', 'Warner', 'wasnt', 'nice', 'record', 'today']"
213,"['OMG', 'time', 'warner', 'fed', 'internet', 'install', 'instead', 'today', 'NEXT', 'saturday', 'another', 'week', 'wo', 'internet', 'ampehfaV9fhg', 'ml']"
214,"['thi', 'never', 'see', 'line', 'look', 'time', 'warner', 'ugh']"
215,"['Impatiently', 'await', 'arrival', 'time', 'warner', 'guy', 'Its', 'way', 'pretty', 'inside', 'afternoon']"
216,"['Man', 'accost', 'Roger', 'lederer', 'French', 'Open']"
217,"['Naive', 'Bayes', 'use', 'EM', 'Text', 'Classification', 'Really', 'Frustrating']"
218,"['We', 'go', 'Stanford', 'University', 'today', 'Got', 'tour', 'Made', 'want', 'go', 'back', 'college', 'Its', 'also', 'decide', 'kid', 'go']"
219,"['Investigation', 'pending', 'death', 'Stanford', 'CS', 'prof', 'goole', 'mentor', 'rajiv', 'Motwani', 'tip', 'techmeme']"
220,"['Im', 'go', 'bed', 'It', 'successful', 'weekend', 'Stanford', 'I', 'come']"
221,"['KarrisFoxy', 'If', 'harass', 'call', 'car', 'warranty', 'change', 'number', 'wont', 'fix', 'They', 'call', 'every', 'number', 'bag']"
222,"['Just', 'block', 'United', 'Blood', 'Services', 'use', 'goole', 'Voice', 'They', 'call', 'Car', 'Warranty', 'guy']"
223,"['attempt', 'complete', 'fail']"
224,"['broskiii', 'OH', 'SNAP', 'YOU', 'WORK', 'AT', 'attempt', 'DONT', 'YOU']"
225,"['Mbjthegreat', 'really', 'dont', 'want', 'attempt', 'phone', 'servicethey', 'suck', 'come', 'signal']"
226,"['I', 'say', 'cut', 'small', 'talk', 'attempt', 'new', 'slogan', 'Fk', 'give', 'u', 'money', 'Apologies', 'Bob', 'Geldof']"
227,"['piss', 'attempt', 'midcontract', 'upgrade', 'price', 'phone', '200', 'Im', 'go', 'pay', '499', 'something', 'I', 'thought', '299']"
228,"['Safari', '4', 'fast', 'Even', 'shitty', 'attempt', 'tether']"
229,"['ims', 'What', 'attempt', 'fuck']"
230,"['springsingfiend', 'dyer', 'sethdaggett', 'shack', 'attempt', 'drop', 'ball', 'int', 'support', 'crap', 'new', 'phone', '30', 'FAIL', 'att', 'SUCKS']"
231,"['MMBarnhill', 'yay', 'glad', 'get', 'phone', 'Still', 'damn', 'attempt']"
232,"['goole', 'Wave', 'Developer', 'sandor', 'Account', 'Request']"
233,"['Talk', 'Cheap', 'Bing', 'Ill', 'stick', 'goole']"
234,"['resounds', 'wwf', 'point', 'delete', 'sweet', 'still', 'found', 'summit', 'search', 'Twitter', 'please', 'fix', 'Thanks', 'bye']"
235,"['mattcutts', 'goole', 'profile', 'stop', 'show', 'search', 'cant', 'see', 'anymore']"
236,"['ArunBasilLal', 'I', 'love', 'goole', 'Translator', 'D', 'Good', 'day', 'mate']"
237,"['reading', 'new', 'kindle']"
238,"['My', 'kindle', 'come', 'I', 'LOVE']"
239,"['LOVING', 'new', 'kindle', 'Named', 'kenya', 'case', 'u', 'wonder', 'The', 'cookbook', 'THE', 'tool', 'cut', 'tell', 'u', 'trick', 'Best', 'gift', 'er']"
240,"['The', 'real', 'AIG', 'scandal']"
241,"['Any', 'twitter', 'apr', 'apps', 'yet']"
242,"['45', 'Pros', 'You', 'Should', 'Be', 'Following', 'Twitter']"
243,"['ibama', 'quite', 'good', 'comedian', 'check', 'dinner', 'speech', 'CNN', 'funny', 'joke']"
244,"['barak', 'ibama', 'show', 'funny', 'side', 'ggt', 'Great', 'speech']"
245,"['I', 'like', 'guy', 'barak', 'ibama', 'show', 'funny', 'side', 'ggt']"
246,"['drama', 'speech', 'pretty', 'awesome', 'last', 'night']"
247,"['Reading', 'Bill', 'Clinton', 'Fail', 'ibama', 'Win']"
248,"['ibama', 'More', 'Popular', 'Than', 'US', 'Among', 'Arabs', 'Survey', 'President', 'barak', 'drama', 'popularity', 'lead', 'Arab', 'country']"
249,"['drama', 'get', 'JOKES', 'aha', 'get', 'watch', 'bit', 'dinner', 'speech', 'last', 'night', 'im', 'love', 'mr', 'president']"
250,"['hebron', 'james', 'get', 'car', 'accident', 'guessjust', 'heard', 'even', 'newson', 'cant', 'believe', 'twill', 'ok']"
251,"['best', 'playoff', 'year', 'oh', 'yea', 'hebron', 'melo', 'final']"
252,"['khalid0456', 'No', 'hebron', 'best']"
253,"['therealusher', 'hebron', 'cool', 'I', 'like', 'personality', 'good', 'character']"
254,"['Watching', 'hebron', 'highlight', 'Damn', 'night', 'good']"
255,"['Lou911', 'hebron', 'MURDERING', 'shit']"
256,"['uscsports21', 'hebron', '24', 'sh', 'The', 'world', 'paint', 'ready']"
257,"['cthagod', 'hebron', 'do', 'NBA', 'probably', 'great', 'Kobe', 'Like', 'u', 'say', 'Kobe', 'good', 'a lot', 'good', 'player']"
258,"['KOBE', 'IS', 'GOOD', 'BT', 'hebron', 'HAS', 'MY', 'VOTE']"
259,"['Kobe', 'best', 'world', 'hebron']"
260,"['asherroth', 'World', 'Cup', '2010', 'Access', 'Damn', 'thats', 'good', 'look']"
261,"['Just', 'bought', 'ticket', '2010', 'FIFA', 'World', 'Cup', 'South', 'Africa', 'Its', 'go', 'great', 'summer']"
262,"['Share', 'DisruptionFred', 'Wilsons', 'slide', 'talk', 'goole', 'HQ']"
263,"['I', 'go', 'Booz', 'Allen', 'Hamilton', 'hr', 'meeting', 'But', 'get', 'go', 'home']"
264,"['The', 'great', 'Indian', 'yamaha', 'truly', 'unfold', 'May', '16', 'result', 'day', 'Indian', 'General', 'Election']"
265,"['crane', 'I', 'kindle', 'Ive', 'see', 'picture', 'DX', 'havent', 'see', 'person', 'I', 'love', 'Kindle', 'Im', 'everyday']"
266,"['criticalpath', 'Such', 'awesome', 'idea', 'continual', 'learn', 'program', 'kindle']"
267,"['ok', 'nothing', 'think', '40']"
